ward,precinct,total,Marilyn F. Johnson,Marilyn F. Johnson Percent,precinct_id
1,1,308,308,100.0,01001
1,2,333,333,100.0,01002
1,3,290,290,100.0,01003
1,4,266,266,100.0,01004
1,5,370,370,100.0,01005
1,6,243,243,100.0,01006
1,7,255,255,100.0,01007
1,8,326,326,100.0,01008
1,9,231,231,100.0,01009
1,10,355,355,100.0,01010
1,11,252,252,100.0,01011
1,12,396,396,100.0,01012
1,13,350,350,100.0,01013
1,14,291,291,100.0,01014
1,15,195,195,100.0,01015
1,16,100,100,100.0,01016
1,17,270,270,100.0,01017
1,18,216,216,100.0,01018
1,19,171,171,100.0,01019
1,20,229,229,100.0,01020
1,21,246,246,100.0,01021
1,22,226,226,100.0,01022
1,23,252,252,100.0,01023
1,24,382,382,100.0,01024
1,25,240,240,100.0,01025
1,26,319,319,100.0,01026
1,27,191,191,100.0,01027
1,28,177,177,100.0,01028
1,29,285,285,100.0,01029
1,30,364,364,100.0,01030
1,31,420,420,100.0,01031
1,32,228,228,100.0,01032
1,33,302,302,100.0,01033
1,34,243,243,100.0,01034
1,35,286,286,100.0,01035
1,36,329,329,100.0,01036
1,37,271,271,100.0,01037
1,38,164,164,100.0,01038
1,39,314,314,100.0,01039
1,40,143,143,100.0,01040
1,41,208,208,100.0,01041
1,42,246,246,100.0,01042
1,43,212,212,100.0,01043
1,44,273,273,100.0,01044
1,45,268,268,100.0,01045
1,46,305,305,100.0,01046
1,47,322,322,100.0,01047
1,48,143,143,100.0,01048
1,49,192,192,100.0,01049
1,50,232,232,100.0,01050
2,1,595,595,100.0,02001
2,2,151,151,100.0,02002
2,3,443,443,100.0,02003
2,4,273,273,100.0,02004
2,5,324,324,100.0,02005
2,6,535,535,100.0,02006
2,7,318,318,100.0,02007
2,8,400,400,100.0,02008
2,9,321,321,100.0,02009
2,10,223,223,100.0,02010
2,11,377,377,100.0,02011
2,12,515,515,100.0,02012
2,13,326,326,100.0,02013
2,14,341,341,100.0,02014
2,15,190,190,100.0,02015
2,16,572,572,100.0,02016
2,17,289,289,100.0,02017
2,18,313,313,100.0,02018
2,19,468,468,100.0,02019
2,20,319,319,100.0,02020
2,21,247,247,100.0,02021
2,22,409,409,100.0,02022
2,23,232,232,100.0,02023
2,24,431,431,100.0,02024
2,25,445,445,100.0,02025
2,26,287,287,100.0,02026
2,27,230,230,100.0,02027
2,28,275,275,100.0,02028
2,29,182,182,100.0,02029
2,30,458,458,100.0,02030
2,31,281,281,100.0,02031
2,32,224,224,100.0,02032
2,33,201,201,100.0,02033
2,34,225,225,100.0,02034
2,35,146,146,100.0,02035
2,36,479,479,100.0,02036
2,37,280,280,100.0,02037
2,38,469,469,100.0,02038
2,39,346,346,100.0,02039
2,40,685,685,100.0,02040
2,41,165,165,100.0,02041
2,42,137,137,100.0,02042
2,43,315,315,100.0,02043
2,44,190,190,100.0,02044
2,45,330,330,100.0,02045
2,46,362,362,100.0,02046
2,47,200,200,100.0,02047
2,48,225,225,100.0,02048
2,49,238,238,100.0,02049
2,50,215,215,100.0,02050
2,51,272,272,100.0,02051
2,52,392,392,100.0,02052
2,53,448,448,100.0,02053
2,54,431,431,100.0,02054
2,55,188,188,100.0,02055
2,56,246,246,100.0,02056
3,1,224,224,100.0,03001
3,2,307,307,100.0,03002
3,3,346,346,100.0,03003
3,4,230,230,100.0,03004
3,5,230,230,100.0,03005
3,6,217,217,100.0,03006
3,7,193,193,100.0,03007
3,8,321,321,100.0,03008
3,9,247,247,100.0,03009
3,10,119,119,100.0,03010
3,11,307,307,100.0,03011
3,12,247,247,100.0,03012
3,13,153,153,100.0,03013
3,14,204,204,100.0,03014
3,15,289,289,100.0,03015
3,16,226,226,100.0,03016
3,17,132,132,100.0,03017
3,18,151,151,100.0,03018
3,19,83,83,100.0,03019
3,20,200,200,100.0,03020
3,21,137,137,100.0,03021
3,22,134,134,100.0,03022
3,23,239,239,100.0,03023
3,24,332,332,100.0,03024
3,25,213,213,100.0,03025
3,26,104,104,100.0,03026
3,27,273,273,100.0,03027
3,28,597,597,100.0,03028
3,29,200,200,100.0,03029
3,30,218,218,100.0,03030
3,31,360,360,100.0,03031
3,32,246,246,100.0,03032
3,33,372,372,100.0,03033
3,34,222,222,100.0,03034
3,35,272,272,100.0,03035
3,36,92,92,100.0,03036
3,37,106,106,100.0,03037
3,38,310,310,100.0,03038
3,39,254,254,100.0,03039
3,40,244,244,100.0,03040
