ward,precinct,total,Yes,Yes Percent,No,No Percent,precinct_id
1,1,243,201,82.72,42,17.28,01001
1,2,267,224,83.9,43,16.1,01002
1,3,229,187,81.66,42,18.34,01003
1,4,222,185,83.33,37,16.67,01004
1,5,281,235,83.63,46,16.37,01005
1,6,210,163,77.62,47,22.38,01006
1,7,237,185,78.06,52,21.94,01007
1,8,248,208,83.87,40,16.13,01008
1,9,227,176,77.53,51,22.47,01009
1,10,300,258,86.0,42,14.0,01010
1,11,178,148,83.15,30,16.85,01011
1,12,320,273,85.31,47,14.69,01012
1,13,299,243,81.27,56,18.73,01013
1,14,233,200,85.84,33,14.16,01014
1,15,157,122,77.71,35,22.29,01015
1,16,69,56,81.16,13,18.84,01016
1,17,205,168,81.95,37,18.05,01017
1,18,173,126,72.83,47,27.17,01018
1,19,151,107,70.86,44,29.14,01019
1,20,163,129,79.14,34,20.86,01020
1,21,193,164,84.97,29,15.03,01021
1,22,179,147,82.12,32,17.88,01022
1,23,217,170,78.34,47,21.66,01023
1,24,339,269,79.35,70,20.65,01024
1,25,175,141,80.57,34,19.43,01025
1,26,264,218,82.58,46,17.42,01026
1,27,183,141,77.05,42,22.95,01027
1,28,146,116,79.45,30,20.55,01028
1,29,255,202,79.22,53,20.78,01029
1,30,329,268,81.46,61,18.54,01030
1,31,326,276,84.66,50,15.34,01031
1,32,173,143,82.66,30,17.34,01032
1,33,251,203,80.88,48,19.12,01033
1,34,188,156,82.98,32,17.02,01034
1,35,215,186,86.51,29,13.49,01035
1,36,280,228,81.43,52,18.57,01036
1,37,208,180,86.54,28,13.46,01037
1,38,140,113,80.71,27,19.29,01038
1,39,281,214,76.16,67,23.84,01039
1,40,123,102,82.93,21,17.07,01040
1,41,188,151,80.32,37,19.68,01041
1,42,223,180,80.72,43,19.28,01042
1,43,196,161,82.14,35,17.86,01043
1,44,207,164,79.23,43,20.77,01044
1,45,216,181,83.8,35,16.2,01045
1,46,249,207,83.13,42,16.87,01046
1,47,256,221,86.33,35,13.67,01047
1,48,108,98,90.74,10,9.26,01048
1,49,150,117,78.0,33,22.0,01049
