ward,precinct,total,Yes,Yes Percent,No,No Percent,precinct_id
1,1,241,202,83.82,39,16.18,01001
1,2,256,213,83.2,43,16.8,01002
1,3,226,183,80.97,43,19.03,01003
1,4,214,174,81.31,40,18.69,01004
1,5,277,229,82.67,48,17.33,01005
1,6,201,156,77.61,45,22.39,01006
1,7,227,177,77.97,50,22.03,01007
1,8,241,203,84.23,38,15.77,01008
1,9,226,164,72.57,62,27.43,01009
1,10,301,263,87.38,38,12.62,01010
1,11,174,146,83.91,28,16.09,01011
1,12,312,262,83.97,50,16.03,01012
1,13,297,235,79.12,62,20.88,01013
1,14,231,200,86.58,31,13.42,01014
1,15,153,123,80.39,30,19.61,01015
1,16,67,50,74.63,17,25.37,01016
1,17,193,159,82.38,34,17.62,01017
1,18,159,114,71.7,45,28.3,01018
1,19,141,97,68.79,44,31.21,01019
1,20,164,124,75.61,40,24.39,01020
1,21,188,157,83.51,31,16.49,01021
1,22,170,136,80.0,34,20.0,01022
1,23,214,173,80.84,41,19.16,01023
1,24,328,266,81.1,62,18.9,01024
1,25,169,139,82.25,30,17.75,01025
1,26,252,211,83.73,41,16.27,01026
1,27,177,131,74.01,46,25.99,01027
1,28,136,99,72.79,37,27.21,01028
1,29,255,200,78.43,55,21.57,01029
1,30,327,261,79.82,66,20.18,01030
1,31,322,274,85.09,48,14.91,01031
1,32,164,140,85.37,24,14.63,01032
1,33,246,199,80.89,47,19.11,01033
1,34,183,143,78.14,40,21.86,01034
1,35,213,184,86.38,29,13.62,01035
1,36,274,231,84.31,43,15.69,01036
1,37,205,174,84.88,31,15.12,01037
1,38,134,110,82.09,24,17.91,01038
1,39,275,204,74.18,71,25.82,01039
1,40,121,99,81.82,22,18.18,01040
1,41,182,148,81.32,34,18.68,01041
1,42,219,180,82.19,39,17.81,01042
1,43,187,150,80.21,37,19.79,01043
1,44,205,161,78.54,44,21.46,01044
1,45,205,169,82.44,36,17.56,01045
1,46,243,196,80.66,47,19.34,01046
1,47,252,216,85.71,36,14.29,01047
1,48,108,99,91.67,9,8.33,01048
1,49,145,112,77.24,33,22.76,01049
1,50,201,162,80.6,39,19.4,01050
2,1,519,430,82.85,89,17.15,02001
2,2,101,91,90.1,10,9.9,02002
2,3,385,310,80.52,75,19.48,02003
2,4,195,136,69.74,59,30.26,02004
2,5,278,225,80.94,53,19.06,02005
2,6,474,392,82.7,82,17.3,02006
2,7,306,243,79.41,63,20.59,02007
2,8,347,295,85.01,52,14.99,02008
2,9,284,221,77.82,63,22.18,02009
2,10,167,139,83.23,28,16.77,02010
2,11,342,277,80.99,65,19.01,02011
2,12,463,374,80.78,89,19.22,02012
2,13,267,223,83.52,44,16.48,02013
2,14,323,281,87.0,42,13.0,02014
2,15,167,139,83.23,28,16.77,02015
2,16,515,436,84.66,79,15.34,02016
2,17,213,162,76.06,51,23.94,02017
2,18,260,231,88.85,29,11.15,02018
2,19,421,325,77.2,96,22.8,02019
2,20,270,221,81.85,49,18.15,02020
2,21,195,167,85.64,28,14.36,02021
2,22,364,289,79.4,75,20.6,02022
2,23,216,164,75.93,52,24.07,02023
2,24,343,273,79.59,70,20.41,02024
2,25,389,314,80.72,75,19.28,02025
2,26,236,185,78.39,51,21.61,02026
2,27,147,127,86.39,20,13.61,02027
2,28,258,201,77.91,57,22.09,02028
2,29,136,121,88.97,15,11.03,02029
2,30,373,310,83.11,63,16.89,02030
2,31,248,212,85.48,36,14.52,02031
2,32,157,112,71.34,45,28.66,02032
2,33,160,124,77.5,36,22.5,02033
2,34,135,111,82.22,24,17.78,02034
2,35,106,89,83.96,17,16.04,02035
2,36,405,333,82.22,72,17.78,02036
2,37,244,206,84.43,38,15.57,02037
2,38,422,348,82.46,74,17.54,02038
2,39,315,244,77.46,71,22.54,02039
2,40,563,468,83.13,95,16.87,02040
2,41,127,97,76.38,30,23.62,02041
2,42,76,65,85.53,11,14.47,02042
2,43,287,239,83.28,48,16.72,02043
2,44,148,127,85.81,21,14.19,02044
2,45,305,236,77.38,69,22.62,02045
2,46,332,286,86.14,46,13.86,02046
2,47,180,138,76.67,42,23.33,02047
2,48,193,155,80.31,38,19.69,02048
2,49,198,159,80.3,39,19.7,02049
2,50,195,156,80.0,39,20.0,02050
2,51,218,175,80.28,43,19.72,02051
2,52,346,272,78.61,74,21.39,02052
2,53,356,296,83.15,60,16.85,02053
2,54,350,278,79.43,72,20.57,02054
2,55,157,131,83.44,26,16.56,02055
2,56,233,185,79.4,48,20.6,02056
3,1,159,124,77.99,35,22.01,03001
3,2,277,224,80.87,53,19.13,03002
3,3,302,242,80.13,60,19.87,03003
3,4,207,171,82.61,36,17.39,03004
3,5,184,154,83.7,30,16.3,03005
3,6,176,123,69.89,53,30.11,03006
3,7,137,117,85.4,20,14.6,03007
3,8,307,246,80.13,61,19.87,03008
3,9,195,169,86.67,26,13.33,03009
3,10,103,86,83.5,17,16.5,03010
3,11,267,208,77.9,59,22.1,03011
3,12,191,156,81.68,35,18.32,03012
3,13,146,115,78.77,31,21.23,03013
3,14,77,60,77.92,17,22.08,03014
3,15,223,173,77.58,50,22.42,03015
3,16,210,171,81.43,39,18.57,03016
3,17,124,96,77.42,28,22.58,03017
3,18,107,73,68.22,34,31.78,03018
3,19,95,72,75.79,23,24.21,03019
3,20,171,144,84.21,27,15.79,03020
3,21,114,92,80.7,22,19.3,03021
3,22,145,115,79.31,30,20.69,03022
3,23,217,165,76.04,52,23.96,03023
3,24,277,218,78.7,59,21.3,03024
3,25,171,132,77.19,39,22.81,03025
3,26,88,72,81.82,16,18.18,03026
3,27,228,182,79.82,46,20.18,03027
3,28,532,449,84.4,83,15.6,03028
3,29,126,106,84.13,20,15.87,03029
3,30,161,130,80.75,31,19.25,03030
3,31,312,244,78.21,68,21.79,03031
3,32,214,167,78.04,47,21.96,03032
3,33,299,244,81.61,55,18.39,03033
3,34,181,149,82.32,32,17.68,03034
3,35,243,186,76.54,57,23.46,03035
3,36,80,57,71.25,23,28.75,03036
3,37,93,77,82.8,16,17.2,03037
3,38,239,211,88.28,28,11.72,03038
3,39,174,155,89.08,19,10.92,03039
3,40,192,155,80.73,37,19.27,03040
3,41,163,135,82.82,28,17.18,03041
3,42,165,127,76.97,38,23.03,03042
3,43,49,33,67.35,16,32.65,03043
3,44,81,62,76.54,19,23.46,03044
3,45,292,255,87.33,37,12.67,03045
3,46,34,27,79.41,7,20.59,03046
3,47,106,87,82.08,19,17.92,03047
3,48,128,98,76.56,30,23.44,03048
3,49,72,52,72.22,20,27.78,03049
3,50,152,119,78.29,33,21.71,03050
4,1,424,365,86.08,59,13.92,04001
4,2,438,379,86.53,59,13.47,04002
4,3,317,255,80.44,62,19.56,04003
4,4,223,180,80.72,43,19.28,04004
4,5,346,284,82.08,62,17.92,04005
4,6,95,75,78.95,20,21.05,04006
4,7,331,278,83.99,53,16.01,04007
4,8,328,281,85.67,47,14.33,04008
4,9,407,366,89.93,41,10.07,04009
4,10,321,262,81.62,59,18.38,04010
4,11,317,259,81.7,58,18.3,04011
4,12,172,147,85.47,25,14.53,04012
4,13,229,202,88.21,27,11.79,04013
4,14,276,210,76.09,66,23.91,04014
4,15,207,175,84.54,32,15.46,04015
4,16,305,250,81.97,55,18.03,04016
4,17,254,221,87.01,33,12.99,04017
4,18,317,265,83.6,52,16.4,04018
4,19,268,218,81.34,50,18.66,04019
4,20,152,123,80.92,29,19.08,04020
4,21,338,292,86.39,46,13.61,04021
4,22,310,275,88.71,35,11.29,04022
4,23,213,192,90.14,21,9.86,04023
4,24,308,259,84.09,49,15.91,04024
4,25,249,225,90.36,24,9.64,04025
4,26,329,268,81.46,61,18.54,04026
4,27,283,240,84.81,43,15.19,04027
