ward,precinct,total,SUSANA A. MENDOZA,SUSANA A. MENDOZA Percent,precinct_id
5,35,257,257,100.0,05035
5,36,170,170,100.0,05036
5,37,269,269,100.0,05037
5,38,208,208,100.0,05038
5,39,206,206,100.0,05039
5,40,203,203,100.0,05040
5,41,177,177,100.0,05041
6,1,268,268,100.0,06001
6,2,245,245,100.0,06002
6,3,258,258,100.0,06003
6,4,155,155,100.0,06004
6,5,152,152,100.0,06005
6,6,229,229,100.0,06006
6,7,207,207,100.0,06007
6,8,248,248,100.0,06008
6,9,187,187,100.0,06009
6,10,115,115,100.0,06010
6,11,189,189,100.0,06011
6,12,136,136,100.0,06012
6,13,185,185,100.0,06013
6,14,216,216,100.0,06014
6,15,152,152,100.0,06015
6,16,247,247,100.0,06016
6,17,141,141,100.0,06017
6,18,164,164,100.0,06018
6,19,194,194,100.0,06019
6,20,110,110,100.0,06020
6,21,128,128,100.0,06021
6,22,151,151,100.0,06022
6,23,117,117,100.0,06023
6,24,113,113,100.0,06024
6,25,108,108,100.0,06025
6,26,125,125,100.0,06026
6,27,115,115,100.0,06027
6,28,109,109,100.0,06028
6,29,281,281,100.0,06029
6,30,154,154,100.0,06030
6,31,250,250,100.0,06031
6,32,217,217,100.0,06032
6,33,225,225,100.0,06033
6,34,236,236,100.0,06034
6,35,219,219,100.0,06035
6,36,245,245,100.0,06036
6,37,284,284,100.0,06037
6,38,271,271,100.0,06038
6,39,186,186,100.0,06039
6,40,202,202,100.0,06040
6,41,217,217,100.0,06041
6,42,220,220,100.0,06042
6,43,195,195,100.0,06043
6,44,236,236,100.0,06044
6,45,242,242,100.0,06045
6,46,198,198,100.0,06046
6,47,156,156,100.0,06047
6,48,201,201,100.0,06048
7,1,171,171,100.0,07001
7,2,154,154,100.0,07002
7,3,214,214,100.0,07003
7,4,193,193,100.0,07004
7,5,180,180,100.0,07005
7,6,233,233,100.0,07006
7,7,146,146,100.0,07007
7,8,177,177,100.0,07008
7,9,359,359,100.0,07009
7,10,223,223,100.0,07010
7,11,208,208,100.0,07011
7,12,170,170,100.0,07012
7,13,165,165,100.0,07013
7,14,191,191,100.0,07014
7,15,230,230,100.0,07015
7,16,152,152,100.0,07016
7,17,137,137,100.0,07017
7,18,156,156,100.0,07018
7,19,187,187,100.0,07019
7,20,134,134,100.0,07020
7,21,147,147,100.0,07021
7,22,178,178,100.0,07022
7,23,232,232,100.0,07023
7,24,202,202,100.0,07024
7,25,173,173,100.0,07025
7,26,182,182,100.0,07026
7,27,187,187,100.0,07027
7,28,147,147,100.0,07028
7,29,181,181,100.0,07029
7,30,146,146,100.0,07030
7,31,127,127,100.0,07031
7,32,334,334,100.0,07032
7,33,314,314,100.0,07033
7,34,269,269,100.0,07034
7,35,204,204,100.0,07035
7,36,281,281,100.0,07036
7,37,255,255,100.0,07037
7,38,152,152,100.0,07038
7,39,183,183,100.0,07039
7,40,203,203,100.0,07040
7,41,190,190,100.0,07041
7,42,177,177,100.0,07042
7,43,192,192,100.0,07043
7,44,175,175,100.0,07044
7,45,184,184,100.0,07045
7,46,112,112,100.0,07046
8,1,148,148,100.0,08001
8,2,196,196,100.0,08002
8,3,288,288,100.0,08003
8,4,263,263,100.0,08004
8,5,297,297,100.0,08005
8,6,235,235,100.0,08006
8,7,286,286,100.0,08007
8,8,258,258,100.0,08008
8,9,163,163,100.0,08009
8,10,323,323,100.0,08010
8,11,217,217,100.0,08011
8,12,203,203,100.0,08012
8,13,247,247,100.0,08013
8,14,116,116,100.0,08014
8,15,182,182,100.0,08015
8,16,59,59,100.0,08016
8,17,206,206,100.0,08017
8,18,172,172,100.0,08018
8,19,296,296,100.0,08019
8,20,237,237,100.0,08020
8,21,240,240,100.0,08021
8,22,207,207,100.0,08022
8,23,184,184,100.0,08023
8,24,147,147,100.0,08024
8,25,200,200,100.0,08025
8,26,195,195,100.0,08026
8,27,258,258,100.0,08027
8,28,237,237,100.0,08028
8,29,248,248,100.0,08029
8,30,239,239,100.0,08030
8,31,184,184,100.0,08031
8,32,203,203,100.0,08032
8,33,209,209,100.0,08033
8,34,224,224,100.0,08034
8,35,269,269,100.0,08035
8,36,248,248,100.0,08036
8,37,225,225,100.0,08037
8,38,148,148,100.0,08038
8,39,233,233,100.0,08039
8,40,173,173,100.0,08040
8,41,209,209,100.0,08041
8,42,263,263,100.0,08042
8,43,108,108,100.0,08043
8,44,153,153,100.0,08044
8,45,147,147,100.0,08045
8,46,169,169,100.0,08046
8,47,196,196,100.0,08047
8,48,190,190,100.0,08048
8,49,227,227,100.0,08049
8,50,259,259,100.0,08050
8,51,242,242,100.0,08051
8,52,321,321,100.0,08052
8,53,128,128,100.0,08053
8,54,152,152,100.0,08054
8,55,143,143,100.0,08055
8,56,245,245,100.0,08056
9,1,204,204,100.0,09001
9,2,185,185,100.0,09002
9,3,113,113,100.0,09003
9,4,168,168,100.0,09004
9,5,207,207,100.0,09005
9,6,213,213,100.0,09006
9,7,143,143,100.0,09007
9,8,163,163,100.0,09008
9,9,246,246,100.0,09009
9,10,168,168,100.0,09010
9,11,139,139,100.0,09011
9,12,238,238,100.0,09012
9,13,264,264,100.0,09013
9,14,300,300,100.0,09014
9,15,113,113,100.0,09015
9,16,193,193,100.0,09016
9,17,148,148,100.0,09017
9,18,130,130,100.0,09018
9,19,188,188,100.0,09019
9,20,239,239,100.0,09020
9,21,178,178,100.0,09021
9,22,228,228,100.0,09022
9,23,231,231,100.0,09023
9,24,228,228,100.0,09024
9,25,221,221,100.0,09025
9,26,117,117,100.0,09026
9,27,191,191,100.0,09027
9,28,114,114,100.0,09028
9,29,172,172,100.0,09029
9,30,168,168,100.0,09030
9,31,163,163,100.0,09031
9,32,184,184,100.0,09032
9,33,141,141,100.0,09033
9,34,154,154,100.0,09034
9,35,239,239,100.0,09035
9,36,182,182,100.0,09036
9,37,274,274,100.0,09037
9,38,196,196,100.0,09038
9,39,226,226,100.0,09039
9,40,239,239,100.0,09040
9,41,190,190,100.0,09041
9,42,261,261,100.0,09042
9,43,169,169,100.0,09043
9,44,201,201,100.0,09044
9,45,160,160,100.0,09045
9,46,219,219,100.0,09046
9,47,270,270,100.0,09047
9,48,224,224,100.0,09048
9,49,191,191,100.0,09049
9,50,306,306,100.0,09050
9,51,241,241,100.0,09051
10,1,203,203,100.0,10001
10,2,275,275,100.0,10002
10,3,264,264,100.0,10003
10,4,157,157,100.0,10004
10,5,214,214,100.0,10005
10,6,205,205,100.0,10006
10,7,171,171,100.0,10007
10,8,109,109,100.0,10008
10,9,275,275,100.0,10009
10,10,289,289,100.0,10010
10,11,308,308,100.0,10011
10,12,174,174,100.0,10012
10,13,261,261,100.0,10013
10,14,368,368,100.0,10014
10,15,402,402,100.0,10015
10,16,165,165,100.0,10016
10,17,347,347,100.0,10017
10,18,123,123,100.0,10018
10,19,284,284,100.0,10019
10,20,285,285,100.0,10020
10,21,277,277,100.0,10021
10,22,132,132,100.0,10022
10,23,239,239,100.0,10023
10,24,286,286,100.0,10024
10,25,67,67,100.0,10025
10,26,140,140,100.0,10026
10,27,187,187,100.0,10027
10,28,310,310,100.0,10028
10,29,215,215,100.0,10029
10,30,216,216,100.0,10030
10,31,197,197,100.0,10031
10,32,237,237,100.0,10032
10,33,177,177,100.0,10033
10,34,133,133,100.0,10034
10,35,319,319,100.0,10035
10,36,57,57,100.0,10036
11,1,268,268,100.0,11001
11,2,28,28,100.0,11002
11,3,151,151,100.0,11003
11,4,228,228,100.0,11004
11,5,224,224,100.0,11005
11,6,205,205,100.0,11006
11,7,146,146,100.0,11007
11,8,206,206,100.0,11008
11,9,217,217,100.0,11009
11,10,231,231,100.0,11010
11,11,242,242,100.0,11011
11,12,449,449,100.0,11012
11,13,403,403,100.0,11013
11,14,131,131,100.0,11014
11,15,99,99,100.0,11015
11,16,170,170,100.0,11016
11,17,245,245,100.0,11017
11,18,211,211,100.0,11018
11,19,281,281,100.0,11019
11,20,201,201,100.0,11020
11,21,419,419,100.0,11021
11,22,318,318,100.0,11022
11,23,171,171,100.0,11023
11,24,405,405,100.0,11024
11,25,265,265,100.0,11025
11,26,331,331,100.0,11026
11,27,82,82,100.0,11027
11,28,162,162,100.0,11028
11,29,323,323,100.0,11029
11,30,107,107,100.0,11030
11,31,295,295,100.0,11031
11,32,154,154,100.0,11032
11,33,176,176,100.0,11033
11,34,89,89,100.0,11034
11,35,96,96,100.0,11035
11,36,112,112,100.0,11036
11,37,66,66,100.0,11037
11,38,85,85,100.0,11038
12,1,235,235,100.0,12001
12,2,171,171,100.0,12002
12,3,262,262,100.0,12003
12,4,208,208,100.0,12004
12,5,193,193,100.0,12005
12,6,207,207,100.0,12006
12,7,166,166,100.0,12007
12,8,216,216,100.0,12008
12,9,175,175,100.0,12009
12,10,154,154,100.0,12010
12,11,201,201,100.0,12011
12,12,170,170,100.0,12012
12,13,205,205,100.0,12013
12,14,160,160,100.0,12014
12,15,179,179,100.0,12015
12,16,164,164,100.0,12016
12,17,204,204,100.0,12017
12,18,157,157,100.0,12018
12,19,180,180,100.0,12019
12,20,210,210,100.0,12020
12,21,206,206,100.0,12021
12,22,141,141,100.0,12022
12,23,205,205,100.0,12023
13,1,207,207,100.0,13001
13,2,221,221,100.0,13002
13,3,123,123,100.0,13003
13,4,269,269,100.0,13004
13,5,247,247,100.0,13005
13,6,250,250,100.0,13006
13,7,178,178,100.0,13007
13,8,177,177,100.0,13008
13,9,175,175,100.0,13009
13,10,225,225,100.0,13010
13,11,262,262,100.0,13011
13,12,169,169,100.0,13012
13,13,219,219,100.0,13013
13,14,193,193,100.0,13014
13,15,323,323,100.0,13015
13,16,149,149,100.0,13016
13,17,207,207,100.0,13017
13,18,182,182,100.0,13018
13,19,214,214,100.0,13019
13,20,146,146,100.0,13020
13,21,264,264,100.0,13021
13,22,243,243,100.0,13022
13,23,153,153,100.0,13023
13,24,191,191,100.0,13024
13,25,220,220,100.0,13025
13,26,249,249,100.0,13026
13,27,200,200,100.0,13027
13,28,169,169,100.0,13028
13,29,169,169,100.0,13029
13,30,146,146,100.0,13030
13,31,244,244,100.0,13031
13,32,220,220,100.0,13032
13,33,205,205,100.0,13033
13,34,265,265,100.0,13034
13,35,195,195,100.0,13035
13,36,125,125,100.0,13036
13,37,261,261,100.0,13037
13,38,213,213,100.0,13038
13,39,218,218,100.0,13039
13,40,175,175,100.0,13040
13,41,216,216,100.0,13041
13,42,232,232,100.0,13042
13,43,258,258,100.0,13043
13,44,354,354,100.0,13044
13,45,258,258,100.0,13045
13,46,232,232,100.0,13046
13,47,208,208,100.0,13047
13,48,206,206,100.0,13048
14,1,302,302,100.0,14001
14,2,294,294,100.0,14002
14,3,188,188,100.0,14003
14,4,210,210,100.0,14004
14,5,264,264,100.0,14005
14,6,107,107,100.0,14006
14,7,203,203,100.0,14007
14,8,181,181,100.0,14008
14,9,259,259,100.0,14009
14,10,134,134,100.0,14010
14,11,127,127,100.0,14011
14,12,198,198,100.0,14012
14,13,170,170,100.0,14013
14,14,177,177,100.0,14014
14,15,181,181,100.0,14015
14,16,162,162,100.0,14016
14,17,205,205,100.0,14017
14,18,80,80,100.0,14018
14,19,181,181,100.0,14019
14,20,120,120,100.0,14020
14,21,198,198,100.0,14021
14,22,189,189,100.0,14022
14,23,195,195,100.0,14023
14,24,297,297,100.0,14024
14,25,128,128,100.0,14025
14,26,112,112,100.0,14026
14,27,172,172,100.0,14027
14,28,128,128,100.0,14028
14,29,169,169,100.0,14029
14,30,73,73,100.0,14030
14,31,105,105,100.0,14031
15,1,212,212,100.0,15001
15,2,112,112,100.0,15002
15,3,131,131,100.0,15003
15,4,198,198,100.0,15004
15,5,169,169,100.0,15005
15,6,193,193,100.0,15006
15,7,148,148,100.0,15007
15,8,195,195,100.0,15008
15,9,249,249,100.0,15009
15,10,227,227,100.0,15010
15,11,218,218,100.0,15011
15,12,237,237,100.0,15012
15,13,166,166,100.0,15013
15,14,126,126,100.0,15014
15,15,140,140,100.0,15015
15,16,189,189,100.0,15016
15,17,145,145,100.0,15017
15,18,119,119,100.0,15018
15,19,186,186,100.0,15019
15,20,135,135,100.0,15020
15,21,127,127,100.0,15021
15,22,130,130,100.0,15022
15,23,131,131,100.0,15023
15,24,111,111,100.0,15024
16,1,174,174,100.0,16001
16,2,169,169,100.0,16002
16,3,135,135,100.0,16003
16,4,137,137,100.0,16004
16,5,114,114,100.0,16005
16,6,154,154,100.0,16006
16,7,134,134,100.0,16007
16,8,90,90,100.0,16008
16,9,164,164,100.0,16009
16,10,150,150,100.0,16010
16,11,138,138,100.0,16011
16,12,96,96,100.0,16012
16,13,130,130,100.0,16013
16,14,125,125,100.0,16014
16,15,160,160,100.0,16015
16,16,157,157,100.0,16016
16,17,123,123,100.0,16017
16,18,152,152,100.0,16018
16,19,130,130,100.0,16019
16,20,120,120,100.0,16020
16,21,117,117,100.0,16021
16,22,114,114,100.0,16022
16,23,124,124,100.0,16023
16,24,96,96,100.0,16024
16,25,172,172,100.0,16025
16,26,138,138,100.0,16026
16,27,114,114,100.0,16027
16,28,131,131,100.0,16028
16,29,129,129,100.0,16029
16,30,137,137,100.0,16030
16,31,164,164,100.0,16031
16,32,139,139,100.0,16032
16,33,178,178,100.0,16033
16,34,152,152,100.0,16034
16,35,125,125,100.0,16035
16,36,124,124,100.0,16036
17,1,187,187,100.0,17001
17,2,168,168,100.0,17002
17,3,178,178,100.0,17003
17,4,229,229,100.0,17004
17,5,176,176,100.0,17005
17,6,149,149,100.0,17006
17,7,121,121,100.0,17007
17,8,152,152,100.0,17008
17,9,188,188,100.0,17009
17,10,200,200,100.0,17010
17,11,141,141,100.0,17011
17,12,181,181,100.0,17012
17,13,146,146,100.0,17013
17,14,178,178,100.0,17014
17,15,182,182,100.0,17015
17,16,139,139,100.0,17016
17,17,158,158,100.0,17017
17,18,226,226,100.0,17018
17,19,104,104,100.0,17019
17,20,261,261,100.0,17020
17,21,280,280,100.0,17021
17,22,166,166,100.0,17022
17,23,128,128,100.0,17023
17,24,239,239,100.0,17024
17,25,135,135,100.0,17025
17,26,234,234,100.0,17026
17,27,181,181,100.0,17027
17,28,161,161,100.0,17028
17,29,202,202,100.0,17029
17,30,147,147,100.0,17030
17,31,120,120,100.0,17031
17,32,139,139,100.0,17032
17,33,118,118,100.0,17033
17,34,142,142,100.0,17034
17,35,173,173,100.0,17035
17,36,214,214,100.0,17036
17,37,154,154,100.0,17037
17,38,210,210,100.0,17038
17,39,196,196,100.0,17039
17,40,186,186,100.0,17040
17,41,244,244,100.0,17041
18,1,159,159,100.0,18001
18,2,172,172,100.0,18002
18,3,191,191,100.0,18003
18,4,243,243,100.0,18004
18,5,151,151,100.0,18005
18,6,180,180,100.0,18006
18,7,220,220,100.0,18007
18,8,226,226,100.0,18008
18,9,239,239,100.0,18009
18,10,310,310,100.0,18010
18,11,171,171,100.0,18011
18,12,199,199,100.0,18012
18,13,239,239,100.0,18013
18,14,209,209,100.0,18014
18,15,237,237,100.0,18015
18,16,219,219,100.0,18016
18,17,205,205,100.0,18017
18,18,223,223,100.0,18018
18,19,229,229,100.0,18019
18,20,195,195,100.0,18020
18,21,286,286,100.0,18021
18,22,293,293,100.0,18022
18,23,162,162,100.0,18023
18,24,183,183,100.0,18024
18,25,189,189,100.0,18025
18,26,298,298,100.0,18026
18,27,162,162,100.0,18027
18,28,204,204,100.0,18028
18,29,205,205,100.0,18029
18,30,197,197,100.0,18030
18,31,224,224,100.0,18031
18,32,231,231,100.0,18032
18,33,165,165,100.0,18033
18,34,309,309,100.0,18034
18,35,278,278,100.0,18035
18,36,205,205,100.0,18036
18,37,260,260,100.0,18037
18,38,225,225,100.0,18038
18,39,138,138,100.0,18039
18,40,261,261,100.0,18040
18,41,255,255,100.0,18041
18,42,168,168,100.0,18042
18,43,158,158,100.0,18043
18,44,211,211,100.0,18044
18,45,192,192,100.0,18045
18,46,210,210,100.0,18046
18,47,138,138,100.0,18047
18,48,169,169,100.0,18048
18,49,137,137,100.0,18049
18,50,142,142,100.0,18050
19,1,255,255,100.0,19001
19,2,360,360,100.0,19002
19,3,186,186,100.0,19003
19,4,311,311,100.0,19004
19,5,311,311,100.0,19005
19,6,263,263,100.0,19006
19,7,262,262,100.0,19007
19,8,264,264,100.0,19008
19,9,216,216,100.0,19009
19,10,309,309,100.0,19010
19,11,259,259,100.0,19011
19,12,204,204,100.0,19012
19,13,304,304,100.0,19013
19,14,293,293,100.0,19014
19,15,337,337,100.0,19015
19,16,266,266,100.0,19016
19,17,224,224,100.0,19017
19,18,241,241,100.0,19018
19,19,319,319,100.0,19019
19,20,224,224,100.0,19020
19,21,297,297,100.0,19021
19,22,286,286,100.0,19022
19,23,275,275,100.0,19023
19,24,206,206,100.0,19024
19,25,270,270,100.0,19025
19,26,253,253,100.0,19026
19,27,253,253,100.0,19027
19,28,300,300,100.0,19028
19,29,231,231,100.0,19029
19,30,218,218,100.0,19030
19,31,243,243,100.0,19031
19,32,243,243,100.0,19032
19,33,260,260,100.0,19033
19,34,262,262,100.0,19034
19,35,242,242,100.0,19035
19,36,291,291,100.0,19036
19,37,262,262,100.0,19037
19,38,247,247,100.0,19038
19,39,73,73,100.0,19039
19,40,279,279,100.0,19040
19,41,231,231,100.0,19041
19,42,208,208,100.0,19042
19,43,321,321,100.0,19043
19,44,284,284,100.0,19044
19,45,285,285,100.0,19045
19,46,282,282,100.0,19046
19,47,391,391,100.0,19047
19,48,255,255,100.0,19048
19,49,338,338,100.0,19049
19,50,199,199,100.0,19050
19,51,315,315,100.0,19051
19,52,266,266,100.0,19052
19,53,256,256,100.0,19053
19,54,204,204,100.0,19054
19,55,220,220,100.0,19055
19,56,317,317,100.0,19056
19,57,233,233,100.0,19057
20,1,143,143,100.0,20001
20,2,82,82,100.0,20002
20,3,148,148,100.0,20003
20,4,68,68,100.0,20004
20,5,188,188,100.0,20005
20,6,72,72,100.0,20006
20,7,149,149,100.0,20007
20,8,197,197,100.0,20008
20,9,214,214,100.0,20009
20,10,133,133,100.0,20010
20,11,213,213,100.0,20011
20,12,99,99,100.0,20012
20,13,197,197,100.0,20013
20,14,131,131,100.0,20014
20,15,129,129,100.0,20015
20,16,210,210,100.0,20016
20,17,112,112,100.0,20017
20,18,146,146,100.0,20018
20,19,166,166,100.0,20019
20,20,113,113,100.0,20020
20,21,133,133,100.0,20021
20,22,244,244,100.0,20022
20,23,189,189,100.0,20023
20,24,169,169,100.0,20024
20,25,148,148,100.0,20025
20,26,183,183,100.0,20026
20,27,113,113,100.0,20027
20,28,144,144,100.0,20028
20,29,228,228,100.0,20029
20,30,95,95,100.0,20030
20,31,175,175,100.0,20031
20,32,176,176,100.0,20032
20,33,112,112,100.0,20033
20,34,215,215,100.0,20034
20,35,106,106,100.0,20035
20,36,70,70,100.0,20036
20,37,58,58,100.0,20037
20,38,73,73,100.0,20038
20,39,25,25,100.0,20039
21,1,228,228,100.0,21001
21,2,150,150,100.0,21002
21,3,223,223,100.0,21003
21,4,200,200,100.0,21004
21,5,251,251,100.0,21005
21,6,204,204,100.0,21006
21,7,260,260,100.0,21007
21,8,232,232,100.0,21008
21,9,260,260,100.0,21009
21,10,216,216,100.0,21010
21,11,203,203,100.0,21011
21,12,204,204,100.0,21012
21,13,175,175,100.0,21013
21,14,272,272,100.0,21014
21,15,175,175,100.0,21015
21,16,204,204,100.0,21016
21,17,186,186,100.0,21017
21,18,234,234,100.0,21018
21,19,235,235,100.0,21019
21,20,196,196,100.0,21020
21,21,181,181,100.0,21021
21,22,213,213,100.0,21022
21,23,210,210,100.0,21023
21,24,223,223,100.0,21024
21,25,211,211,100.0,21025
21,26,187,187,100.0,21026
21,27,231,231,100.0,21027
21,28,252,252,100.0,21028
21,29,217,217,100.0,21029
21,30,153,153,100.0,21030
21,31,168,168,100.0,21031
21,32,208,208,100.0,21032
21,33,199,199,100.0,21033
21,34,209,209,100.0,21034
21,35,244,244,100.0,21035
21,36,225,225,100.0,21036
21,37,186,186,100.0,21037
21,38,178,178,100.0,21038
21,39,163,163,100.0,21039
21,40,183,183,100.0,21040
21,41,225,225,100.0,21041
21,42,245,245,100.0,21042
21,43,214,214,100.0,21043
21,44,211,211,100.0,21044
21,45,204,204,100.0,21045
21,46,222,222,100.0,21046
21,47,193,193,100.0,21047
21,48,207,207,100.0,21048
21,49,238,238,100.0,21049
21,50,188,188,100.0,21050
21,51,240,240,100.0,21051
21,52,225,225,100.0,21052
21,53,159,159,100.0,21053
21,54,169,169,100.0,21054
22,1,134,134,100.0,22001
22,2,230,230,100.0,22002
22,3,247,247,100.0,22003
22,4,161,161,100.0,22004
22,5,177,177,100.0,22005
22,6,215,215,100.0,22006
22,7,136,136,100.0,22007
22,8,242,242,100.0,22008
22,9,164,164,100.0,22009
22,10,260,260,100.0,22010
22,11,169,169,100.0,22011
22,12,192,192,100.0,22012
22,13,194,194,100.0,22013
22,14,156,156,100.0,22014
22,15,145,145,100.0,22015
22,16,159,159,100.0,22016
22,17,183,183,100.0,22017
22,18,151,151,100.0,22018
22,19,77,77,100.0,22019
22,20,164,164,100.0,22020
22,21,218,218,100.0,22021
22,22,160,160,100.0,22022
22,23,256,256,100.0,22023
22,24,227,227,100.0,22024
22,25,194,194,100.0,22025
23,1,287,287,100.0,23001
23,2,217,217,100.0,23002
23,3,259,259,100.0,23003
23,4,306,306,100.0,23004
23,5,178,178,100.0,23005
23,6,242,242,100.0,23006
23,7,153,153,100.0,23007
23,8,275,275,100.0,23008
23,9,166,166,100.0,23009
23,10,226,226,100.0,23010
23,11,205,205,100.0,23011
