ward,precinct,total,"Larry Rogers, Jr.","Larry Rogers, Jr. Percent",precinct_id
2,10,53,53,100.0,02010
3,1,291,291,100.0,03001
3,2,334,334,100.0,03002
3,3,186,186,100.0,03003
3,4,235,235,100.0,03004
3,5,122,122,100.0,03005
3,6,210,210,100.0,03006
3,7,179,179,100.0,03007
3,8,161,161,100.0,03008
3,9,217,217,100.0,03009
3,10,104,104,100.0,03010
3,11,212,212,100.0,03011
3,12,273,273,100.0,03012
3,13,248,248,100.0,03013
3,14,179,179,100.0,03014
3,15,198,198,100.0,03015
3,16,185,185,100.0,03016
3,17,214,214,100.0,03017
3,18,266,266,100.0,03018
3,19,196,196,100.0,03019
3,20,218,218,100.0,03020
3,21,248,248,100.0,03021
3,22,194,194,100.0,03022
3,23,171,171,100.0,03023
3,24,190,190,100.0,03024
3,25,281,281,100.0,03025
3,26,275,275,100.0,03026
3,27,198,198,100.0,03027
3,28,160,160,100.0,03028
3,29,210,210,100.0,03029
3,30,213,213,100.0,03030
3,31,242,242,100.0,03031
3,32,199,199,100.0,03032
3,33,190,190,100.0,03033
3,34,239,239,100.0,03034
3,35,84,84,100.0,03035
3,36,115,115,100.0,03036
3,37,176,176,100.0,03037
3,38,238,238,100.0,03038
3,39,252,252,100.0,03039
3,40,231,231,100.0,03040
3,41,189,189,100.0,03041
4,1,284,284,100.0,04001
4,2,241,241,100.0,04002
4,3,184,184,100.0,04003
4,4,296,296,100.0,04004
4,5,238,238,100.0,04005
4,6,304,304,100.0,04006
4,7,336,336,100.0,04007
4,8,288,288,100.0,04008
4,9,334,334,100.0,04009
4,10,315,315,100.0,04010
4,11,212,212,100.0,04011
4,12,242,242,100.0,04012
4,13,135,135,100.0,04013
4,14,260,260,100.0,04014
4,15,294,294,100.0,04015
4,16,240,240,100.0,04016
4,17,235,235,100.0,04017
4,18,244,244,100.0,04018
4,19,150,150,100.0,04019
4,20,202,202,100.0,04020
4,21,198,198,100.0,04021
4,22,224,224,100.0,04022
4,23,309,309,100.0,04023
4,24,215,215,100.0,04024
4,25,207,207,100.0,04025
4,26,216,216,100.0,04026
4,27,273,273,100.0,04027
4,28,197,197,100.0,04028
4,29,201,201,100.0,04029
4,30,243,243,100.0,04030
4,31,326,326,100.0,04031
4,32,256,256,100.0,04032
4,33,232,232,100.0,04033
4,34,212,212,100.0,04034
4,35,308,308,100.0,04035
4,36,272,272,100.0,04036
4,37,269,269,100.0,04037
4,38,283,283,100.0,04038
5,1,167,167,100.0,05001
5,2,145,145,100.0,05002
5,3,179,179,100.0,05003
5,4,247,247,100.0,05004
5,5,181,181,100.0,05005
5,6,171,171,100.0,05006
5,7,236,236,100.0,05007
5,8,212,212,100.0,05008
5,9,267,267,100.0,05009
5,10,153,153,100.0,05010
5,11,261,261,100.0,05011
5,12,135,135,100.0,05012
5,13,156,156,100.0,05013
5,14,223,223,100.0,05014
5,15,184,184,100.0,05015
5,16,165,165,100.0,05016
5,17,155,155,100.0,05017
5,18,204,204,100.0,05018
5,19,214,214,100.0,05019
5,20,265,265,100.0,05020
5,21,195,195,100.0,05021
5,22,271,271,100.0,05022
5,23,351,351,100.0,05023
5,24,222,222,100.0,05024
5,25,237,237,100.0,05025
5,26,216,216,100.0,05026
5,27,167,167,100.0,05027
5,28,251,251,100.0,05028
5,29,237,237,100.0,05029
5,30,151,151,100.0,05030
5,31,163,163,100.0,05031
5,32,292,292,100.0,05032
5,33,240,240,100.0,05033
5,34,191,191,100.0,05034
5,35,233,233,100.0,05035
5,36,115,115,100.0,05036
5,37,235,235,100.0,05037
5,38,190,190,100.0,05038
5,39,177,177,100.0,05039
5,40,165,165,100.0,05040
5,41,157,157,100.0,05041
6,1,230,230,100.0,06001
6,2,204,204,100.0,06002
6,3,223,223,100.0,06003
6,4,112,112,100.0,06004
6,5,92,92,100.0,06005
6,6,210,210,100.0,06006
6,7,183,183,100.0,06007
6,8,190,190,100.0,06008
6,9,138,138,100.0,06009
6,10,95,95,100.0,06010
6,11,139,139,100.0,06011
6,12,98,98,100.0,06012
6,13,136,136,100.0,06013
6,14,176,176,100.0,06014
