ward,precinct,total,Iris Y. Martinez,Iris Y. Martinez Percent,precinct_id
1,1,196,196,100.0,01001
1,2,145,145,100.0,01002
1,7,129,129,100.0,01007
1,9,190,190,100.0,01009
1,13,96,96,100.0,01013
1,15,144,144,100.0,01015
1,16,219,219,100.0,01016
1,17,179,179,100.0,01017
1,18,224,224,100.0,01018
1,19,221,221,100.0,01019
1,20,154,154,100.0,01020
1,22,133,133,100.0,01022
1,23,296,296,100.0,01023
1,24,168,168,100.0,01024
1,25,176,176,100.0,01025
1,26,124,124,100.0,01026
1,27,196,196,100.0,01027
1,29,224,224,100.0,01029
1,30,227,227,100.0,01030
1,31,202,202,100.0,01031
1,34,176,176,100.0,01034
1,38,148,148,100.0,01038
1,41,139,139,100.0,01041
1,42,61,61,100.0,01042
1,43,118,118,100.0,01043
1,44,189,189,100.0,01044
11,3,151,151,100.0,11003
11,37,1,1,100.0,11037
11,38,86,86,100.0,11038
12,2,117,117,100.0,12002
12,3,47,47,100.0,12003
12,5,105,105,100.0,12005
12,6,142,142,100.0,12006
12,7,124,124,100.0,12007
12,8,174,174,100.0,12008
12,10,136,136,100.0,12010
12,11,148,148,100.0,12011
12,12,145,145,100.0,12012
12,13,166,166,100.0,12013
12,14,134,134,100.0,12014
12,15,50,50,100.0,12015
12,16,113,113,100.0,12016
12,17,144,144,100.0,12017
12,18,92,92,100.0,12018
12,19,0,0,0.0,12019
12,20,173,173,100.0,12020
12,21,156,156,100.0,12021
12,22,116,116,100.0,12022
14,2,215,215,100.0,14002
14,3,130,130,100.0,14003
14,5,195,195,100.0,14005
14,6,80,80,100.0,14006
14,10,104,104,100.0,14010
14,11,82,82,100.0,14011
14,13,153,153,100.0,14013
14,14,183,183,100.0,14014
14,15,167,167,100.0,14015
14,16,121,121,100.0,14016
14,17,134,134,100.0,14017
14,19,163,163,100.0,14019
14,20,87,87,100.0,14020
14,25,111,111,100.0,14025
14,27,153,153,100.0,14027
14,28,114,114,100.0,14028
14,30,99,99,100.0,14030
14,31,86,86,100.0,14031
15,1,4,4,100.0,15001
15,4,135,135,100.0,15004
15,5,87,87,100.0,15005
15,6,124,124,100.0,15006
