ward,precinct,registered,ballots,turnout,precinct_id
1,1,808,248,30.69,01001
1,2,809,187,23.11,01002
1,3,831,270,32.49,01003
1,4,904,261,28.87,01004
1,5,809,248,30.66,01005
1,6,846,225,26.6,01006
1,7,536,168,31.34,01007
1,8,771,245,31.78,01008
1,9,619,244,39.42,01009
1,10,937,242,25.83,01010
1,11,837,248,29.63,01011
1,12,958,291,30.38,01012
1,13,393,124,31.55,01013
1,14,734,253,34.47,01014
1,15,749,248,33.11,01015
1,16,799,257,32.17,01016
1,17,714,231,32.35,01017
1,18,888,277,31.19,01018
1,19,859,295,34.34,01019
1,20,634,207,32.65,01020
1,21,935,263,28.13,01021
1,22,569,175,30.76,01022
1,23,966,362,37.47,01023
1,24,883,227,25.71,01024
1,25,824,210,25.49,01025
1,26,697,157,22.53,01026
1,27,827,249,30.11,01027
1,28,297,111,37.37,01028
1,29,806,264,32.75,01029
1,30,939,299,31.84,01030
1,31,840,271,32.26,01031
1,32,779,232,29.78,01032
1,33,934,282,30.19,01033
1,34,656,220,33.54,01034
1,35,975,289,29.64,01035
1,36,804,229,28.48,01036
1,37,818,238,29.1,01037
1,38,755,256,33.91,01038
1,39,743,227,30.55,01039
1,40,818,278,33.99,01040
1,41,444,176,39.64,01041
1,42,238,69,28.99,01042
1,43,545,156,28.62,01043
1,44,632,228,36.08,01044
2,1,922,237,25.7,02001
2,2,601,221,36.77,02002
2,3,894,284,31.77,02003
2,4,745,196,26.31,02004
2,5,889,271,30.48,02005
2,6,817,196,23.99,02006
2,7,1400,223,15.93,02007
2,8,985,251,25.48,02008
2,9,693,159,22.94,02009
2,10,671,224,33.38,02010
2,11,787,275,34.94,02011
2,12,764,263,34.42,02012
2,13,695,227,32.66,02013
2,14,814,293,36.0,02014
2,15,832,238,28.61,02015
2,16,794,222,27.96,02016
2,17,885,315,35.59,02017
2,18,726,218,30.03,02018
2,19,560,188,33.57,02019
2,20,980,189,19.29,02020
2,21,841,265,31.51,02021
2,22,824,232,28.16,02022
2,23,517,189,36.56,02023
2,24,694,243,35.01,02024
2,25,828,237,28.62,02025
2,26,792,182,22.98,02026
2,27,690,212,30.72,02027
2,28,846,232,27.42,02028
2,29,871,232,26.64,02029
2,30,677,192,28.36,02030
2,31,941,308,32.73,02031
2,32,659,173,26.25,02032
2,33,1053,391,37.13,02033
2,34,604,264,43.71,02034
2,35,1004,214,21.31,02035
2,36,641,210,32.76,02036
2,37,647,234,36.17,02037
2,38,695,212,30.5,02038
2,39,616,154,25.0,02039
2,40,952,244,25.63,02040
2,41,900,147,16.33,02041
2,42,765,200,26.14,02042
2,43,956,237,24.79,02043
2,44,432,147,34.03,02044
2,45,786,248,31.55,02045
2,46,494,127,25.71,02046
3,1,1137,385,33.86,03001
3,2,747,441,59.04,03002
3,3,814,290,35.63,03003
3,4,830,314,37.83,03004
3,5,657,151,22.98,03005
3,6,909,289,31.79,03006
3,7,520,271,52.12,03007
3,8,767,219,28.55,03008
3,9,780,283,36.28,03009
3,10,563,139,24.69,03010
3,11,782,271,34.65,03011
3,12,678,352,51.92,03012
3,13,825,332,40.24,03013
3,14,841,249,29.61,03014
3,15,811,259,31.94,03015
3,16,807,241,29.86,03016
3,17,947,281,29.67,03017
3,18,1274,362,28.41,03018
3,19,857,278,32.44,03019
3,20,830,299,36.02,03020
3,21,832,360,43.27,03021
3,22,981,290,29.56,03022
3,23,847,239,28.22,03023
3,24,783,269,34.36,03024
3,25,1239,407,32.85,03025
3,26,839,383,45.65,03026
3,27,974,294,30.18,03027
3,28,558,214,38.35,03028
3,29,1055,280,26.54,03029
3,30,734,271,36.92,03030
3,31,880,323,36.7,03031
3,32,863,301,34.88,03032
3,33,905,250,27.62,03033
3,34,967,339,35.06,03034
3,35,759,106,13.97,03035
3,36,623,149,23.92,03036
3,37,726,224,30.85,03037
3,38,625,318,50.88,03038
3,39,1117,344,30.8,03039
3,40,871,307,35.25,03040
3,41,792,289,36.49,03041
4,1,915,409,44.7,04001
4,2,915,320,34.97,04002
4,3,758,270,35.62,04003
4,4,1014,404,39.84,04004
4,5,701,327,46.65,04005
4,6,845,412,48.76,04006
4,7,918,449,48.91,04007
4,8,804,375,46.64,04008
4,9,780,447,57.31,04009
4,10,891,380,42.65,04010
4,11,856,280,32.71,04011
4,12,884,322,36.43,04012
4,13,768,203,26.43,04013
4,14,804,338,42.04,04014
4,15,876,386,44.06,04015
4,16,1091,350,32.08,04016
4,17,832,340,40.87,04017
4,18,782,339,43.35,04018
4,19,856,213,24.88,04019
4,20,722,299,41.41,04020
4,21,801,286,35.71,04021
4,22,757,332,43.86,04022
4,23,860,446,51.86,04023
4,24,758,297,39.18,04024
4,25,789,291,36.88,04025
4,26,739,304,41.14,04026
4,27,884,387,43.78,04027
4,28,602,260,43.19,04028
4,29,796,265,33.29,04029
4,30,1159,369,31.84,04030
4,31,658,413,62.77,04031
4,32,863,324,37.54,04032
4,33,809,326,40.3,04033
4,34,730,304,41.64,04034
4,35,950,372,39.16,04035
4,36,833,358,42.98,04036
4,37,1285,391,30.43,04037
4,38,745,365,48.99,04038
5,1,762,228,29.92,05001
5,2,713,176,24.68,05002
5,3,716,311,43.44,05003
5,4,785,355,45.22,05004
5,5,723,281,38.87,05005
5,6,696,245,35.2,05006
5,7,591,299,50.59,05007
5,8,675,343,50.81,05008
5,9,736,365,49.59,05009
5,10,756,215,28.44,05010
5,11,681,358,52.57,05011
5,12,693,194,27.99,05012
5,13,749,222,29.64,05013
5,14,578,287,49.65,05014
5,15,655,262,40.0,05015
5,16,801,244,30.46,05016
5,17,777,248,31.92,05017
5,18,597,289,48.41,05018
5,19,650,342,52.62,05019
5,20,691,366,52.97,05020
5,21,644,303,47.05,05021
5,22,684,395,57.75,05022
5,23,1137,517,45.47,05023
5,24,729,334,45.82,05024
5,25,722,305,42.24,05025
5,26,793,302,38.08,05026
5,27,955,275,28.8,05027
5,28,790,343,43.42,05028
5,29,803,306,38.11,05029
5,30,707,195,27.58,05030
5,31,678,224,33.04,05031
5,32,727,370,50.89,05032
5,33,765,329,43.01,05033
5,34,734,342,46.59,05034
5,35,697,344,49.35,05035
5,36,621,164,26.41,05036
