ward,precinct,total,Cynthia Soto,Cynthia Soto Percent,precinct_id
1,1,89,89,100.0,01001
1,2,47,47,100.0,01002
1,3,38,38,100.0,01003
1,4,53,53,100.0,01004
1,5,44,44,100.0,01005
1,10,14,14,100.0,01010
1,11,46,46,100.0,01011
1,12,14,14,100.0,01012
1,14,72,72,100.0,01014
1,15,64,64,100.0,01015
1,17,24,24,100.0,01017
1,18,62,62,100.0,01018
1,22,52,52,100.0,01022
1,23,63,63,100.0,01023
1,27,32,32,100.0,01027
1,29,59,59,100.0,01029
1,32,75,75,100.0,01032
1,33,67,67,100.0,01033
1,34,28,28,100.0,01034
1,36,44,44,100.0,01036
1,38,37,37,100.0,01038
1,40,35,35,100.0,01040
1,43,68,68,100.0,01043
1,44,26,26,100.0,01044
1,45,65,65,100.0,01045
1,46,70,70,100.0,01046
1,47,54,54,100.0,01047
1,48,57,57,100.0,01048
26,1,48,48,100.0,26001
26,2,58,58,100.0,26002
26,3,13,13,100.0,26003
26,5,55,55,100.0,26005
26,6,29,29,100.0,26006
26,7,44,44,100.0,26007
26,8,41,41,100.0,26008
26,9,44,44,100.0,26009
26,10,62,62,100.0,26010
26,11,31,31,100.0,26011
26,12,56,56,100.0,26012
26,14,36,36,100.0,26014
26,15,28,28,100.0,26015
26,16,32,32,100.0,26016
26,18,29,29,100.0,26018
26,20,46,46,100.0,26020
26,21,25,25,100.0,26021
26,22,35,35,100.0,26022
26,24,3,3,100.0,26024
26,25,31,31,100.0,26025
26,27,59,59,100.0,26027
26,28,19,19,100.0,26028
26,29,38,38,100.0,26029
26,31,48,48,100.0,26031
26,32,43,43,100.0,26032
26,33,31,31,100.0,26033
26,35,47,47,100.0,26035
26,36,34,34,100.0,26036
26,37,21,21,100.0,26037
26,38,21,21,100.0,26038
26,39,13,13,100.0,26039
26,40,4,4,100.0,26040
26,41,44,44,100.0,26041
26,43,29,29,100.0,26043
26,44,39,39,100.0,26044
26,45,53,53,100.0,26045
26,47,22,22,100.0,26047
26,48,46,46,100.0,26048
26,49,49,49,100.0,26049
26,50,33,33,100.0,26050
26,52,49,49,100.0,26052
26,53,37,37,100.0,26053
27,4,32,32,100.0,27004
27,13,104,104,100.0,27013
27,30,0,0,0.0,27030
27,32,91,91,100.0,27032
27,38,53,53,100.0,27038
27,39,84,84,100.0,27039
27,41,50,50,100.0,27041
30,5,44,44,100.0,30005
30,11,51,51,100.0,30011
30,16,16,16,100.0,30016
30,20,23,23,100.0,30020
30,21,38,38,100.0,30021
30,22,50,50,100.0,30022
30,23,36,36,100.0,30023
30,24,3,3,100.0,30024
30,26,37,37,100.0,30026
30,27,59,59,100.0,30027
30,29,16,16,100.0,30029
30,31,19,19,100.0,30031
31,27,7,7,100.0,31027
31,39,17,17,100.0,31039
32,1,70,70,100.0,32001
32,2,11,11,100.0,32002
32,3,46,46,100.0,32003
32,11,51,51,100.0,32011
32,12,43,43,100.0,32012
32,17,74,74,100.0,32017
35,3,52,52,100.0,35003
35,20,50,50,100.0,35020
35,23,36,36,100.0,35023
35,32,50,50,100.0,35032
35,35,66,66,100.0,35035
37,2,0,0,0.0,37002
37,42,33,33,100.0,37042
