ward,precinct,total,"Alfred M. Swanson, Jr.","Alfred M. Swanson, Jr. Percent",Denise Marie Nalley,Denise Marie Nalley Percent,Elizabeth Mary Hayes,Elizabeth Mary Hayes Percent,Joan Marie Kubalanza,Joan Marie Kubalanza Percent,Peter J. Vilkelis,Peter J. Vilkelis Percent,Brian J. Stephenson,Brian J. Stephenson Percent,precinct_id
6,39,78,17,21.79,14,17.95,27,34.62,3,3.85,13,16.67,4,5.13,06039
6,40,185,53,28.65,25,13.51,59,31.89,7,3.78,29,15.68,12,6.49,06040
6,41,153,45,29.41,15,9.8,43,28.1,6,3.92,33,21.57,11,7.19,06041
6,42,42,11,26.19,7,16.67,9,21.43,2,4.76,12,28.57,1,2.38,06042
6,43,138,29,21.01,14,10.14,48,34.78,8,5.8,28,20.29,11,7.97,06043
6,44,153,42,27.45,20,13.07,39,25.49,2,1.31,35,22.88,15,9.8,06044
6,45,195,47,24.1,24,12.31,63,32.31,6,3.08,43,22.05,12,6.15,06045
6,46,132,40,30.3,13,9.85,36,27.27,2,1.52,28,21.21,13,9.85,06046
6,47,142,35,24.65,22,15.49,46,32.39,1,0.7,23,16.2,15,10.56,06047
6,48,100,23,23.0,12,12.0,30,30.0,6,6.0,20,20.0,9,9.0,06048
6,49,141,34,24.11,20,14.18,61,43.26,0,0.0,19,13.48,7,4.96,06049
6,50,172,41,23.84,18,10.47,59,34.3,0,0.0,41,23.84,13,7.56,06050
6,51,133,26,19.55,19,14.29,52,39.1,3,2.26,21,15.79,12,9.02,06051
6,52,88,27,30.68,17,19.32,29,32.95,1,1.14,10,11.36,4,4.55,06052
6,53,123,23,18.7,16,13.01,47,38.21,2,1.63,27,21.95,8,6.5,06053
6,54,114,26,22.81,21,18.42,40,35.09,3,2.63,16,14.04,8,7.02,06054
6,55,94,17,18.09,13,13.83,28,29.79,2,2.13,22,23.4,12,12.77,06055
6,56,89,23,25.84,9,10.11,27,30.34,1,1.12,16,17.98,13,14.61,06056
6,57,131,25,19.08,25,19.08,41,31.3,2,1.53,30,22.9,8,6.11,06057
6,58,176,36,20.45,24,13.64,48,27.27,3,1.7,47,26.7,18,10.23,06058
6,59,125,38,30.4,15,12.0,40,32.0,4,3.2,21,16.8,7,5.6,06059
7,1,243,100,41.15,35,14.4,68,27.98,8,3.29,3,1.23,29,11.93,07001
7,2,131,47,35.88,18,13.74,47,35.88,3,2.29,5,3.82,11,8.4,07002
7,3,127,50,39.37,18,14.17,41,32.28,5,3.94,2,1.57,11,8.66,07003
7,4,73,15,20.55,15,20.55,28,38.36,4,5.48,1,1.37,10,13.7,07004
7,5,63,15,23.81,6,9.52,23,36.51,7,11.11,3,4.76,9,14.29,07005
7,6,81,26,32.1,11,13.58,31,38.27,0,0.0,3,3.7,10,12.35,07006
7,7,66,14,21.21,11,16.67,32,48.48,1,1.52,0,0.0,8,12.12,07007
7,8,26,5,19.23,2,7.69,11,42.31,3,11.54,0,0.0,5,19.23,07008
7,9,214,73,34.11,34,15.89,76,35.51,4,1.87,12,5.61,15,7.01,07009
7,10,127,50,39.37,18,14.17,40,31.5,4,3.15,5,3.94,10,7.87,07010
7,11,127,57,44.88,17,13.39,37,29.13,4,3.15,3,2.36,9,7.09,07011
7,12,131,51,38.93,18,13.74,44,33.59,2,1.53,6,4.58,10,7.63,07012
7,13,190,77,40.53,30,15.79,65,34.21,6,3.16,2,1.05,10,5.26,07013
7,14,129,49,37.98,13,10.08,47,36.43,6,4.65,4,3.1,10,7.75,07014
7,15,104,38,36.54,19,18.27,33,31.73,2,1.92,2,1.92,10,9.62,07015
7,16,119,45,37.82,20,16.81,42,35.29,4,3.36,5,4.2,3,2.52,07016
7,17,48,14,29.17,7,14.58,16,33.33,0,0.0,0,0.0,11,22.92,07017
7,18,146,35,23.97,23,15.75,53,36.3,10,6.85,10,6.85,15,10.27,07018
7,19,147,25,17.01,26,17.69,65,44.22,5,3.4,4,2.72,22,14.97,07019
7,20,30,10,33.33,4,13.33,14,46.67,0,0.0,2,6.67,0,0.0,07020
7,21,80,23,28.75,15,18.75,28,35.0,5,6.25,3,3.75,6,7.5,07021
7,22,60,18,30.0,9,15.0,27,45.0,1,1.67,1,1.67,4,6.67,07022
7,23,81,28,34.57,10,12.35,34,41.98,4,4.94,1,1.23,4,4.94,07023
7,24,200,82,41.0,33,16.5,56,28.0,8,4.0,2,1.0,19,9.5,07024
7,25,203,83,40.89,26,12.81,66,32.51,2,0.99,7,3.45,19,9.36,07025
7,26,125,51,40.8,11,8.8,46,36.8,8,6.4,2,1.6,7,5.6,07026
7,27,194,48,24.74,31,15.98,81,41.75,4,2.06,5,2.58,25,12.89,07027
7,28,94,29,30.85,13,13.83,33,35.11,1,1.06,4,4.26,14,14.89,07028
7,29,84,30,35.71,10,11.9,35,41.67,1,1.19,2,2.38,6,7.14,07029
7,30,134,50,37.31,25,18.66,40,29.85,4,2.99,3,2.24,12,8.96,07030
7,31,129,46,35.66,22,17.05,40,31.01,0,0.0,4,3.1,17,13.18,07031
7,32,62,16,25.81,12,19.35,18,29.03,4,6.45,6,9.68,6,9.68,07032
7,33,96,30,31.25,17,17.71,31,32.29,4,4.17,1,1.04,13,13.54,07033
7,34,37,10,27.03,5,13.51,13,35.14,4,10.81,1,2.7,4,10.81,07034
7,35,153,60,39.22,22,14.38,47,30.72,7,4.58,3,1.96,14,9.15,07035
7,36,109,34,31.19,22,20.18,38,34.86,5,4.59,0,0.0,10,9.17,07036
7,37,153,59,38.56,21,13.73,50,32.68,2,1.31,4,2.61,17,11.11,07037
7,38,166,39,23.49,30,18.07,67,40.36,4,2.41,9,5.42,17,10.24,07038
7,39,270,129,47.78,32,11.85,68,25.19,9,3.33,10,3.7,22,8.15,07039
7,40,135,43,31.85,25,18.52,45,33.33,4,2.96,4,2.96,14,10.37,07040
7,41,81,22,27.16,7,8.64,41,50.62,1,1.23,2,2.47,8,9.88,07041
7,42,137,34,24.82,28,20.44,49,35.77,7,5.11,6,4.38,13,9.49,07042
7,43,108,31,28.7,19,17.59,43,39.81,3,2.78,2,1.85,10,9.26,07043
7,44,167,55,32.93,22,13.17,60,35.93,5,2.99,7,4.19,18,10.78,07044
7,45,171,62,36.26,22,12.87,55,32.16,7,4.09,5,2.92,20,11.7,07045
7,46,76,21,27.63,6,7.89,32,42.11,4,5.26,5,6.58,8,10.53,07046
7,47,76,31,40.79,8,10.53,30,39.47,2,2.63,0,0.0,5,6.58,07047
7,48,93,24,25.81,18,19.35,38,40.86,3,3.23,3,3.23,7,7.53,07048
7,49,200,71,35.5,33,16.5,64,32.0,2,1.0,7,3.5,23,11.5,07049
8,1,141,61,43.26,17,12.06,39,27.66,5,3.55,10,7.09,9,6.38,08001
8,2,62,23,37.1,8,12.9,24,38.71,4,6.45,1,1.61,2,3.23,08002
8,3,195,75,38.46,24,12.31,65,33.33,3,1.54,7,3.59,21,10.77,08003
8,4,286,125,43.71,24,8.39,100,34.97,9,3.15,3,1.05,25,8.74,08004
8,5,289,105,36.33,40,13.84,88,30.45,5,1.73,12,4.15,39,13.49,08005
8,6,140,47,33.57,20,14.29,45,32.14,4,2.86,7,5.0,17,12.14,08006
8,7,105,40,38.1,18,17.14,35,33.33,4,3.81,2,1.9,6,5.71,08007
8,8,151,65,43.05,14,9.27,51,33.77,2,1.32,7,4.64,12,7.95,08008
8,9,171,56,32.75,22,12.87,70,40.94,4,2.34,3,1.75,16,9.36,08009
8,10,176,78,44.32,25,14.2,49,27.84,4,2.27,8,4.55,12,6.82,08010
8,11,118,55,46.61,26,22.03,25,21.19,1,0.85,5,4.24,6,5.08,08011
8,12,101,53,52.48,14,13.86,24,23.76,2,1.98,1,0.99,7,6.93,08012
8,13,75,25,33.33,9,12.0,28,37.33,2,2.67,1,1.33,10,13.33,08013
8,14,80,33,41.25,10,12.5,26,32.5,4,5.0,3,3.75,4,5.0,08014
8,15,103,43,41.75,12,11.65,37,35.92,2,1.94,2,1.94,7,6.8,08015
8,16,153,67,43.79,24,15.69,39,25.49,4,2.61,7,4.58,12,7.84,08016
8,17,147,52,35.37,28,19.05,57,38.78,1,0.68,1,0.68,8,5.44,08017
8,18,57,28,49.12,9,15.79,12,21.05,1,1.75,1,1.75,6,10.53,08018
8,19,171,60,35.09,20,11.7,71,41.52,2,1.17,2,1.17,16,9.36,08019
8,20,203,72,35.47,31,15.27,73,35.96,9,4.43,5,2.46,13,6.4,08020
8,21,109,53,48.62,16,14.68,27,24.77,5,4.59,2,1.83,6,5.5,08021
8,22,102,36,35.29,11,10.78,33,32.35,7,6.86,6,5.88,9,8.82,08022
8,23,104,56,53.85,14,13.46,27,25.96,1,0.96,1,0.96,5,4.81,08023
8,24,132,45,34.09,25,18.94,40,30.3,0,0.0,11,8.33,11,8.33,08024
8,25,117,63,53.85,15,12.82,31,26.5,3,2.56,1,0.85,4,3.42,08025
8,26,69,32,46.38,9,13.04,21,30.43,1,1.45,4,5.8,2,2.9,08026
8,27,153,43,28.1,25,16.34,64,41.83,3,1.96,4,2.61,14,9.15,08027
8,28,238,94,39.5,39,16.39,72,30.25,6,2.52,10,4.2,17,7.14,08028
8,29,114,68,59.65,12,10.53,24,21.05,1,0.88,3,2.63,6,5.26,08029
8,30,91,20,21.98,13,14.29,42,46.15,3,3.3,6,6.59,7,7.69,08030
8,31,83,36,43.37,10,12.05,26,31.33,3,3.61,0,0.0,8,9.64,08031
8,32,188,45,23.94,33,17.55,64,34.04,6,3.19,28,14.89,12,6.38,08032
8,33,156,55,35.26,18,11.54,53,33.97,12,7.69,4,2.56,14,8.97,08033
8,34,149,64,42.95,18,12.08,52,34.9,2,1.34,3,2.01,10,6.71,08034
8,35,158,64,40.51,22,13.92,55,34.81,2,1.27,3,1.9,12,7.59,08035
8,36,133,46,34.59,26,19.55,42,31.58,5,3.76,1,0.75,13,9.77,08036
8,37,133,53,39.85,23,17.29,36,27.07,3,2.26,3,2.26,15,11.28,08037
8,38,99,32,32.32,15,15.15,41,41.41,0,0.0,2,2.02,9,9.09,08038
8,39,138,36,26.09,24,17.39,51,36.96,1,0.72,16,11.59,10,7.25,08039
8,40,95,44,46.32,10,10.53,31,32.63,0,0.0,3,3.16,7,7.37,08040
8,41,93,34,36.56,8,8.6,35,37.63,3,3.23,5,5.38,8,8.6,08041
8,42,132,56,42.42,17,12.88,43,32.58,2,1.52,3,2.27,11,8.33,08042
8,43,61,27,44.26,11,18.03,19,31.15,0,0.0,1,1.64,3,4.92,08043
8,44,100,27,27.0,19,19.0,35,35.0,2,2.0,3,3.0,14,14.0,08044
8,45,83,31,37.35,9,10.84,33,39.76,0,0.0,2,2.41,8,9.64,08045
8,46,135,52,38.52,20,14.81,42,31.11,4,2.96,5,3.7,12,8.89,08046
8,47,143,52,36.36,20,13.99,44,30.77,8,5.59,4,2.8,15,10.49,08047
8,48,109,48,44.04,20,18.35,28,25.69,4,3.67,1,0.92,8,7.34,08048
8,49,162,83,51.23,19,11.73,42,25.93,2,1.23,1,0.62,15,9.26,08049
8,50,130,67,51.54,15,11.54,30,23.08,3,2.31,5,3.85,10,7.69,08050
8,51,163,64,39.26,22,13.5,48,29.45,6,3.68,8,4.91,15,9.2,08051
8,52,134,59,44.03,14,10.45,46,34.33,2,1.49,5,3.73,8,5.97,08052
8,53,127,43,33.86,23,18.11,44,34.65,3,2.36,4,3.15,10,7.87,08053
8,54,120,42,35.0,16,13.33,44,36.67,5,4.17,7,5.83,6,5.0,08054
8,55,75,36,48.0,5,6.67,25,33.33,0,0.0,2,2.67,7,9.33,08055
8,56,123,68,55.28,13,10.57,31,25.2,2,1.63,2,1.63,7,5.69,08056
8,57,121,48,39.67,25,20.66,35,28.93,4,3.31,0,0.0,9,7.44,08057
8,58,146,65,44.52,18,12.33,48,32.88,4,2.74,3,2.05,8,5.48,08058
8,59,67,40,59.7,3,4.48,17,25.37,1,1.49,1,1.49,5,7.46,08059
8,60,140,58,41.43,25,17.86,39,27.86,3,2.14,4,2.86,11,7.86,08060
8,61,102,28,27.45,19,18.63,38,37.25,1,0.98,4,3.92,12,11.76,08061
8,62,194,58,29.9,26,13.4,81,41.75,8,4.12,6,3.09,15,7.73,08062
8,63,154,57,37.01,22,14.29,49,31.82,4,2.6,8,5.19,14,9.09,08063
8,64,105,37,35.24,16,15.24,34,32.38,3,2.86,5,4.76,10,9.52,08064
9,1,142,42,29.58,17,11.97,54,38.03,8,5.63,3,2.11,18,12.68,09001
9,2,118,34,28.81,26,22.03,50,42.37,3,2.54,1,0.85,4,3.39,09002
9,3,37,7,18.92,12,32.43,14,37.84,1,2.7,1,2.7,2,5.41,09003
9,4,138,38,27.54,25,18.12,48,34.78,2,1.45,2,1.45,23,16.67,09004
9,5,128,40,31.25,11,8.59,56,43.75,4,3.13,4,3.13,13,10.16,09005
9,6,185,65,35.14,27,14.59,68,36.76,5,2.7,5,2.7,15,8.11,09006
9,7,126,34,26.98,21,16.67,51,40.48,4,3.17,5,3.97,11,8.73,09007
9,8,110,34,30.91,15,13.64,40,36.36,3,2.73,5,4.55,13,11.82,09008
9,9,170,64,37.65,29,17.06,49,28.82,4,2.35,3,1.76,21,12.35,09009
9,10,109,40,36.7,13,11.93,39,35.78,2,1.83,4,3.67,11,10.09,09010
9,11,78,21,26.92,15,19.23,28,35.9,3,3.85,7,8.97,4,5.13,09011
9,12,94,27,28.72,11,11.7,40,42.55,4,4.26,3,3.19,9,9.57,09012
9,13,198,63,31.82,32,16.16,74,37.37,1,0.51,3,1.52,25,12.63,09013
9,14,168,48,28.57,27,16.07,67,39.88,4,2.38,3,1.79,19,11.31,09014
9,15,101,29,28.71,19,18.81,42,41.58,3,2.97,3,2.97,5,4.95,09015
9,16,152,49,32.24,19,12.5,53,34.87,1,0.66,7,4.61,23,15.13,09016
9,17,81,26,32.1,17,20.99,32,39.51,1,1.23,0,0.0,5,6.17,09017
9,18,123,39,31.71,24,19.51,44,35.77,3,2.44,5,4.07,8,6.5,09018
9,19,138,46,33.33,18,13.04,49,35.51,6,4.35,6,4.35,13,9.42,09019
9,20,157,50,31.85,28,17.83,58,36.94,3,1.91,2,1.27,16,10.19,09020
9,21,140,44,31.43,30,21.43,45,32.14,4,2.86,6,4.29,11,7.86,09021
9,22,196,50,25.51,35,17.86,86,43.88,5,2.55,2,1.02,18,9.18,09022
9,23,97,32,32.99,18,18.56,32,32.99,4,4.12,1,1.03,10,10.31,09023
9,24,75,14,18.67,12,16.0,32,42.67,7,9.33,0,0.0,10,13.33,09024
9,25,83,21,25.3,10,12.05,18,21.69,9,10.84,17,20.48,8,9.64,09025
9,26,60,21,35.0,9,15.0,26,43.33,2,3.33,1,1.67,1,1.67,09026
9,27,97,28,28.87,15,15.46,37,38.14,5,5.15,1,1.03,11,11.34,09027
9,28,38,11,28.95,1,2.63,19,50.0,3,7.89,1,2.63,3,7.89,09028
9,29,66,21,31.82,8,12.12,28,42.42,2,3.03,3,4.55,4,6.06,09029
9,30,66,19,28.79,16,24.24,23,34.85,4,6.06,2,3.03,2,3.03,09030
9,31,102,37,36.27,18,17.65,27,26.47,4,3.92,0,0.0,16,15.69,09031
9,32,182,68,37.36,29,15.93,53,29.12,7,3.85,10,5.49,15,8.24,09032
9,33,73,19,26.03,14,19.18,23,31.51,3,4.11,2,2.74,12,16.44,09033
9,34,119,34,28.57,23,19.33,43,36.13,2,1.68,5,4.2,12,10.08,09034
9,35,254,90,35.43,48,18.9,77,30.31,7,2.76,7,2.76,25,9.84,09035
9,36,144,56,38.89,20,13.89,47,32.64,2,1.39,9,6.25,10,6.94,09036
9,37,91,23,25.27,8,8.79,27,29.67,12,13.19,10,10.99,11,12.09,09037
9,38,106,21,19.81,28,26.42,40,37.74,6,5.66,3,2.83,8,7.55,09038
9,39,201,70,34.83,31,15.42,64,31.84,6,2.99,9,4.48,21,10.45,09039
9,40,216,73,33.8,33,15.28,74,34.26,7,3.24,9,4.17,20,9.26,09040
9,41,127,30,23.62,20,15.75,50,39.37,10,7.87,4,3.15,13,10.24,09041
9,42,53,18,33.96,8,15.09,22,41.51,2,3.77,1,1.89,2,3.77,09042
9,43,54,24,44.44,12,22.22,11,20.37,2,3.7,0,0.0,5,9.26,09043
9,44,66,22,33.33,14,21.21,16,24.24,5,7.58,3,4.55,6,9.09,09044
9,45,204,66,32.35,41,20.1,68,33.33,3,1.47,4,1.96,22,10.78,09045
9,46,62,5,8.06,8,12.9,26,41.94,5,8.06,13,20.97,5,8.06,09046
9,47,164,45,27.44,27,16.46,60,36.59,5,3.05,12,7.32,15,9.15,09047
10,1,94,12,12.77,14,14.89,32,34.04,9,9.57,18,19.15,9,9.57,10001
10,2,46,5,10.87,10,21.74,15,32.61,4,8.7,11,23.91,1,2.17,10002
10,3,78,6,7.69,7,8.97,18,23.08,22,28.21,20,25.64,5,6.41,10003
10,4,49,7,14.29,7,14.29,16,32.65,4,8.16,9,18.37,6,12.24,10004
10,5,69,12,17.39,7,10.14,22,31.88,13,18.84,11,15.94,4,5.8,10005
10,6,113,29,25.66,12,10.62,42,37.17,4,3.54,17,15.04,9,7.96,10006
10,7,62,8,12.9,7,11.29,17,27.42,14,22.58,13,20.97,3,4.84,10007
10,8,52,6,11.54,5,9.62,14,26.92,14,26.92,9,17.31,4,7.69,10008
10,9,62,5,8.06,8,12.9,13,20.97,15,24.19,16,25.81,5,8.06,10009
10,10,62,5,8.06,6,9.68,12,19.35,7,11.29,30,48.39,2,3.23,10010
10,11,64,9,14.06,4,6.25,28,43.75,5,7.81,12,18.75,6,9.38,10011
10,12,50,3,6.0,5,10.0,15,30.0,7,14.0,15,30.0,5,10.0,10012
10,13,100,11,11.0,13,13.0,24,24.0,18,18.0,27,27.0,7,7.0,10013
10,14,60,5,8.33,3,5.0,17,28.33,14,23.33,13,21.67,8,13.33,10014
10,15,23,4,17.39,3,13.04,5,21.74,4,17.39,3,13.04,4,17.39,10015
10,16,63,6,9.52,6,9.52,15,23.81,13,20.63,20,31.75,3,4.76,10016
10,17,59,6,10.17,5,8.47,8,13.56,13,22.03,21,35.59,6,10.17,10017
10,18,31,5,16.13,6,19.35,9,29.03,3,9.68,7,22.58,1,3.23,10018
10,19,72,6,8.33,14,19.44,14,19.44,11,15.28,22,30.56,5,6.94,10019
10,20,48,2,4.17,9,18.75,12,25.0,11,22.92,10,20.83,4,8.33,10020
10,21,65,7,10.77,9,13.85,8,12.31,15,23.08,24,36.92,2,3.08,10021
10,22,52,8,15.38,11,21.15,21,40.38,4,7.69,1,1.92,7,13.46,10022
10,23,40,5,12.5,4,10.0,10,25.0,8,20.0,9,22.5,4,10.0,10023
10,24,60,8,13.33,6,10.0,10,16.67,18,30.0,13,21.67,5,8.33,10024
10,25,67,8,11.94,11,16.42,23,34.33,5,7.46,8,11.94,12,17.91,10025
10,26,40,6,15.0,4,10.0,13,32.5,5,12.5,12,30.0,0,0.0,10026
10,27,76,14,18.42,9,11.84,14,18.42,14,18.42,18,23.68,7,9.21,10027
10,28,86,23,26.74,7,8.14,22,25.58,3,3.49,21,24.42,10,11.63,10028
10,29,90,18,20.0,11,12.22,36,40.0,2,2.22,19,21.11,4,4.44,10029
10,30,54,3,5.56,6,11.11,25,46.3,2,3.7,9,16.67,9,16.67,10030
10,31,61,10,16.39,8,13.11,17,27.87,12,19.67,11,18.03,3,4.92,10031
10,32,50,4,8.0,5,10.0,12,24.0,7,14.0,16,32.0,6,12.0,10032
10,33,54,8,14.81,8,14.81,23,42.59,4,7.41,8,14.81,3,5.56,10033
10,34,50,11,22.0,10,20.0,16,32.0,1,2.0,7,14.0,5,10.0,10034
10,35,61,10,16.39,10,16.39,13,21.31,8,13.11,14,22.95,6,9.84,10035
10,36,69,23,33.33,4,5.8,21,30.43,8,11.59,6,8.7,7,10.14,10036
10,37,46,7,15.22,7,15.22,25,54.35,1,2.17,4,8.7,2,4.35,10037
10,38,66,6,9.09,11,16.67,20,30.3,8,12.12,15,22.73,6,9.09,10038
10,39,63,7,11.11,9,14.29,17,26.98,14,22.22,6,9.52,10,15.87,10039
10,40,68,2,2.94,7,10.29,21,30.88,5,7.35,31,45.59,2,2.94,10040
10,41,90,5,5.56,14,15.56,19,21.11,13,14.44,33,36.67,6,6.67,10041
10,42,54,9,16.67,9,16.67,13,24.07,13,24.07,7,12.96,3,5.56,10042
10,43,30,5,16.67,4,13.33,14,46.67,2,6.67,0,0.0,5,16.67,10043
10,44,57,8,14.04,7,12.28,17,29.82,7,12.28,16,28.07,2,3.51,10044
10,45,62,4,6.45,11,17.74,10,16.13,9,14.52,27,43.55,1,1.61,10045
10,46,45,7,15.56,11,24.44,9,20.0,7,15.56,9,20.0,2,4.44,10046
11,1,109,40,36.7,16,14.68,24,22.02,8,7.34,15,13.76,6,5.5,11001
11,2,99,27,27.27,11,11.11,34,34.34,15,15.15,2,2.02,10,10.1,11002
11,3,66,32,48.48,9,13.64,11,16.67,5,7.58,7,10.61,2,3.03,11003
11,4,76,12,15.79,7,9.21,30,39.47,7,9.21,13,17.11,7,9.21,11004
11,5,56,12,21.43,5,8.93,16,28.57,10,17.86,9,16.07,4,7.14,11005
11,6,112,31,27.68,15,13.39,28,25.0,15,13.39,13,11.61,10,8.93,11006
11,7,74,7,9.46,7,9.46,36,48.65,9,12.16,9,12.16,6,8.11,11007
11,8,93,21,22.58,13,13.98,21,22.58,10,10.75,17,18.28,11,11.83,11008
11,9,72,31,43.06,3,4.17,12,16.67,9,12.5,12,16.67,5,6.94,11009
11,10,53,17,32.08,8,15.09,17,32.08,7,13.21,2,3.77,2,3.77,11010
11,11,97,30,30.93,6,6.19,33,34.02,12,12.37,11,11.34,5,5.15,11011
11,12,101,57,56.44,12,11.88,19,18.81,5,4.95,4,3.96,4,3.96,11012
11,13,86,42,48.84,8,9.3,18,20.93,5,5.81,9,10.47,4,4.65,11013
11,14,58,20,34.48,7,12.07,13,22.41,9,15.52,7,12.07,2,3.45,11014
11,15,87,35,40.23,6,6.9,30,34.48,2,2.3,9,10.34,5,5.75,11015
11,16,109,33,30.28,15,13.76,29,26.61,10,9.17,15,13.76,7,6.42,11016
11,17,136,47,34.56,21,15.44,33,24.26,13,9.56,14,10.29,8,5.88,11017
11,18,59,6,10.17,11,18.64,22,37.29,8,13.56,5,8.47,7,11.86,11018
11,19,62,17,27.42,7,11.29,15,24.19,12,19.35,8,12.9,3,4.84,11019
11,20,95,45,47.37,4,4.21,23,24.21,9,9.47,11,11.58,3,3.16,11020
11,21,125,63,50.4,12,9.6,24,19.2,8,6.4,13,10.4,5,4.0,11021
11,22,92,43,46.74,5,5.43,27,29.35,6,6.52,5,5.43,6,6.52,11022
11,23,70,28,40.0,8,11.43,20,28.57,5,7.14,5,7.14,4,5.71,11023
11,24,239,146,61.09,10,4.18,51,21.34,8,3.35,16,6.69,8,3.35,11024
11,25,74,41,55.41,5,6.76,13,17.57,3,4.05,11,14.86,1,1.35,11025
11,26,121,56,46.28,10,8.26,27,22.31,16,13.22,9,7.44,3,2.48,11026
11,27,63,26,41.27,7,11.11,16,25.4,3,4.76,9,14.29,2,3.17,11027
11,28,64,25,39.06,6,9.38,22,34.38,2,3.13,6,9.38,3,4.69,11028
11,29,89,10,11.24,16,17.98,31,34.83,16,17.98,9,10.11,7,7.87,11029
11,30,80,34,42.5,2,2.5,23,28.75,12,15.0,7,8.75,2,2.5,11030
11,31,77,44,57.14,2,2.6,13,16.88,4,5.19,11,14.29,3,3.9,11031
11,32,74,42,56.76,2,2.7,12,16.22,7,9.46,5,6.76,6,8.11,11032
11,33,55,20,36.36,7,12.73,19,34.55,3,5.45,3,5.45,3,5.45,11033
11,34,49,17,34.69,5,10.2,14,28.57,2,4.08,7,14.29,4,8.16,11034
11,35,111,59,53.15,6,5.41,21,18.92,5,4.5,14,12.61,6,5.41,11035
11,36,19,6,31.58,2,10.53,4,21.05,2,10.53,4,21.05,1,5.26,11036
11,37,115,66,57.39,6,5.22,23,20.0,6,5.22,6,5.22,8,6.96,11037
11,38,135,78,57.78,10,7.41,16,11.85,14,10.37,13,9.63,4,2.96,11038
11,39,134,50,37.31,9,6.72,43,32.09,7,5.22,20,14.93,5,3.73,11039
11,40,65,30,46.15,4,6.15,10,15.38,7,10.77,11,16.92,3,4.62,11040
11,41,58,26,44.83,3,5.17,11,18.97,9,15.52,3,5.17,6,10.34,11041
11,42,71,25,35.21,5,7.04,23,32.39,7,9.86,9,12.68,2,2.82,11042
11,43,78,19,24.36,8,10.26,18,23.08,11,14.1,17,21.79,5,6.41,11043
11,44,91,24,26.37,6,6.59,22,24.18,12,13.19,17,18.68,10,10.99,11044
11,45,34,14,41.18,1,2.94,8,23.53,5,14.71,2,5.88,4,11.76,11045
11,46,63,36,57.14,4,6.35,14,22.22,3,4.76,3,4.76,3,4.76,11046
11,47,68,26,38.24,8,11.76,18,26.47,6,8.82,7,10.29,3,4.41,11047
11,48,38,17,44.74,6,15.79,13,34.21,1,2.63,1,2.63,0,0.0,11048
11,49,74,27,36.49,5,6.76,24,32.43,6,8.11,11,14.86,1,1.35,11049
11,50,51,21,41.18,8,15.69,6,11.76,6,11.76,8,15.69,2,3.92,11050
12,1,71,12,16.9,5,7.04,36,50.7,11,15.49,2,2.82,5,7.04,12001
12,2,65,8,12.31,11,16.92,29,44.62,4,6.15,5,7.69,8,12.31,12002
12,3,50,4,8.0,7,14.0,24,48.0,2,4.0,7,14.0,6,12.0,12003
12,4,30,4,13.33,4,13.33,12,40.0,4,13.33,3,10.0,3,10.0,12004
12,5,48,9,18.75,7,14.58,20,41.67,7,14.58,2,4.17,3,6.25,12005
12,6,62,3,4.84,7,11.29,36,58.06,5,8.06,1,1.61,10,16.13,12006
12,7,84,14,16.67,11,13.1,42,50.0,4,4.76,7,8.33,6,7.14,12007
12,8,95,19,20.0,13,13.68,35,36.84,10,10.53,11,11.58,7,7.37,12008
12,9,42,3,7.14,7,16.67,16,38.1,3,7.14,9,21.43,4,9.52,12009
12,10,81,10,12.35,9,11.11,36,44.44,10,12.35,13,16.05,3,3.7,12010
12,11,127,17,13.39,21,16.54,49,38.58,10,7.87,16,12.6,14,11.02,12011
12,12,70,10,14.29,8,11.43,36,51.43,7,10.0,6,8.57,3,4.29,12012
12,13,104,13,12.5,14,13.46,60,57.69,3,2.88,9,8.65,5,4.81,12013
12,14,43,7,16.28,11,25.58,14,32.56,5,11.63,5,11.63,1,2.33,12014
12,15,57,6,10.53,13,22.81,26,45.61,5,8.77,1,1.75,6,10.53,12015
12,16,38,4,10.53,9,23.68,12,31.58,7,18.42,1,2.63,5,13.16,12016
12,17,77,16,20.78,12,15.58,21,27.27,4,5.19,7,9.09,17,22.08,12017
12,18,89,7,7.87,18,20.22,46,51.69,8,8.99,3,3.37,7,7.87,12018
12,19,77,7,9.09,13,16.88,35,45.45,4,5.19,12,15.58,6,7.79,12019
12,20,45,6,13.33,8,17.78,21,46.67,6,13.33,3,6.67,1,2.22,12020
12,21,72,7,9.72,9,12.5,31,43.06,8,11.11,11,15.28,6,8.33,12021
12,22,59,9,15.25,11,18.64,21,35.59,10,16.95,4,6.78,4,6.78,12022
12,23,56,4,7.14,4,7.14,22,39.29,15,26.79,10,17.86,1,1.79,12023
12,24,70,9,12.86,14,20.0,24,34.29,7,10.0,11,15.71,5,7.14,12024
13,1,177,11,6.21,12,6.78,34,19.21,11,6.21,104,58.76,5,2.82,13001
13,2,134,10,7.46,13,9.7,20,14.93,8,5.97,75,55.97,8,5.97,13002
13,3,120,14,11.67,16,13.33,33,27.5,14,11.67,34,28.33,9,7.5,13003
13,4,238,15,6.3,40,16.81,57,23.95,24,10.08,87,36.55,15,6.3,13004
13,5,154,19,12.34,17,11.04,41,26.62,11,7.14,57,37.01,9,5.84,13005
