ward,precinct,total,Luis V. Gutierrez,Luis V. Gutierrez Percent,precinct_id
1,1,8,8,100.0,01001
1,9,88,88,100.0,01009
1,13,142,142,100.0,01013
1,15,64,64,100.0,01015
1,18,56,56,100.0,01018
1,19,45,45,100.0,01019
1,20,112,112,100.0,01020
1,22,51,51,100.0,01022
1,24,148,148,100.0,01024
1,27,28,28,100.0,01027
1,29,61,61,100.0,01029
1,30,143,143,100.0,01030
1,32,86,86,100.0,01032
1,34,29,29,100.0,01034
1,38,37,37,100.0,01038
1,43,74,74,100.0,01043
1,44,14,14,100.0,01044
11,3,64,64,100.0,11003
11,10,56,56,100.0,11010
11,18,68,68,100.0,11018
12,1,80,80,100.0,12001
12,2,84,84,100.0,12002
12,3,53,53,100.0,12003
12,4,31,31,100.0,12004
12,5,52,52,100.0,12005
12,7,117,117,100.0,12007
12,8,99,99,100.0,12008
12,9,43,43,100.0,12009
12,10,82,82,100.0,12010
12,11,146,146,100.0,12011
12,12,81,81,100.0,12012
12,13,131,131,100.0,12013
12,14,58,58,100.0,12014
12,15,81,81,100.0,12015
12,16,51,51,100.0,12016
12,19,77,77,100.0,12019
12,20,48,48,100.0,12020
12,21,74,74,100.0,12021
12,22,75,75,100.0,12022
12,23,57,57,100.0,12023
12,24,75,75,100.0,12024
14,2,133,133,100.0,14002
14,3,92,92,100.0,14003
14,4,84,84,100.0,14004
14,5,98,98,100.0,14005
14,6,55,55,100.0,14006
14,7,112,112,100.0,14007
14,8,76,76,100.0,14008
14,9,127,127,100.0,14009
14,10,79,79,100.0,14010
14,11,83,83,100.0,14011
14,12,113,113,100.0,14012
14,13,79,79,100.0,14013
14,14,108,108,100.0,14014
14,15,111,111,100.0,14015
14,16,68,68,100.0,14016
14,17,126,126,100.0,14017
14,18,46,46,100.0,14018
14,19,89,89,100.0,14019
14,20,52,52,100.0,14020
14,22,154,154,100.0,14022
14,23,73,73,100.0,14023
14,24,65,65,100.0,14024
14,25,63,63,100.0,14025
14,27,100,100,100.0,14027
14,28,60,60,100.0,14028
14,30,96,96,100.0,14030
14,31,55,55,100.0,14031
22,1,55,55,100.0,22001
22,2,41,41,100.0,22002
22,3,72,72,100.0,22003
22,4,64,64,100.0,22004
22,5,87,87,100.0,22005
22,6,91,91,100.0,22006
22,8,73,73,100.0,22008
22,9,79,79,100.0,22009
22,10,114,114,100.0,22010
22,11,83,83,100.0,22011
22,12,90,90,100.0,22012
22,13,111,111,100.0,22013
22,15,72,72,100.0,22015
22,16,117,117,100.0,22016
22,17,82,82,100.0,22017
22,18,108,108,100.0,22018
22,20,68,68,100.0,22020
22,22,70,70,100.0,22022
22,23,110,110,100.0,22023
22,24,80,80,100.0,22024
22,25,120,120,100.0,22025
22,26,73,73,100.0,22026
22,27,77,77,100.0,22027
22,28,59,59,100.0,22028
23,9,86,86,100.0,23009
23,24,44,44,100.0,23024
23,29,49,49,100.0,23029
24,33,90,90,100.0,24033
25,1,79,79,100.0,25001
25,2,109,109,100.0,25002
25,5,87,87,100.0,25005
25,6,75,75,100.0,25006
25,7,59,59,100.0,25007
25,8,73,73,100.0,25008
25,9,105,105,100.0,25009
25,11,81,81,100.0,25011
25,12,66,66,100.0,25012
25,13,91,91,100.0,25013
25,15,102,102,100.0,25015
25,17,144,144,100.0,25017
25,19,83,83,100.0,25019
25,20,108,108,100.0,25020
25,22,58,58,100.0,25022
25,23,120,120,100.0,25023
25,24,114,114,100.0,25024
25,26,33,33,100.0,25026
25,30,81,81,100.0,25030
26,2,64,64,100.0,26002
26,3,43,43,100.0,26003
26,4,28,28,100.0,26004
26,5,53,53,100.0,26005
26,6,36,36,100.0,26006
26,8,52,52,100.0,26008
26,9,45,45,100.0,26009
26,10,26,26,100.0,26010
26,11,34,34,100.0,26011
26,12,58,58,100.0,26012
26,13,114,114,100.0,26013
26,14,34,34,100.0,26014
26,15,27,27,100.0,26015
26,16,33,33,100.0,26016
26,18,27,27,100.0,26018
26,19,116,116,100.0,26019
26,20,43,43,100.0,26020
26,22,34,34,100.0,26022
26,23,36,36,100.0,26023
26,24,37,37,100.0,26024
26,25,27,27,100.0,26025
26,26,31,31,100.0,26026
26,27,41,41,100.0,26027
26,29,39,39,100.0,26029
26,30,23,23,100.0,26030
26,31,43,43,100.0,26031
26,34,76,76,100.0,26034
26,35,45,45,100.0,26035
26,36,33,33,100.0,26036
26,37,29,29,100.0,26037
26,38,22,22,100.0,26038
26,39,15,15,100.0,26039
26,40,20,20,100.0,26040
26,41,44,44,100.0,26041
26,42,20,20,100.0,26042
26,43,32,32,100.0,26043
26,45,53,53,100.0,26045
26,47,21,21,100.0,26047
26,49,48,48,100.0,26049
26,50,25,25,100.0,26050
26,51,59,59,100.0,26051
26,52,50,50,100.0,26052
26,53,35,35,100.0,26053
28,29,102,102,100.0,28029
28,34,54,54,100.0,28034
29,2,45,45,100.0,29002
29,6,74,74,100.0,29006
29,9,42,42,100.0,29009
29,30,43,43,100.0,29030
29,32,36,36,100.0,29032
29,39,46,46,100.0,29039
30,2,63,63,100.0,30002
30,3,61,61,100.0,30003
30,4,70,70,100.0,30004
30,5,45,45,100.0,30005
30,6,89,89,100.0,30006
30,7,44,44,100.0,30007
30,8,79,79,100.0,30008
30,9,141,141,100.0,30009
30,10,42,42,100.0,30010
30,11,50,50,100.0,30011
30,12,66,66,100.0,30012
30,13,111,111,100.0,30013
30,14,84,84,100.0,30014
30,15,0,0,0.0,30015
30,16,21,21,100.0,30016
30,17,25,25,100.0,30017
30,18,87,87,100.0,30018
30,19,43,43,100.0,30019
30,20,23,23,100.0,30020
30,21,46,46,100.0,30021
30,22,55,55,100.0,30022
30,23,40,40,100.0,30023
30,24,50,50,100.0,30024
30,25,30,30,100.0,30025
30,26,39,39,100.0,30026
30,27,63,63,100.0,30027
30,28,77,77,100.0,30028
30,29,14,14,100.0,30029
30,30,63,63,100.0,30030
30,31,23,23,100.0,30031
31,1,66,66,100.0,31001
31,2,74,74,100.0,31002
31,3,42,42,100.0,31003
31,4,55,55,100.0,31004
31,5,82,82,100.0,31005
31,6,55,55,100.0,31006
31,7,53,53,100.0,31007
31,8,51,51,100.0,31008
31,9,52,52,100.0,31009
31,10,50,50,100.0,31010
31,11,84,84,100.0,31011
