ward,precinct,total,DENISE MARGARET O'MALLEY,DENISE MARGARET O'MALLEY Percent,precinct_id
1,1,194,194,100.0,01001
1,2,252,252,100.0,01002
1,3,186,186,100.0,01003
1,4,188,188,100.0,01004
1,5,204,204,100.0,01005
1,6,172,172,100.0,01006
1,7,235,235,100.0,01007
1,8,167,167,100.0,01008
1,9,193,193,100.0,01009
1,10,166,166,100.0,01010
1,11,223,223,100.0,01011
1,12,176,176,100.0,01012
1,13,176,176,100.0,01013
1,14,243,243,100.0,01014
1,15,107,107,100.0,01015
1,16,121,121,100.0,01016
1,17,210,210,100.0,01017
1,18,160,160,100.0,01018
1,19,217,217,100.0,01019
1,20,157,157,100.0,01020
1,21,291,291,100.0,01021
1,22,185,185,100.0,01022
1,23,199,199,100.0,01023
1,24,256,256,100.0,01024
1,25,153,153,100.0,01025
1,26,219,219,100.0,01026
1,27,178,178,100.0,01027
1,28,195,195,100.0,01028
1,29,157,157,100.0,01029
1,30,229,229,100.0,01030
1,31,181,181,100.0,01031
1,32,131,131,100.0,01032
1,33,219,219,100.0,01033
1,34,118,118,100.0,01034
1,35,120,120,100.0,01035
1,36,279,279,100.0,01036
1,37,214,214,100.0,01037
1,38,89,89,100.0,01038
1,39,220,220,100.0,01039
2,1,279,279,100.0,02001
2,2,9,9,100.0,02002
2,3,130,130,100.0,02003
2,4,122,122,100.0,02004
2,5,101,101,100.0,02005
2,6,141,141,100.0,02006
2,7,212,212,100.0,02007
2,8,216,216,100.0,02008
2,9,129,129,100.0,02009
2,10,90,90,100.0,02010
2,11,122,122,100.0,02011
2,12,188,188,100.0,02012
2,13,132,132,100.0,02013
2,14,300,300,100.0,02014
2,15,80,80,100.0,02015
2,16,152,152,100.0,02016
2,17,159,159,100.0,02017
2,18,383,383,100.0,02018
2,19,143,143,100.0,02019
2,20,157,157,100.0,02020
2,21,245,245,100.0,02021
2,22,351,351,100.0,02022
2,23,117,117,100.0,02023
2,24,97,97,100.0,02024
2,25,140,140,100.0,02025
2,26,189,189,100.0,02026
2,27,101,101,100.0,02027
2,28,112,112,100.0,02028
2,29,82,82,100.0,02029
2,30,115,115,100.0,02030
2,31,223,223,100.0,02031
2,32,92,92,100.0,02032
2,33,139,139,100.0,02033
2,34,171,171,100.0,02034
2,35,74,74,100.0,02035
2,36,80,80,100.0,02036
2,37,216,216,100.0,02037
2,38,189,189,100.0,02038
2,39,160,160,100.0,02039
2,40,249,249,100.0,02040
2,41,123,123,100.0,02041
2,42,69,69,100.0,02042
2,43,299,299,100.0,02043
2,44,113,113,100.0,02044
2,45,140,140,100.0,02045
2,46,271,271,100.0,02046
2,47,163,163,100.0,02047
2,48,134,134,100.0,02048
2,49,185,185,100.0,02049
2,50,146,146,100.0,02050
2,51,156,156,100.0,02051
2,52,181,181,100.0,02052
2,53,96,96,100.0,02053
2,54,284,284,100.0,02054
2,55,62,62,100.0,02055
2,56,152,152,100.0,02056
2,57,86,86,100.0,02057
2,58,97,97,100.0,02058
2,59,229,229,100.0,02059
3,1,164,164,100.0,03001
3,2,286,286,100.0,03002
3,3,171,171,100.0,03003
3,4,104,104,100.0,03004
3,5,90,90,100.0,03005
3,6,151,151,100.0,03006
3,7,170,170,100.0,03007
3,8,67,67,100.0,03008
3,9,81,81,100.0,03009
3,10,97,97,100.0,03010
3,11,107,107,100.0,03011
3,12,188,188,100.0,03012
3,13,130,130,100.0,03013
3,14,80,80,100.0,03014
3,15,193,193,100.0,03015
3,16,333,333,100.0,03016
3,17,103,103,100.0,03017
3,18,114,114,100.0,03018
3,19,65,65,100.0,03019
3,20,41,41,100.0,03020
3,21,117,117,100.0,03021
3,22,119,119,100.0,03022
3,23,51,51,100.0,03023
3,24,134,134,100.0,03024
3,25,47,47,100.0,03025
3,26,113,113,100.0,03026
3,27,21,21,100.0,03027
3,28,119,119,100.0,03028
3,29,217,217,100.0,03029
3,30,115,115,100.0,03030
3,31,238,238,100.0,03031
3,32,144,144,100.0,03032
3,33,193,193,100.0,03033
3,34,112,112,100.0,03034
3,35,158,158,100.0,03035
3,36,112,112,100.0,03036
3,37,98,98,100.0,03037
3,38,40,40,100.0,03038
3,39,183,183,100.0,03039
3,40,150,150,100.0,03040
3,41,150,150,100.0,03041
3,42,151,151,100.0,03042
3,43,76,76,100.0,03043
3,44,83,83,100.0,03044
3,45,113,113,100.0,03045
3,46,152,152,100.0,03046
3,47,107,107,100.0,03047
3,48,160,160,100.0,03048
3,49,57,57,100.0,03049
3,50,94,94,100.0,03050
3,51,54,54,100.0,03051
3,52,94,94,100.0,03052
3,53,155,155,100.0,03053
3,54,180,180,100.0,03054
3,55,135,135,100.0,03055
3,56,138,138,100.0,03056
3,57,203,203,100.0,03057
3,58,67,67,100.0,03058
3,59,102,102,100.0,03059
3,60,178,178,100.0,03060
3,61,143,143,100.0,03061
3,62,144,144,100.0,03062
3,63,125,125,100.0,03063
4,1,223,223,100.0,04001
4,2,232,232,100.0,04002
4,3,339,339,100.0,04003
4,4,300,300,100.0,04004
4,5,245,245,100.0,04005
4,6,95,95,100.0,04006
4,7,163,163,100.0,04007
4,8,236,236,100.0,04008
4,9,423,423,100.0,04009
4,10,299,299,100.0,04010
4,11,258,258,100.0,04011
4,12,123,123,100.0,04012
4,13,197,197,100.0,04013
4,14,140,140,100.0,04014
4,15,114,114,100.0,04015
4,16,259,259,100.0,04016
4,17,262,262,100.0,04017
4,18,228,228,100.0,04018
4,19,236,236,100.0,04019
4,20,94,94,100.0,04020
4,21,301,301,100.0,04021
4,22,315,315,100.0,04022
4,23,197,197,100.0,04023
4,24,285,285,100.0,04024
4,25,237,237,100.0,04025
4,26,245,245,100.0,04026
4,27,240,240,100.0,04027
4,28,191,191,100.0,04028
4,29,170,170,100.0,04029
4,30,123,123,100.0,04030
4,31,75,75,100.0,04031
4,32,296,296,100.0,04032
4,33,89,89,100.0,04033
4,34,182,182,100.0,04034
4,35,150,150,100.0,04035
4,36,109,109,100.0,04036
4,37,137,137,100.0,04037
4,38,334,334,100.0,04038
4,39,103,103,100.0,04039
4,40,214,214,100.0,04040
4,41,116,116,100.0,04041
4,42,259,259,100.0,04042
4,43,188,188,100.0,04043
4,44,182,182,100.0,04044
4,45,360,360,100.0,04045
4,46,221,221,100.0,04046
4,47,339,339,100.0,04047
4,48,359,359,100.0,04048
4,49,82,82,100.0,04049
4,50,171,171,100.0,04050
4,51,269,269,100.0,04051
4,52,66,66,100.0,04052
4,53,10,10,100.0,04053
4,54,139,139,100.0,04054
4,55,183,183,100.0,04055
4,56,247,247,100.0,04056
4,57,117,117,100.0,04057
4,58,244,244,100.0,04058
5,1,257,257,100.0,05001
5,2,163,163,100.0,05002
5,3,127,127,100.0,05003
5,4,173,173,100.0,05004
5,5,174,174,100.0,05005
5,6,268,268,100.0,05006
5,7,246,246,100.0,05007
5,8,299,299,100.0,05008
5,9,219,219,100.0,05009
5,10,219,219,100.0,05010
5,11,232,232,100.0,05011
5,12,157,157,100.0,05012
5,13,192,192,100.0,05013
5,14,316,316,100.0,05014
5,15,218,218,100.0,05015
5,16,180,180,100.0,05016
5,17,206,206,100.0,05017
5,18,229,229,100.0,05018
5,19,115,115,100.0,05019
5,20,123,123,100.0,05020
5,21,254,254,100.0,05021
5,22,221,221,100.0,05022
5,23,155,155,100.0,05023
5,24,201,201,100.0,05024
5,25,218,218,100.0,05025
5,26,215,215,100.0,05026
5,27,256,256,100.0,05027
5,28,198,198,100.0,05028
5,29,234,234,100.0,05029
5,30,215,215,100.0,05030
5,31,197,197,100.0,05031
5,32,293,293,100.0,05032
5,33,196,196,100.0,05033
5,34,216,216,100.0,05034
5,35,153,153,100.0,05035
5,36,134,134,100.0,05036
5,37,173,173,100.0,05037
5,38,248,248,100.0,05038
5,39,222,222,100.0,05039
5,40,295,295,100.0,05040
5,41,195,195,100.0,05041
5,42,221,221,100.0,05042
5,43,241,241,100.0,05043
5,44,236,236,100.0,05044
5,45,122,122,100.0,05045
5,46,240,240,100.0,05046
5,47,197,197,100.0,05047
5,48,175,175,100.0,05048
5,49,49,49,100.0,05049
5,50,185,185,100.0,05050
5,51,180,180,100.0,05051
5,52,69,69,100.0,05052
5,53,307,307,100.0,05053
5,54,278,278,100.0,05054
6,1,250,250,100.0,06001
6,2,262,262,100.0,06002
6,3,233,233,100.0,06003
6,4,182,182,100.0,06004
6,5,134,134,100.0,06005
6,6,197,197,100.0,06006
6,7,268,268,100.0,06007
6,8,230,230,100.0,06008
6,9,168,168,100.0,06009
6,10,299,299,100.0,06010
6,11,226,226,100.0,06011
6,12,206,206,100.0,06012
6,13,204,204,100.0,06013
6,14,238,238,100.0,06014
6,15,228,228,100.0,06015
6,16,250,250,100.0,06016
6,17,273,273,100.0,06017
6,18,63,63,100.0,06018
6,19,277,277,100.0,06019
6,20,234,234,100.0,06020
6,21,222,222,100.0,06021
6,22,234,234,100.0,06022
6,23,196,196,100.0,06023
6,24,224,224,100.0,06024
6,25,137,137,100.0,06025
6,26,231,231,100.0,06026
6,27,296,296,100.0,06027
6,28,349,349,100.0,06028
6,29,278,278,100.0,06029
6,30,208,208,100.0,06030
6,31,263,263,100.0,06031
6,32,272,272,100.0,06032
6,33,271,271,100.0,06033
6,34,196,196,100.0,06034
6,35,280,280,100.0,06035
6,36,128,128,100.0,06036
6,37,246,246,100.0,06037
6,38,253,253,100.0,06038
6,39,214,214,100.0,06039
6,40,156,156,100.0,06040
6,41,240,240,100.0,06041
6,42,144,144,100.0,06042
6,43,289,289,100.0,06043
6,44,232,232,100.0,06044
6,45,147,147,100.0,06045
6,46,214,214,100.0,06046
6,47,228,228,100.0,06047
6,48,244,244,100.0,06048
6,49,212,212,100.0,06049
6,50,215,215,100.0,06050
6,51,168,168,100.0,06051
6,52,178,178,100.0,06052
6,53,215,215,100.0,06053
6,54,208,208,100.0,06054
6,55,193,193,100.0,06055
6,56,181,181,100.0,06056
6,57,120,120,100.0,06057
6,58,235,235,100.0,06058
6,59,199,199,100.0,06059
6,60,145,145,100.0,06060
6,61,164,164,100.0,06061
6,62,79,79,100.0,06062
6,63,186,186,100.0,06063
6,64,274,274,100.0,06064
6,65,79,79,100.0,06065
6,66,225,225,100.0,06066
7,1,258,258,100.0,07001
7,2,286,286,100.0,07002
7,3,162,162,100.0,07003
7,4,191,191,100.0,07004
7,5,190,190,100.0,07005
7,6,178,178,100.0,07006
7,7,143,143,100.0,07007
7,8,76,76,100.0,07008
7,9,200,200,100.0,07009
7,10,156,156,100.0,07010
7,11,213,213,100.0,07011
7,12,179,179,100.0,07012
7,13,168,168,100.0,07013
7,14,249,249,100.0,07014
7,15,150,150,100.0,07015
7,16,168,168,100.0,07016
7,17,145,145,100.0,07017
7,18,159,159,100.0,07018
7,19,288,288,100.0,07019
7,20,102,102,100.0,07020
7,21,197,197,100.0,07021
7,22,172,172,100.0,07022
7,23,152,152,100.0,07023
7,24,169,169,100.0,07024
7,25,233,233,100.0,07025
7,26,276,276,100.0,07026
7,27,284,284,100.0,07027
7,28,233,233,100.0,07028
7,29,127,127,100.0,07029
7,30,222,222,100.0,07030
7,31,200,200,100.0,07031
7,32,171,171,100.0,07032
7,33,153,153,100.0,07033
7,34,194,194,100.0,07034
7,35,121,121,100.0,07035
7,36,224,224,100.0,07036
7,37,94,94,100.0,07037
7,38,160,160,100.0,07038
7,39,209,209,100.0,07039
7,40,189,189,100.0,07040
7,41,156,156,100.0,07041
7,42,339,339,100.0,07042
7,43,215,215,100.0,07043
7,44,312,312,100.0,07044
7,45,316,316,100.0,07045
7,46,71,71,100.0,07046
7,47,192,192,100.0,07047
7,48,89,89,100.0,07048
7,49,120,120,100.0,07049
7,50,144,144,100.0,07050
7,51,162,162,100.0,07051
7,52,177,177,100.0,07052
7,53,168,168,100.0,07053
7,54,111,111,100.0,07054
7,55,163,163,100.0,07055
7,56,184,184,100.0,07056
7,57,193,193,100.0,07057
7,58,245,245,100.0,07058
7,59,113,113,100.0,07059
7,60,136,136,100.0,07060
7,61,206,206,100.0,07061
7,62,214,214,100.0,07062
7,63,161,161,100.0,07063
7,64,174,174,100.0,07064
7,65,175,175,100.0,07065
8,1,266,266,100.0,08001
8,2,139,139,100.0,08002
8,3,318,318,100.0,08003
8,4,238,238,100.0,08004
8,5,275,275,100.0,08005
8,6,269,269,100.0,08006
8,7,182,182,100.0,08007
8,8,261,261,100.0,08008
8,9,275,275,100.0,08009
8,10,287,287,100.0,08010
8,11,221,221,100.0,08011
8,12,217,217,100.0,08012
8,13,189,189,100.0,08013
8,14,218,218,100.0,08014
8,15,220,220,100.0,08015
8,16,266,266,100.0,08016
8,17,196,196,100.0,08017
8,18,165,165,100.0,08018
8,19,287,287,100.0,08019
8,20,176,176,100.0,08020
8,21,191,191,100.0,08021
8,22,205,205,100.0,08022
8,23,233,233,100.0,08023
8,24,235,235,100.0,08024
8,25,247,247,100.0,08025
8,26,158,158,100.0,08026
8,27,239,239,100.0,08027
8,28,186,186,100.0,08028
8,29,236,236,100.0,08029
8,30,190,190,100.0,08030
8,31,159,159,100.0,08031
8,32,369,369,100.0,08032
8,33,199,199,100.0,08033
8,34,285,285,100.0,08034
8,35,294,294,100.0,08035
8,36,220,220,100.0,08036
8,37,268,268,100.0,08037
8,38,211,211,100.0,08038
8,39,270,270,100.0,08039
8,40,225,225,100.0,08040
8,41,219,219,100.0,08041
8,42,218,218,100.0,08042
8,43,221,221,100.0,08043
8,44,181,181,100.0,08044
8,45,178,178,100.0,08045
8,46,172,172,100.0,08046
8,47,262,262,100.0,08047
8,48,181,181,100.0,08048
8,49,262,262,100.0,08049
8,50,230,230,100.0,08050
8,51,285,285,100.0,08051
8,52,239,239,100.0,08052
8,53,266,266,100.0,08053
8,54,228,228,100.0,08054
8,55,239,239,100.0,08055
8,56,296,296,100.0,08056
8,57,200,200,100.0,08057
8,58,253,253,100.0,08058
8,59,145,145,100.0,08059
8,60,195,195,100.0,08060
8,61,201,201,100.0,08061
8,62,205,205,100.0,08062
8,63,254,254,100.0,08063
8,64,208,208,100.0,08064
8,65,156,156,100.0,08065
8,66,325,325,100.0,08066
8,67,113,113,100.0,08067
8,68,149,149,100.0,08068
8,69,144,144,100.0,08069
8,70,270,270,100.0,08070
9,1,251,251,100.0,09001
9,2,264,264,100.0,09002
9,3,167,167,100.0,09003
9,4,275,275,100.0,09004
9,5,248,248,100.0,09005
9,6,226,226,100.0,09006
9,7,237,237,100.0,09007
9,8,169,169,100.0,09008
9,9,254,254,100.0,09009
9,10,223,223,100.0,09010
9,11,166,166,100.0,09011
9,12,224,224,100.0,09012
9,13,288,288,100.0,09013
9,14,299,299,100.0,09014
9,15,108,108,100.0,09015
9,16,242,242,100.0,09016
9,17,215,215,100.0,09017
9,18,237,237,100.0,09018
9,19,261,261,100.0,09019
9,20,248,248,100.0,09020
9,21,168,168,100.0,09021
9,22,280,280,100.0,09022
9,23,169,169,100.0,09023
9,24,124,124,100.0,09024
9,25,112,112,100.0,09025
9,26,155,155,100.0,09026
9,27,140,140,100.0,09027
9,28,173,173,100.0,09028
9,29,196,196,100.0,09029
9,30,190,190,100.0,09030
9,31,196,196,100.0,09031
9,32,251,251,100.0,09032
9,33,127,127,100.0,09033
9,34,227,227,100.0,09034
9,35,238,238,100.0,09035
9,36,125,125,100.0,09036
9,37,197,197,100.0,09037
9,38,242,242,100.0,09038
9,39,225,225,100.0,09039
9,40,239,239,100.0,09040
9,41,279,279,100.0,09041
9,42,195,195,100.0,09042
9,43,177,177,100.0,09043
9,44,179,179,100.0,09044
9,45,246,246,100.0,09045
9,46,219,219,100.0,09046
9,47,154,154,100.0,09047
9,48,229,229,100.0,09048
9,49,97,97,100.0,09049
9,50,96,96,100.0,09050
9,51,170,170,100.0,09051
9,52,218,218,100.0,09052
9,53,192,192,100.0,09053
9,54,195,195,100.0,09054
9,55,113,113,100.0,09055
9,56,126,126,100.0,09056
9,57,135,135,100.0,09057
9,58,174,174,100.0,09058
10,1,129,129,100.0,10001
10,2,152,152,100.0,10002
10,3,208,208,100.0,10003
10,4,160,160,100.0,10004
10,5,151,151,100.0,10005
10,6,173,173,100.0,10006
10,7,45,45,100.0,10007
10,8,175,175,100.0,10008
10,9,184,184,100.0,10009
10,10,169,169,100.0,10010
10,11,183,183,100.0,10011
10,12,147,147,100.0,10012
10,13,148,148,100.0,10013
10,14,190,190,100.0,10014
10,15,85,85,100.0,10015
10,16,165,165,100.0,10016
10,17,167,167,100.0,10017
10,18,123,123,100.0,10018
10,19,211,211,100.0,10019
10,20,152,152,100.0,10020
10,21,149,149,100.0,10021
10,22,63,63,100.0,10022
10,23,139,139,100.0,10023
10,24,175,175,100.0,10024
10,25,216,216,100.0,10025
10,26,145,145,100.0,10026
10,27,225,225,100.0,10027
10,28,200,200,100.0,10028
10,29,163,163,100.0,10029
10,30,220,220,100.0,10030
10,31,183,183,100.0,10031
10,32,191,191,100.0,10032
10,33,169,169,100.0,10033
10,34,163,163,100.0,10034
10,35,162,162,100.0,10035
10,36,213,213,100.0,10036
10,37,144,144,100.0,10037
10,38,195,195,100.0,10038
10,39,165,165,100.0,10039
10,40,161,161,100.0,10040
10,41,209,209,100.0,10041
10,42,184,184,100.0,10042
10,43,80,80,100.0,10043
10,44,159,159,100.0,10044
10,45,112,112,100.0,10045
10,46,174,174,100.0,10046
10,47,150,150,100.0,10047
10,48,144,144,100.0,10048
10,49,121,121,100.0,10049
11,1,250,250,100.0,11001
11,2,204,204,100.0,11002
11,3,185,185,100.0,11003
11,4,281,281,100.0,11004
11,5,160,160,100.0,11005
11,6,317,317,100.0,11006
11,7,191,191,100.0,11007
11,8,236,236,100.0,11008
11,9,239,239,100.0,11009
11,10,137,137,100.0,11010
11,11,254,254,100.0,11011
11,12,268,268,100.0,11012
11,13,267,267,100.0,11013
11,14,183,183,100.0,11014
11,15,202,202,100.0,11015
11,16,248,248,100.0,11016
11,17,300,300,100.0,11017
11,18,171,171,100.0,11018
11,19,203,203,100.0,11019
11,20,191,191,100.0,11020
11,21,334,334,100.0,11021
11,22,219,219,100.0,11022
11,23,208,208,100.0,11023
11,24,367,367,100.0,11024
11,25,168,168,100.0,11025
11,26,328,328,100.0,11026
11,27,210,210,100.0,11027
11,28,196,196,100.0,11028
11,29,290,290,100.0,11029
11,30,226,226,100.0,11030
11,31,210,210,100.0,11031
11,32,204,204,100.0,11032
11,33,178,178,100.0,11033
11,34,122,122,100.0,11034
11,35,312,312,100.0,11035
11,36,58,58,100.0,11036
11,37,242,242,100.0,11037
11,38,335,335,100.0,11038
11,39,334,334,100.0,11039
11,40,142,142,100.0,11040
11,41,132,132,100.0,11041
11,42,207,207,100.0,11042
11,43,314,314,100.0,11043
11,44,215,215,100.0,11044
11,45,151,151,100.0,11045
11,46,137,137,100.0,11046
11,47,212,212,100.0,11047
11,48,132,132,100.0,11048
11,49,209,209,100.0,11049
11,50,179,179,100.0,11050
12,1,73,73,100.0,12001
12,2,118,118,100.0,12002
12,3,97,97,100.0,12003
12,4,102,102,100.0,12004
12,5,140,140,100.0,12005
12,6,73,73,100.0,12006
12,7,43,43,100.0,12007
12,8,207,207,100.0,12008
12,9,81,81,100.0,12009
12,10,67,67,100.0,12010
12,11,108,108,100.0,12011
12,12,77,77,100.0,12012
12,13,105,105,100.0,12013
12,14,89,89,100.0,12014
12,15,105,105,100.0,12015
12,16,120,120,100.0,12016
12,17,82,82,100.0,12017
12,18,122,122,100.0,12018
12,19,115,115,100.0,12019
12,20,128,128,100.0,12020
12,21,150,150,100.0,12021
12,22,83,83,100.0,12022
12,23,83,83,100.0,12023
12,24,146,146,100.0,12024
12,25,111,111,100.0,12025
12,26,120,120,100.0,12026
12,27,71,71,100.0,12027
12,28,126,126,100.0,12028
12,29,143,143,100.0,12029
13,1,224,224,100.0,13001
13,2,183,183,100.0,13002
13,3,233,233,100.0,13003
13,4,326,326,100.0,13004
13,5,190,190,100.0,13005
13,6,209,209,100.0,13006
13,7,185,185,100.0,13007
13,8,239,239,100.0,13008
13,9,219,219,100.0,13009
13,10,194,194,100.0,13010
13,11,196,196,100.0,13011
13,12,228,228,100.0,13012
13,13,206,206,100.0,13013
13,14,158,158,100.0,13014
13,15,218,218,100.0,13015
13,16,177,177,100.0,13016
13,17,229,229,100.0,13017
13,18,187,187,100.0,13018
13,19,151,151,100.0,13019
13,20,201,201,100.0,13020
13,21,139,139,100.0,13021
13,22,178,178,100.0,13022
13,23,140,140,100.0,13023
13,24,212,212,100.0,13024
13,25,194,194,100.0,13025
13,26,135,135,100.0,13026
13,27,249,249,100.0,13027
13,28,169,169,100.0,13028
13,29,223,223,100.0,13029
13,30,183,183,100.0,13030
13,31,206,206,100.0,13031
13,32,205,205,100.0,13032
13,33,192,192,100.0,13033
13,34,183,183,100.0,13034
13,35,221,221,100.0,13035
13,36,137,137,100.0,13036
13,37,148,148,100.0,13037
13,38,228,228,100.0,13038
13,39,206,206,100.0,13039
13,40,187,187,100.0,13040
13,41,171,171,100.0,13041
13,42,214,214,100.0,13042
13,43,159,159,100.0,13043
13,44,151,151,100.0,13044
13,45,265,265,100.0,13045
13,46,205,205,100.0,13046
13,47,204,204,100.0,13047
13,48,210,210,100.0,13048
13,49,215,215,100.0,13049
13,50,187,187,100.0,13050
13,51,182,182,100.0,13051
13,52,242,242,100.0,13052
13,53,243,243,100.0,13053
13,54,198,198,100.0,13054
14,1,110,110,100.0,14001
14,2,131,131,100.0,14002
14,3,184,184,100.0,14003
14,4,131,131,100.0,14004
14,5,142,142,100.0,14005
14,6,131,131,100.0,14006
14,7,144,144,100.0,14007
14,8,95,95,100.0,14008
14,9,163,163,100.0,14009
14,10,141,141,100.0,14010
14,11,137,137,100.0,14011
14,12,104,104,100.0,14012
14,13,170,170,100.0,14013
14,14,117,117,100.0,14014
14,15,192,192,100.0,14015
14,16,169,169,100.0,14016
14,17,130,130,100.0,14017
14,18,122,122,100.0,14018
14,19,182,182,100.0,14019
14,20,116,116,100.0,14020
14,21,115,115,100.0,14021
14,22,151,151,100.0,14022
14,23,105,105,100.0,14023
14,24,102,102,100.0,14024
14,25,172,172,100.0,14025
14,26,116,116,100.0,14026
14,27,106,106,100.0,14027
14,28,172,172,100.0,14028
14,29,148,148,100.0,14029
14,30,123,123,100.0,14030
14,31,127,127,100.0,14031
14,32,114,114,100.0,14032
14,33,91,91,100.0,14033
14,34,89,89,100.0,14034
14,35,69,69,100.0,14035
14,36,176,176,100.0,14036
14,37,125,125,100.0,14037
15,1,110,110,100.0,15001
15,2,146,146,100.0,15002
15,3,167,167,100.0,15003
15,4,166,166,100.0,15004
15,5,151,151,100.0,15005
15,6,137,137,100.0,15006
15,7,134,134,100.0,15007
15,8,207,207,100.0,15008
15,9,172,172,100.0,15009
15,10,145,145,100.0,15010
15,11,166,166,100.0,15011
15,12,98,98,100.0,15012
15,13,114,114,100.0,15013
15,14,174,174,100.0,15014
15,15,179,179,100.0,15015
15,16,121,121,100.0,15016
15,17,173,173,100.0,15017
15,18,129,129,100.0,15018
15,19,151,151,100.0,15019
15,20,149,149,100.0,15020
15,21,156,156,100.0,15021
15,22,172,172,100.0,15022
15,23,134,134,100.0,15023
15,24,148,148,100.0,15024
15,25,168,168,100.0,15025
15,26,121,121,100.0,15026
15,27,110,110,100.0,15027
15,28,213,213,100.0,15028
15,29,79,79,100.0,15029
15,30,169,169,100.0,15030
15,31,125,125,100.0,15031
15,32,183,183,100.0,15032
15,33,138,138,100.0,15033
15,34,127,127,100.0,15034
15,35,146,146,100.0,15035
15,36,127,127,100.0,15036
15,37,140,140,100.0,15037
15,38,117,117,100.0,15038
15,39,155,155,100.0,15039
15,40,150,150,100.0,15040
15,41,221,221,100.0,15041
15,42,103,103,100.0,15042
15,43,153,153,100.0,15043
15,44,155,155,100.0,15044
15,45,74,74,100.0,15045
15,46,145,145,100.0,15046
15,47,170,170,100.0,15047
15,48,116,116,100.0,15048
15,49,119,119,100.0,15049
15,50,150,150,100.0,15050
15,51,115,115,100.0,15051
15,52,90,90,100.0,15052
16,1,97,97,100.0,16001
16,2,119,119,100.0,16002
16,3,177,177,100.0,16003
16,4,147,147,100.0,16004
16,5,166,166,100.0,16005
16,6,60,60,100.0,16006
16,7,150,150,100.0,16007
16,8,128,128,100.0,16008
16,9,217,217,100.0,16009
16,10,123,123,100.0,16010
16,11,200,200,100.0,16011
16,12,117,117,100.0,16012
16,13,130,130,100.0,16013
16,14,164,164,100.0,16014
16,15,181,181,100.0,16015
16,16,157,157,100.0,16016
16,17,232,232,100.0,16017
16,18,153,153,100.0,16018
16,19,120,120,100.0,16019
16,20,162,162,100.0,16020
16,21,156,156,100.0,16021
16,22,116,116,100.0,16022
16,23,152,152,100.0,16023
