ward,precinct,total,YES,YES Percent,NO,NO Percent,precinct_id
1,1,154,108,70.13,46,29.87,01001
1,2,188,131,69.68,57,30.32,01002
1,3,129,92,71.32,37,28.68,01003
1,4,147,107,72.79,40,27.21,01004
1,5,146,109,74.66,37,25.34,01005
1,6,140,96,68.57,44,31.43,01006
1,7,176,127,72.16,49,27.84,01007
1,8,137,99,72.26,38,27.74,01008
1,9,157,105,66.88,52,33.12,01009
1,10,134,83,61.94,51,38.06,01010
1,11,173,117,67.63,56,32.37,01011
1,12,136,93,68.38,43,31.62,01012
1,13,130,96,73.85,34,26.15,01013
1,14,187,137,73.26,50,26.74,01014
1,15,80,61,76.25,19,23.75,01015
1,16,63,47,74.6,16,25.4,01016
1,17,152,107,70.39,45,29.61,01017
1,18,114,80,70.18,34,29.82,01018
1,19,197,145,73.6,52,26.4,01019
1,20,102,75,73.53,27,26.47,01020
1,21,223,149,66.82,74,33.18,01021
1,22,139,106,76.26,33,23.74,01022
1,23,159,120,75.47,39,24.53,01023
1,24,195,136,69.74,59,30.26,01024
1,25,124,77,62.1,47,37.9,01025
1,26,155,111,71.61,44,28.39,01026
1,27,137,95,69.34,42,30.66,01027
1,28,155,108,69.68,47,30.32,01028
1,29,109,76,69.72,33,30.28,01029
1,30,177,143,80.79,34,19.21,01030
1,31,126,73,57.94,53,42.06,01031
1,32,94,74,78.72,20,21.28,01032
1,33,161,106,65.84,55,34.16,01033
1,34,78,60,76.92,18,23.08,01034
1,35,97,61,62.89,36,37.11,01035
1,36,218,145,66.51,73,33.49,01036
1,37,158,117,74.05,41,25.95,01037
1,38,72,54,75.0,18,25.0,01038
1,39,189,127,67.2,62,32.8,01039
2,1,232,159,68.53,73,31.47,02001
2,2,7,5,71.43,2,28.57,02002
2,3,114,93,81.58,21,18.42,02003
2,4,91,74,81.32,17,18.68,02004
2,5,86,77,89.53,9,10.47,02005
2,6,118,81,68.64,37,31.36,02006
2,7,187,160,85.56,27,14.44,02007
2,8,219,147,67.12,72,32.88,02008
2,9,117,94,80.34,23,19.66,02009
2,10,77,59,76.62,18,23.38,02010
