ward,precinct,total,Jeb Bush,Jeb Bush Percent,Chris Christie,Chris Christie Percent,Donald J. Trump,Donald J. Trump Percent,Ted Cruz,Ted Cruz Percent,Marco Rubio,Marco Rubio Percent,Rand Paul,Rand Paul Percent,Carly Fiorina,Carly Fiorina Percent,Mike Huckabee,Mike Huckabee Percent,Rick Santorum,Rick Santorum Percent,John R. Kasich,John R. Kasich Percent,Ben Carson,Ben Carson Percent,precinct_id
1,1,41,1,2.44,0,0.0,14,34.15,8,19.51,6,14.63,0,0.0,0,0.0,0,0.0,0,0.0,11,26.83,1,2.44,01001
1,2,28,1,3.57,0,0.0,10,35.71,5,17.86,4,14.29,1,3.57,0,0.0,0,0.0,0,0.0,7,25.0,0,0.0,01002
1,3,63,0,0.0,0,0.0,8,12.7,14,22.22,12,19.05,0,0.0,0,0.0,0,0.0,0,0.0,29,46.03,0,0.0,01003
1,4,75,0,0.0,0,0.0,16,21.33,13,17.33,18,24.0,0,0.0,0,0.0,0,0.0,0,0.0,28,37.33,0,0.0,01004
1,5,57,0,0.0,0,0.0,13,22.81,8,14.04,12,21.05,0,0.0,0,0.0,0,0.0,0,0.0,23,40.35,1,1.75,01005
1,6,62,1,1.61,0,0.0,18,29.03,9,14.52,7,11.29,0,0.0,0,0.0,0,0.0,0,0.0,27,43.55,0,0.0,01006
1,7,19,0,0.0,0,0.0,8,42.11,5,26.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,31.58,0,0.0,01007
1,8,37,0,0.0,0,0.0,13,35.14,7,18.92,3,8.11,1,2.7,0,0.0,0,0.0,0,0.0,13,35.14,0,0.0,01008
1,9,30,0,0.0,1,3.33,9,30.0,7,23.33,6,20.0,1,3.33,0,0.0,0,0.0,2,6.67,4,13.33,0,0.0,01009
1,10,64,0,0.0,0,0.0,14,21.88,10,15.63,10,15.63,0,0.0,1,1.56,0,0.0,0,0.0,29,45.31,0,0.0,01010
1,11,74,0,0.0,0,0.0,16,21.62,17,22.97,13,17.57,0,0.0,0,0.0,0,0.0,1,1.35,26,35.14,1,1.35,01011
1,12,69,1,1.45,0,0.0,28,40.58,13,18.84,7,10.14,1,1.45,0,0.0,0,0.0,0,0.0,19,27.54,0,0.0,01012
1,13,24,0,0.0,0,0.0,6,25.0,7,29.17,4,16.67,0,0.0,0,0.0,0,0.0,0,0.0,7,29.17,0,0.0,01013
1,14,51,0,0.0,0,0.0,8,15.69,8,15.69,8,15.69,0,0.0,0,0.0,0,0.0,0,0.0,27,52.94,0,0.0,01014
1,15,37,0,0.0,0,0.0,9,24.32,9,24.32,4,10.81,0,0.0,0,0.0,0,0.0,0,0.0,15,40.54,0,0.0,01015
1,16,21,0,0.0,0,0.0,4,19.05,3,14.29,4,19.05,1,4.76,0,0.0,0,0.0,0,0.0,9,42.86,0,0.0,01016
1,17,17,0,0.0,0,0.0,6,35.29,3,17.65,2,11.76,0,0.0,1,5.88,0,0.0,0,0.0,5,29.41,0,0.0,01017
1,18,29,1,3.45,1,3.45,8,27.59,1,3.45,10,34.48,0,0.0,1,3.45,0,0.0,0,0.0,7,24.14,0,0.0,01018
1,19,37,0,0.0,0,0.0,11,29.73,7,18.92,8,21.62,2,5.41,0,0.0,0,0.0,0,0.0,8,21.62,1,2.7,01019
1,20,18,1,5.56,0,0.0,9,50.0,1,5.56,4,22.22,0,0.0,0,0.0,0,0.0,0,0.0,3,16.67,0,0.0,01020
1,21,76,0,0.0,0,0.0,5,6.58,3,3.95,12,15.79,1,1.32,0,0.0,1,1.32,0,0.0,54,71.05,0,0.0,01021
1,22,25,0,0.0,0,0.0,3,12.0,7,28.0,6,24.0,1,4.0,0,0.0,0,0.0,0,0.0,8,32.0,0,0.0,01022
1,23,47,0,0.0,0,0.0,14,29.79,17,36.17,4,8.51,1,2.13,0,0.0,0,0.0,0,0.0,11,23.4,0,0.0,01023
1,24,25,0,0.0,0,0.0,8,32.0,6,24.0,5,20.0,0,0.0,0,0.0,0,0.0,0,0.0,6,24.0,0,0.0,01024
1,25,38,1,2.63,0,0.0,12,31.58,8,21.05,10,26.32,0,0.0,0,0.0,0,0.0,0,0.0,7,18.42,0,0.0,01025
1,26,21,1,4.76,0,0.0,9,42.86,5,23.81,2,9.52,0,0.0,0,0.0,0,0.0,1,4.76,2,9.52,1,4.76,01026
1,27,66,0,0.0,0,0.0,9,13.64,24,36.36,9,13.64,0,0.0,1,1.52,0,0.0,0,0.0,23,34.85,0,0.0,01027
1,28,6,0,0.0,0,0.0,5,83.33,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,01028
1,29,60,1,1.67,0,0.0,11,18.33,14,23.33,11,18.33,0,0.0,0,0.0,0,0.0,0,0.0,22,36.67,1,1.67,01029
1,30,32,0,0.0,0,0.0,10,31.25,11,34.38,6,18.75,0,0.0,0,0.0,0,0.0,0,0.0,4,12.5,1,3.13,01030
1,31,46,1,2.17,0,0.0,8,17.39,13,28.26,10,21.74,1,2.17,0,0.0,0,0.0,0,0.0,13,28.26,0,0.0,01031
1,32,49,1,2.04,0,0.0,17,34.69,8,16.33,4,8.16,1,2.04,0,0.0,0,0.0,0,0.0,18,36.73,0,0.0,01032
1,33,62,0,0.0,1,1.61,15,24.19,9,14.52,15,24.19,0,0.0,0,0.0,0,0.0,0,0.0,22,35.48,0,0.0,01033
1,34,30,0,0.0,0,0.0,7,23.33,10,33.33,3,10.0,0,0.0,0,0.0,0,0.0,0,0.0,10,33.33,0,0.0,01034
