ward,precinct,total,Luis V. Gutierrez,Luis V. Gutierrez Percent,precinct_id
1,1,33,33,100.0,01001
1,2,71,71,100.0,01002
1,3,57,57,100.0,01003
1,4,91,91,100.0,01004
1,5,75,75,100.0,01005
1,7,73,73,100.0,01007
1,8,88,88,100.0,01008
1,9,95,95,100.0,01009
1,10,88,88,100.0,01010
1,11,65,65,100.0,01011
1,12,99,99,100.0,01012
1,13,123,123,100.0,01013
1,14,74,74,100.0,01014
1,15,83,83,100.0,01015
1,16,54,54,100.0,01016
1,17,59,59,100.0,01017
1,18,88,88,100.0,01018
1,19,59,59,100.0,01019
1,20,109,109,100.0,01020
1,21,66,66,100.0,01021
1,22,79,79,100.0,01022
1,23,69,69,100.0,01023
1,24,152,152,100.0,01024
1,25,55,55,100.0,01025
1,26,58,58,100.0,01026
1,27,59,59,100.0,01027
1,28,30,30,100.0,01028
1,29,82,82,100.0,01029
1,30,138,138,100.0,01030
1,31,67,67,100.0,01031
1,32,104,104,100.0,01032
1,33,101,101,100.0,01033
1,34,51,51,100.0,01034
1,35,54,54,100.0,01035
1,36,85,85,100.0,01036
1,37,78,78,100.0,01037
1,38,47,47,100.0,01038
1,39,80,80,100.0,01039
1,40,25,25,100.0,01040
1,41,65,65,100.0,01041
1,42,50,50,100.0,01042
1,43,80,80,100.0,01043
1,44,3,3,100.0,01044
1,45,98,98,100.0,01045
1,46,80,80,100.0,01046
1,47,72,72,100.0,01047
1,48,58,58,100.0,01048
1,49,40,40,100.0,01049
1,50,58,58,100.0,01050
3,13,79,79,100.0,03013
11,1,1,1,100.0,11001
11,3,93,93,100.0,11003
11,10,78,78,100.0,11010
11,18,16,16,100.0,11018
11,26,0,0,0.0,11026
11,30,10,10,100.0,11030
12,1,66,66,100.0,12001
12,2,89,89,100.0,12002
12,3,78,78,100.0,12003
12,4,47,47,100.0,12004
12,5,76,76,100.0,12005
12,6,65,65,100.0,12006
12,7,103,103,100.0,12007
12,8,126,126,100.0,12008
12,9,67,67,100.0,12009
12,10,82,82,100.0,12010
12,11,134,134,100.0,12011
12,12,51,51,100.0,12012
12,13,106,106,100.0,12013
12,14,94,94,100.0,12014
12,15,73,73,100.0,12015
12,16,79,79,100.0,12016
12,17,106,106,100.0,12017
12,18,67,67,100.0,12018
12,19,100,100,100.0,12019
12,20,74,74,100.0,12020
12,21,79,79,100.0,12021
12,22,79,79,100.0,12022
12,23,104,104,100.0,12023
12,24,108,108,100.0,12024
13,3,181,181,100.0,13003
14,1,86,86,100.0,14001
14,3,165,165,100.0,14003
14,4,96,96,100.0,14004
14,5,180,180,100.0,14005
14,6,136,136,100.0,14006
14,7,103,103,100.0,14007
14,8,83,83,100.0,14008
14,9,163,163,100.0,14009
14,10,108,108,100.0,14010
14,11,120,120,100.0,14011
14,12,103,103,100.0,14012
14,13,171,171,100.0,14013
14,14,89,89,100.0,14014
14,15,147,147,100.0,14015
14,16,100,100,100.0,14016
14,17,116,116,100.0,14017
14,18,81,81,100.0,14018
14,19,153,153,100.0,14019
14,20,92,92,100.0,14020
14,21,139,139,100.0,14021
14,22,132,132,100.0,14022
14,23,120,120,100.0,14023
14,24,100,100,100.0,14024
14,26,114,114,100.0,14026
14,27,160,160,100.0,14027
14,29,156,156,100.0,14029
14,30,105,105,100.0,14030
14,31,113,113,100.0,14031
14,32,117,117,100.0,14032
14,33,98,98,100.0,14033
14,34,137,137,100.0,14034
14,35,109,109,100.0,14035
16,21,74,74,100.0,16021
16,32,63,63,100.0,16032
20,4,78,78,100.0,20004
20,8,45,45,100.0,20008
20,15,84,84,100.0,20015
20,21,50,50,100.0,20021
22,1,81,81,100.0,22001
22,2,77,77,100.0,22002
22,3,136,136,100.0,22003
22,4,104,104,100.0,22004
22,5,127,127,100.0,22005
22,6,124,124,100.0,22006
22,8,57,57,100.0,22008
22,9,122,122,100.0,22009
22,10,142,142,100.0,22010
22,11,104,104,100.0,22011
22,12,95,95,100.0,22012
22,13,146,146,100.0,22013
22,14,66,66,100.0,22014
22,15,70,70,100.0,22015
22,16,135,135,100.0,22016
22,17,126,126,100.0,22017
22,18,122,122,100.0,22018
22,20,122,122,100.0,22020
22,22,79,79,100.0,22022
22,23,145,145,100.0,22023
22,24,98,98,100.0,22024
22,25,101,101,100.0,22025
22,26,89,89,100.0,22026
22,27,151,151,100.0,22027
