ward,precinct,total,Kimberly Neely Dubuclet,Kimberly Neely Dubuclet Percent,Rachel Wales,Rachel Wales Percent,precinct_id
1,1,556,392,70.5,164,29.5,01001
1,2,448,317,70.76,131,29.24,01002
1,3,584,445,76.2,139,23.8,01003
1,4,575,420,73.04,155,26.96,01004
1,5,600,441,73.5,159,26.5,01005
1,6,493,347,70.39,146,29.61,01006
1,7,382,256,67.02,126,32.98,01007
1,8,435,342,78.62,93,21.38,01008
1,9,393,274,69.72,119,30.28,01009
1,10,654,485,74.16,169,25.84,01010
1,11,617,413,66.94,204,33.06,01011
1,12,599,407,67.95,192,32.05,01012
1,13,241,164,68.05,77,31.95,01013
1,14,474,374,78.9,100,21.1,01014
1,15,459,320,69.72,139,30.28,01015
1,16,626,462,73.8,164,26.2,01016
1,17,445,320,71.91,125,28.09,01017
1,18,498,354,71.08,144,28.92,01018
1,19,584,408,69.86,176,30.14,01019
1,20,412,284,68.93,128,31.07,01020
1,21,707,521,73.69,186,26.31,01021
1,22,334,249,74.55,85,25.45,01022
1,23,728,487,66.9,241,33.1,01023
1,24,445,325,73.03,120,26.97,01024
1,25,502,344,68.53,158,31.47,01025
1,26,333,251,75.38,82,24.62,01026
1,27,553,413,74.68,140,25.32,01027
1,28,120,111,92.5,9,7.5,01028
1,29,611,461,75.45,150,24.55,01029
1,30,549,385,70.13,164,29.87,01030
1,31,475,357,75.16,118,24.84,01031
1,32,492,340,69.11,152,30.89,01032
1,33,581,411,70.74,170,29.26,01033
1,34,424,293,69.1,131,30.9,01034
1,35,615,438,71.22,177,28.78,01035
1,36,528,387,73.3,141,26.7,01036
1,37,512,363,70.9,149,29.1,01037
1,38,470,329,70.0,141,30.0,01038
1,39,445,317,71.24,128,28.76,01039
1,40,489,361,73.82,128,26.18,01040
1,41,304,206,67.76,98,32.24,01041
1,42,164,112,68.29,52,31.71,01042
1,43,329,246,74.77,83,25.23,01043
1,44,471,323,68.58,148,31.42,01044
2,1,599,419,69.95,180,30.05,02001
2,2,387,300,77.52,87,22.48,02002
2,3,603,445,73.8,158,26.2,02003
2,4,465,340,73.12,125,26.88,02004
2,5,637,443,69.54,194,30.46,02005
2,6,505,365,72.28,140,27.72,02006
2,7,486,358,73.66,128,26.34,02007
2,8,625,454,72.64,171,27.36,02008
2,9,451,332,73.61,119,26.39,02009
2,10,398,313,78.64,85,21.36,02010
2,11,527,421,79.89,106,20.11,02011
2,12,479,405,84.55,74,15.45,02012
2,13,447,345,77.18,102,22.82,02013
2,14,544,356,65.44,188,34.56,02014
2,15,512,377,73.63,135,26.37,02015
2,16,466,338,72.53,128,27.47,02016
2,17,623,451,72.39,172,27.61,02017
2,18,490,367,74.9,123,25.1,02018
2,19,351,255,72.65,96,27.35,02019
2,20,561,406,72.37,155,27.63,02020
2,21,546,385,70.51,161,29.49,02021
2,22,531,405,76.27,126,23.73,02022
2,23,336,261,77.68,75,22.32,02023
2,24,457,360,78.77,97,21.23,02024
2,25,557,419,75.22,138,24.78,02025
2,26,444,360,81.08,84,18.92,02026
2,27,448,335,74.78,113,25.22,02027
2,28,554,428,77.26,126,22.74,02028
2,29,563,436,77.44,127,22.56,02029
2,30,432,298,68.98,134,31.02,02030
2,31,566,403,71.2,163,28.8,02031
2,32,395,294,74.43,101,25.57,02032
2,33,720,553,76.81,167,23.19,02033
2,34,399,305,76.44,94,23.56,02034
2,35,618,465,75.24,153,24.76,02035
2,36,553,436,78.84,117,21.16,02036
2,37,467,368,78.8,99,21.2,02037
2,38,441,344,78.0,97,22.0,02038
2,39,321,223,69.47,98,30.53,02039
2,40,687,534,77.73,153,22.27,02040
2,41,505,400,79.21,105,20.79,02041
2,42,578,453,78.37,125,21.63,02042
2,43,658,512,77.81,146,22.19,02043
2,44,300,238,79.33,62,20.67,02044
2,45,585,458,78.29,127,21.71,02045
2,46,272,187,68.75,85,31.25,02046
3,1,614,571,93.0,43,7.0,03001
3,2,577,540,93.59,37,6.41,03002
3,3,416,365,87.74,51,12.26,03003
3,4,517,479,92.65,38,7.35,03004
3,5,297,274,92.26,23,7.74,03005
3,6,654,477,72.94,177,27.06,03006
3,7,304,273,89.8,31,10.2,03007
3,8,390,361,92.56,29,7.44,03008
3,9,483,441,91.3,42,8.7,03009
3,10,223,209,93.72,14,6.28,03010
3,11,501,459,91.62,42,8.38,03011
3,12,480,438,91.25,42,8.75,03012
3,13,559,418,74.78,141,25.22,03013
3,14,558,442,79.21,116,20.79,03014
3,15,444,417,93.92,27,6.08,03015
3,16,417,389,93.29,28,6.71,03016
3,17,682,551,80.79,131,19.21,03017
3,18,703,615,87.48,88,12.52,03018
3,19,552,424,76.81,128,23.19,03019
3,20,503,465,92.45,38,7.55,03020
3,21,534,430,80.52,104,19.48,03021
3,22,671,499,74.37,172,25.63,03022
3,23,403,371,92.06,32,7.94,03023
3,24,398,369,92.71,29,7.29,03024
3,25,822,638,77.62,184,22.38,03025
3,26,559,430,76.92,129,23.08,03026
3,27,640,472,73.75,168,26.25,03027
3,28,310,290,93.55,20,6.45,03028
3,29,459,431,93.9,28,6.1,03029
3,30,414,378,91.3,36,8.7,03030
3,31,519,473,91.14,46,8.86,03031
3,32,596,468,78.52,128,21.48,03032
3,33,600,472,78.67,128,21.33,03033
3,34,632,511,80.85,121,19.15,03034
3,35,228,208,91.23,20,8.77,03035
3,36,250,237,94.8,13,5.2,03036
3,37,434,400,92.17,34,7.83,03037
3,38,390,357,91.54,33,8.46,03038
3,39,823,628,76.31,195,23.69,03039
3,40,515,447,86.8,68,13.2,03040
3,41,330,267,80.91,63,19.09,03041
4,1,757,553,73.05,204,26.95,04001
4,2,660,514,77.88,146,22.12,04002
4,3,396,369,93.18,27,6.82,04003
4,4,674,618,91.69,56,8.31,04004
4,5,499,444,88.98,55,11.02,04005
4,6,587,535,91.14,52,8.86,04006
4,7,598,545,91.14,53,8.86,04007
4,8,535,487,91.03,48,8.97,04008
4,9,572,513,89.69,59,10.31,04009
4,10,614,548,89.25,66,10.75,04010
4,11,526,483,91.83,43,8.17,04011
4,12,577,537,93.07,40,6.93,04012
4,13,632,475,75.16,157,24.84,04013
4,14,514,466,90.66,48,9.34,04014
4,15,620,569,91.77,51,8.23,04015
4,16,865,682,78.84,183,21.16,04016
4,17,663,492,74.21,171,25.79,04017
4,18,477,441,92.45,36,7.55,04018
4,19,375,359,95.73,16,4.27,04019
4,20,466,370,79.4,96,20.6,04020
4,21,724,552,76.24,172,23.76,04021
4,22,521,443,85.03,78,14.97,04022
4,23,692,523,75.58,169,24.42,04023
4,24,472,398,84.32,74,15.68,04024
4,25,575,435,75.65,140,24.35,04025
4,26,481,443,92.1,38,7.9,04026
4,27,663,514,77.53,149,22.47,04027
4,28,432,390,90.28,42,9.72,04028
4,29,427,396,92.74,31,7.26,04029
4,30,685,645,94.16,40,5.84,04030
4,31,521,473,90.79,48,9.21,04031
4,32,562,518,92.17,44,7.83,04032
4,33,512,419,81.84,93,18.16,04033
4,34,438,399,91.1,39,8.9,04034
4,35,586,547,93.34,39,6.66,04035
4,36,581,525,90.36,56,9.64,04036
4,37,933,751,80.49,182,19.51,04037
4,38,542,498,91.88,44,8.12,04038
5,1,387,367,94.83,20,5.17,05001
5,2,323,301,93.19,22,6.81,05002
5,3,547,401,73.31,146,26.69,05003
5,4,657,532,80.97,125,19.03,05004
5,5,421,379,90.02,42,9.98,05005
5,6,369,346,93.77,23,6.23,05006
5,7,503,440,87.48,63,12.52,05007
5,8,520,368,70.77,152,29.23,05008
5,9,601,504,83.86,97,16.14,05009
5,10,361,343,95.01,18,4.99,05010
5,11,515,397,77.09,118,22.91,05011
5,12,306,284,92.81,22,7.19,05012
5,13,396,363,91.67,33,8.33,05013
5,14,374,342,91.44,32,8.56,05014
5,15,452,370,81.86,82,18.14,05015
5,16,441,397,90.02,44,9.98,05016
5,17,400,375,93.75,25,6.25,05017
5,18,479,374,78.08,105,21.92,05018
5,19,465,340,73.12,125,26.88,05019
5,20,578,463,80.1,115,19.9,05020
5,21,535,380,71.03,155,28.97,05021
5,22,562,464,82.56,98,17.44,05022
5,23,844,668,79.15,176,20.85,05023
5,24,546,420,76.92,126,23.08,05024
5,25,433,403,93.07,30,6.93,05025
5,26,463,426,92.01,37,7.99,05026
5,27,564,398,70.57,166,29.43,05027
5,28,504,452,89.68,52,10.32,05028
5,29,481,431,89.6,50,10.4,05029
5,30,320,291,90.94,29,9.06,05030
5,31,359,341,94.99,18,5.01,05031
5,32,583,532,91.25,51,8.75,05032
5,33,513,484,94.35,29,5.65,05033
5,34,563,426,75.67,137,24.33,05034
5,35,589,445,75.55,144,24.45,05035
5,36,269,254,94.42,15,5.58,05036
5,37,530,422,79.62,108,20.38,05037
5,38,419,388,92.6,31,7.4,05038
5,39,391,317,81.07,74,18.93,05039
5,40,338,305,90.24,33,9.76,05040
5,41,272,244,89.71,28,10.29,05041
6,1,424,411,96.93,13,3.07,06001
6,2,400,377,94.25,23,5.75,06002
6,3,422,405,95.97,17,4.03,06003
6,4,306,293,95.75,13,4.25,06004
6,5,268,258,96.27,10,3.73,06005
6,6,404,373,92.33,31,7.67,06006
6,7,353,333,94.33,20,5.67,06007
6,8,380,358,94.21,22,5.79,06008
6,9,343,322,93.88,21,6.12,06009
6,10,227,211,92.95,16,7.05,06010
6,11,340,321,94.41,19,5.59,06011
6,12,280,266,95.0,14,5.0,06012
6,13,298,281,94.3,17,5.7,06013
6,14,354,338,95.48,16,4.52,06014
6,15,312,292,93.59,20,6.41,06015
6,16,396,363,91.67,33,8.33,06016
6,17,257,240,93.39,17,6.61,06017
6,18,278,262,94.24,16,5.76,06018
6,19,350,329,94.0,21,6.0,06019
6,20,220,206,93.64,14,6.36,06020
6,21,202,189,93.56,13,6.44,06021
6,22,227,214,94.27,13,5.73,06022
6,23,205,195,95.12,10,4.88,06023
6,24,199,187,93.97,12,6.03,06024
6,25,205,189,92.2,16,7.8,06025
6,26,283,262,92.58,21,7.42,06026
6,27,215,204,94.88,11,5.12,06027
6,28,183,172,93.99,11,6.01,06028
6,29,401,380,94.76,21,5.24,06029
6,30,305,277,90.82,28,9.18,06030
6,31,391,370,94.63,21,5.37,06031
6,32,354,329,92.94,25,7.06,06032
6,33,374,345,92.25,29,7.75,06033
6,34,385,367,95.32,18,4.68,06034
6,35,349,331,94.84,18,5.16,06035
6,36,450,424,94.22,26,5.78,06036
6,37,396,360,90.91,36,9.09,06037
6,38,402,378,94.03,24,5.97,06038
6,39,305,282,92.46,23,7.54,06039
6,40,341,317,92.96,24,7.04,06040
6,41,383,362,94.52,21,5.48,06041
6,42,382,359,93.98,23,6.02,06042
6,43,342,322,94.15,20,5.85,06043
6,44,370,349,94.32,21,5.68,06044
6,45,412,382,92.72,30,7.28,06045
6,46,261,247,94.64,14,5.36,06046
6,47,274,253,92.34,21,7.66,06047
6,48,400,376,94.0,24,6.0,06048
7,1,342,321,93.86,21,6.14,07001
7,2,350,335,95.71,15,4.29,07002
7,3,389,361,92.8,28,7.2,07003
7,4,372,348,93.55,24,6.45,07004
7,5,311,279,89.71,32,10.29,07005
7,6,474,432,91.14,42,8.86,07006
7,7,355,337,94.93,18,5.07,07007
7,8,304,272,89.47,32,10.53,07008
7,9,633,582,91.94,51,8.06,07009
7,10,413,392,94.92,21,5.08,07010
7,11,392,363,92.6,29,7.4,07011
7,12,347,329,94.81,18,5.19,07012
7,13,232,213,91.81,19,8.19,07013
7,14,388,360,92.78,28,7.22,07014
7,15,354,326,92.09,28,7.91,07015
7,16,283,263,92.93,20,7.07,07016
7,17,306,285,93.14,21,6.86,07017
7,18,325,289,88.92,36,11.08,07018
7,19,343,322,93.88,21,6.12,07019
7,20,278,259,93.17,19,6.83,07020
7,21,272,255,93.75,17,6.25,07021
7,22,313,288,92.01,25,7.99,07022
7,23,354,333,94.07,21,5.93,07023
7,24,300,278,92.67,22,7.33,07024
7,25,292,270,92.47,22,7.53,07025
7,26,295,282,95.59,13,4.41,07026
7,27,297,280,94.28,17,5.72,07027
7,28,268,247,92.16,21,7.84,07028
7,29,306,281,91.83,25,8.17,07029
7,30,257,232,90.27,25,9.73,07030
7,31,245,232,94.69,13,5.31,07031
7,32,486,457,94.03,29,5.97,07032
7,33,479,459,95.82,20,4.18,07033
7,34,436,408,93.58,28,6.42,07034
7,35,390,360,92.31,30,7.69,07035
7,36,426,399,93.66,27,6.34,07036
7,37,375,351,93.6,24,6.4,07037
7,38,311,292,93.89,19,6.11,07038
7,39,330,309,93.64,21,6.36,07039
7,40,305,298,97.7,7,2.3,07040
7,41,362,343,94.75,19,5.25,07041
7,42,303,290,95.71,13,4.29,07042
7,43,360,343,95.28,17,4.72,07043
7,44,309,295,95.47,14,4.53,07044
7,45,342,324,94.74,18,5.26,07045
7,46,152,145,95.39,7,4.61,07046
8,1,322,292,90.68,30,9.32,08001
8,2,353,329,93.2,24,6.8,08002
8,3,432,403,93.29,29,6.71,08003
8,4,425,405,95.29,20,4.71,08004
8,5,426,406,95.31,20,4.69,08005
8,6,393,370,94.15,23,5.85,08006
8,7,434,412,94.93,22,5.07,08007
8,8,369,348,94.31,21,5.69,08008
8,9,259,246,94.98,13,5.02,08009
8,10,482,442,91.7,40,8.3,08010
8,11,317,291,91.8,26,8.2,08011
8,12,337,321,95.25,16,4.75,08012
8,13,432,400,92.59,32,7.41,08013
8,14,279,266,95.34,13,4.66,08014
8,15,340,315,92.65,25,7.35,08015
8,16,120,118,98.33,2,1.67,08016
8,17,341,330,96.77,11,3.23,08017
8,18,362,341,94.2,21,5.8,08018
8,19,410,382,93.17,28,6.83,08019
8,20,432,399,92.36,33,7.64,08020
8,21,475,453,95.37,22,4.63,08021
8,22,355,335,94.37,20,5.63,08022
8,23,319,301,94.36,18,5.64,08023
8,24,232,209,90.09,23,9.91,08024
8,25,363,337,92.84,26,7.16,08025
8,26,356,332,93.26,24,6.74,08026
8,27,415,397,95.66,18,4.34,08027
8,28,392,366,93.37,26,6.63,08028
8,29,433,405,93.53,28,6.47,08029
8,30,399,365,91.48,34,8.52,08030
8,31,285,265,92.98,20,7.02,08031
8,32,316,306,96.84,10,3.16,08032
8,33,359,335,93.31,24,6.69,08033
8,34,358,339,94.69,19,5.31,08034
8,35,415,390,93.98,25,6.02,08035
8,36,407,391,96.07,16,3.93,08036
