ward,precinct,total,Toni Preckwinkle,Toni Preckwinkle Percent,precinct_id
1,1,512,512,100.0,01001
1,2,425,425,100.0,01002
1,3,561,561,100.0,01003
1,4,535,535,100.0,01004
1,5,573,573,100.0,01005
1,6,452,452,100.0,01006
1,7,353,353,100.0,01007
1,8,411,411,100.0,01008
1,9,379,379,100.0,01009
1,10,615,615,100.0,01010
1,11,573,573,100.0,01011
1,12,545,545,100.0,01012
1,13,223,223,100.0,01013
1,14,447,447,100.0,01014
1,15,426,426,100.0,01015
1,16,580,580,100.0,01016
1,17,429,429,100.0,01017
1,18,466,466,100.0,01018
1,19,549,549,100.0,01019
1,20,394,394,100.0,01020
1,21,665,665,100.0,01021
1,22,310,310,100.0,01022
1,23,679,679,100.0,01023
1,24,414,414,100.0,01024
1,25,465,465,100.0,01025
1,26,303,303,100.0,01026
1,27,505,505,100.0,01027
1,28,114,114,100.0,01028
1,29,577,577,100.0,01029
1,30,521,521,100.0,01030
1,31,425,425,100.0,01031
1,32,453,453,100.0,01032
1,33,528,528,100.0,01033
1,34,381,381,100.0,01034
1,35,565,565,100.0,01035
1,36,479,479,100.0,01036
1,37,475,475,100.0,01037
1,38,437,437,100.0,01038
1,39,422,422,100.0,01039
1,40,451,451,100.0,01040
1,41,282,282,100.0,01041
1,42,153,153,100.0,01042
1,43,294,294,100.0,01043
1,44,434,434,100.0,01044
2,1,541,541,100.0,02001
2,2,345,345,100.0,02002
2,3,550,550,100.0,02003
2,4,430,430,100.0,02004
2,5,563,563,100.0,02005
2,6,475,475,100.0,02006
2,7,446,446,100.0,02007
2,8,565,565,100.0,02008
2,9,395,395,100.0,02009
2,10,356,356,100.0,02010
2,11,464,464,100.0,02011
2,12,437,437,100.0,02012
2,13,409,409,100.0,02013
2,14,511,511,100.0,02014
2,15,466,466,100.0,02015
2,16,443,443,100.0,02016
2,17,575,575,100.0,02017
2,18,452,452,100.0,02018
2,19,307,307,100.0,02019
2,20,504,504,100.0,02020
2,21,514,514,100.0,02021
2,22,473,473,100.0,02022
2,23,307,307,100.0,02023
2,24,425,425,100.0,02024
2,25,521,521,100.0,02025
2,26,410,410,100.0,02026
2,27,383,383,100.0,02027
2,28,499,499,100.0,02028
2,29,506,506,100.0,02029
2,30,374,374,100.0,02030
2,31,509,509,100.0,02031
2,32,346,346,100.0,02032
2,33,639,639,100.0,02033
2,34,351,351,100.0,02034
2,35,576,576,100.0,02035
2,36,495,495,100.0,02036
2,37,429,429,100.0,02037
2,38,387,387,100.0,02038
2,39,283,283,100.0,02039
2,40,629,629,100.0,02040
2,41,473,473,100.0,02041
2,42,516,516,100.0,02042
2,43,600,600,100.0,02043
2,44,269,269,100.0,02044
2,45,534,534,100.0,02045
2,46,233,233,100.0,02046
3,1,580,580,100.0,03001
3,2,544,544,100.0,03002
3,3,377,377,100.0,03003
3,4,477,477,100.0,03004
3,5,273,273,100.0,03005
3,6,588,588,100.0,03006
3,7,292,292,100.0,03007
3,8,375,375,100.0,03008
3,9,445,445,100.0,03009
3,10,204,204,100.0,03010
3,11,461,461,100.0,03011
3,12,440,440,100.0,03012
3,13,510,510,100.0,03013
3,14,516,516,100.0,03014
3,15,407,407,100.0,03015
3,16,393,393,100.0,03016
3,17,621,621,100.0,03017
3,18,658,658,100.0,03018
3,19,492,492,100.0,03019
3,20,472,472,100.0,03020
3,21,499,499,100.0,03021
3,22,613,613,100.0,03022
3,23,386,386,100.0,03023
3,24,373,373,100.0,03024
3,25,711,711,100.0,03025
3,26,496,496,100.0,03026
3,27,571,571,100.0,03027
3,28,295,295,100.0,03028
3,29,433,433,100.0,03029
3,30,391,391,100.0,03030
3,31,475,475,100.0,03031
3,32,551,551,100.0,03032
3,33,552,552,100.0,03033
3,34,577,577,100.0,03034
3,35,212,212,100.0,03035
3,36,238,238,100.0,03036
3,37,407,407,100.0,03037
3,38,367,367,100.0,03038
3,39,730,730,100.0,03039
3,40,476,476,100.0,03040
3,41,304,304,100.0,03041
4,1,717,717,100.0,04001
4,2,596,596,100.0,04002
4,3,384,384,100.0,04003
4,4,633,633,100.0,04004
4,5,435,435,100.0,04005
4,6,550,550,100.0,04006
4,7,555,555,100.0,04007
4,8,507,507,100.0,04008
4,9,527,527,100.0,04009
4,10,583,583,100.0,04010
4,11,467,467,100.0,04011
4,12,530,530,100.0,04012
4,13,590,590,100.0,04013
4,14,485,485,100.0,04014
4,15,582,582,100.0,04015
4,16,797,797,100.0,04016
4,17,603,603,100.0,04017
4,18,449,449,100.0,04018
4,19,350,350,100.0,04019
4,20,428,428,100.0,04020
4,21,667,667,100.0,04021
4,22,491,491,100.0,04022
4,23,667,667,100.0,04023
4,24,455,455,100.0,04024
4,25,527,527,100.0,04025
4,26,445,445,100.0,04026
4,27,629,629,100.0,04027
4,28,387,387,100.0,04028
4,29,396,396,100.0,04029
4,30,640,640,100.0,04030
4,31,492,492,100.0,04031
4,32,524,524,100.0,04032
4,33,476,476,100.0,04033
4,34,406,406,100.0,04034
4,35,538,538,100.0,04035
4,36,540,540,100.0,04036
4,37,850,850,100.0,04037
4,38,518,518,100.0,04038
5,1,372,372,100.0,05001
5,2,297,297,100.0,05002
5,3,534,534,100.0,05003
5,4,625,625,100.0,05004
5,5,405,405,100.0,05005
5,6,334,334,100.0,05006
5,7,490,490,100.0,05007
5,8,507,507,100.0,05008
5,9,571,571,100.0,05009
5,10,346,346,100.0,05010
5,11,496,496,100.0,05011
5,12,276,276,100.0,05012
5,13,379,379,100.0,05013
5,14,342,342,100.0,05014
5,15,422,422,100.0,05015
5,16,411,411,100.0,05016
5,17,368,368,100.0,05017
5,18,438,438,100.0,05018
5,19,448,448,100.0,05019
5,20,551,551,100.0,05020
5,21,514,514,100.0,05021
5,22,535,535,100.0,05022
5,23,810,810,100.0,05023
5,24,527,527,100.0,05024
5,25,405,405,100.0,05025
5,26,429,429,100.0,05026
5,27,545,545,100.0,05027
5,28,471,471,100.0,05028
5,29,465,465,100.0,05029
5,30,289,289,100.0,05030
5,31,342,342,100.0,05031
5,32,557,557,100.0,05032
5,33,489,489,100.0,05033
5,34,548,548,100.0,05034
5,35,576,576,100.0,05035
5,36,256,256,100.0,05036
5,37,536,536,100.0,05037
5,38,387,387,100.0,05038
5,39,384,384,100.0,05039
5,40,304,304,100.0,05040
5,41,258,258,100.0,05041
6,1,401,401,100.0,06001
6,2,374,374,100.0,06002
6,3,380,380,100.0,06003
6,4,280,280,100.0,06004
6,5,250,250,100.0,06005
6,6,376,376,100.0,06006
6,7,317,317,100.0,06007
6,8,340,340,100.0,06008
6,9,314,314,100.0,06009
6,10,207,207,100.0,06010
6,11,319,319,100.0,06011
6,12,263,263,100.0,06012
6,13,273,273,100.0,06013
6,14,321,321,100.0,06014
6,15,306,306,100.0,06015
6,16,362,362,100.0,06016
6,17,236,236,100.0,06017
6,18,262,262,100.0,06018
6,19,318,318,100.0,06019
6,20,212,212,100.0,06020
6,21,188,188,100.0,06021
6,22,213,213,100.0,06022
6,23,195,195,100.0,06023
6,24,199,199,100.0,06024
6,25,189,189,100.0,06025
6,26,260,260,100.0,06026
6,27,195,195,100.0,06027
6,28,181,181,100.0,06028
6,29,364,364,100.0,06029
6,30,276,276,100.0,06030
6,31,367,367,100.0,06031
6,32,327,327,100.0,06032
6,33,357,357,100.0,06033
6,34,354,354,100.0,06034
6,35,321,321,100.0,06035
6,36,428,428,100.0,06036
6,37,353,353,100.0,06037
6,38,359,359,100.0,06038
6,39,289,289,100.0,06039
6,40,310,310,100.0,06040
6,41,352,352,100.0,06041
6,42,368,368,100.0,06042
6,43,317,317,100.0,06043
6,44,352,352,100.0,06044
6,45,359,359,100.0,06045
6,46,234,234,100.0,06046
6,47,248,248,100.0,06047
6,48,386,386,100.0,06048
7,1,312,312,100.0,07001
7,2,324,324,100.0,07002
7,3,359,359,100.0,07003
7,4,354,354,100.0,07004
7,5,282,282,100.0,07005
7,6,445,445,100.0,07006
7,7,343,343,100.0,07007
7,8,274,274,100.0,07008
7,9,589,589,100.0,07009
7,10,392,392,100.0,07010
7,11,361,361,100.0,07011
7,12,318,318,100.0,07012
7,13,213,213,100.0,07013
7,14,354,354,100.0,07014
7,15,319,319,100.0,07015
7,16,266,266,100.0,07016
7,17,293,293,100.0,07017
7,18,296,296,100.0,07018
7,19,315,315,100.0,07019
7,20,264,264,100.0,07020
7,21,250,250,100.0,07021
7,22,270,270,100.0,07022
7,23,321,321,100.0,07023
7,24,285,285,100.0,07024
7,25,279,279,100.0,07025
7,26,267,267,100.0,07026
7,27,274,274,100.0,07027
7,28,247,247,100.0,07028
7,29,284,284,100.0,07029
7,30,231,231,100.0,07030
7,31,225,225,100.0,07031
7,32,426,426,100.0,07032
7,33,442,442,100.0,07033
7,34,399,399,100.0,07034
7,35,361,361,100.0,07035
7,36,396,396,100.0,07036
7,37,344,344,100.0,07037
7,38,286,286,100.0,07038
7,39,294,294,100.0,07039
7,40,290,290,100.0,07040
7,41,334,334,100.0,07041
7,42,270,270,100.0,07042
7,43,341,341,100.0,07043
7,44,286,286,100.0,07044
7,45,327,327,100.0,07045
7,46,143,143,100.0,07046
8,1,310,310,100.0,08001
8,2,326,326,100.0,08002
8,3,392,392,100.0,08003
8,4,404,404,100.0,08004
8,5,386,386,100.0,08005
8,6,359,359,100.0,08006
8,7,403,403,100.0,08007
8,8,342,342,100.0,08008
8,9,235,235,100.0,08009
8,10,446,446,100.0,08010
8,11,293,293,100.0,08011
8,12,311,311,100.0,08012
8,13,395,395,100.0,08013
8,14,269,269,100.0,08014
8,15,324,324,100.0,08015
8,16,105,105,100.0,08016
8,17,314,314,100.0,08017
8,18,338,338,100.0,08018
8,19,374,374,100.0,08019
8,20,382,382,100.0,08020
8,21,427,427,100.0,08021
8,22,333,333,100.0,08022
8,23,286,286,100.0,08023
8,24,205,205,100.0,08024
8,25,335,335,100.0,08025
8,26,326,326,100.0,08026
8,27,379,379,100.0,08027
8,28,375,375,100.0,08028
8,29,392,392,100.0,08029
8,30,365,365,100.0,08030
8,31,261,261,100.0,08031
8,32,292,292,100.0,08032
8,33,336,336,100.0,08033
8,34,322,322,100.0,08034
8,35,361,361,100.0,08035
8,36,374,374,100.0,08036
8,37,283,283,100.0,08037
8,38,231,231,100.0,08038
8,39,352,352,100.0,08039
8,40,264,264,100.0,08040
8,41,391,391,100.0,08041
8,42,438,438,100.0,08042
8,43,182,182,100.0,08043
8,44,245,245,100.0,08044
8,45,337,337,100.0,08045
8,46,283,283,100.0,08046
8,47,286,286,100.0,08047
8,48,322,322,100.0,08048
8,49,315,315,100.0,08049
8,50,343,343,100.0,08050
8,51,373,373,100.0,08051
8,52,416,416,100.0,08052
8,53,201,201,100.0,08053
8,54,287,287,100.0,08054
8,55,274,274,100.0,08055
8,56,350,350,100.0,08056
9,1,326,326,100.0,09001
9,2,297,297,100.0,09002
9,3,253,253,100.0,09003
9,4,258,258,100.0,09004
9,5,315,315,100.0,09005
9,6,305,305,100.0,09006
9,7,275,275,100.0,09007
9,8,314,314,100.0,09008
9,9,338,338,100.0,09009
9,10,276,276,100.0,09010
9,11,220,220,100.0,09011
9,12,368,368,100.0,09012
9,13,385,385,100.0,09013
9,14,402,402,100.0,09014
9,15,374,374,100.0,09015
9,16,289,289,100.0,09016
9,17,214,214,100.0,09017
9,18,239,239,100.0,09018
9,19,310,310,100.0,09019
9,20,318,318,100.0,09020
9,21,284,284,100.0,09021
9,22,330,330,100.0,09022
9,23,374,374,100.0,09023
9,24,337,337,100.0,09024
9,25,334,334,100.0,09025
9,26,375,375,100.0,09026
9,27,286,286,100.0,09027
9,28,205,205,100.0,09028
9,29,293,293,100.0,09029
9,30,262,262,100.0,09030
9,31,263,263,100.0,09031
9,32,322,322,100.0,09032
9,33,264,264,100.0,09033
9,34,235,235,100.0,09034
9,35,335,335,100.0,09035
9,36,272,272,100.0,09036
9,37,435,435,100.0,09037
9,38,360,360,100.0,09038
9,39,354,354,100.0,09039
9,40,353,353,100.0,09040
9,41,265,265,100.0,09041
9,42,327,327,100.0,09042
9,43,296,296,100.0,09043
9,44,285,285,100.0,09044
9,45,270,270,100.0,09045
9,46,328,328,100.0,09046
9,47,329,329,100.0,09047
9,48,373,373,100.0,09048
9,49,349,349,100.0,09049
9,50,429,429,100.0,09050
9,51,323,323,100.0,09051
10,1,295,295,100.0,10001
10,2,257,257,100.0,10002
10,3,275,275,100.0,10003
10,4,247,247,100.0,10004
10,5,213,213,100.0,10005
10,6,242,242,100.0,10006
10,7,226,226,100.0,10007
10,8,206,206,100.0,10008
10,9,215,215,100.0,10009
10,10,280,280,100.0,10010
10,11,350,350,100.0,10011
10,12,189,189,100.0,10012
10,13,281,281,100.0,10013
10,14,362,362,100.0,10014
10,15,590,590,100.0,10015
10,16,213,213,100.0,10016
10,17,354,354,100.0,10017
10,18,211,211,100.0,10018
10,19,270,270,100.0,10019
10,20,296,296,100.0,10020
10,21,302,302,100.0,10021
10,22,187,187,100.0,10022
10,23,266,266,100.0,10023
10,24,253,253,100.0,10024
10,25,89,89,100.0,10025
10,26,230,230,100.0,10026
10,27,307,307,100.0,10027
10,28,326,326,100.0,10028
10,29,282,282,100.0,10029
10,30,262,262,100.0,10030
10,31,228,228,100.0,10031
10,32,294,294,100.0,10032
10,33,211,211,100.0,10033
10,34,225,225,100.0,10034
10,35,304,304,100.0,10035
10,36,80,80,100.0,10036
11,1,313,313,100.0,11001
11,2,27,27,100.0,11002
11,3,377,377,100.0,11003
11,4,287,287,100.0,11004
11,5,471,471,100.0,11005
11,6,575,575,100.0,11006
11,7,601,601,100.0,11007
11,8,342,342,100.0,11008
11,9,268,268,100.0,11009
11,10,298,298,100.0,11010
11,11,365,365,100.0,11011
11,12,355,355,100.0,11012
11,13,322,322,100.0,11013
11,14,162,162,100.0,11014
11,15,124,124,100.0,11015
11,16,221,221,100.0,11016
11,17,438,438,100.0,11017
11,18,231,231,100.0,11018
11,19,436,436,100.0,11019
11,20,223,223,100.0,11020
11,21,388,388,100.0,11021
11,22,378,378,100.0,11022
11,23,195,195,100.0,11023
11,24,341,341,100.0,11024
11,25,450,450,100.0,11025
11,26,377,377,100.0,11026
11,27,123,123,100.0,11027
11,28,136,136,100.0,11028
11,29,342,342,100.0,11029
11,30,154,154,100.0,11030
11,31,283,283,100.0,11031
11,32,145,145,100.0,11032
11,33,443,443,100.0,11033
11,34,110,110,100.0,11034
11,35,86,86,100.0,11035
11,36,145,145,100.0,11036
11,37,97,97,100.0,11037
11,38,189,189,100.0,11038
12,1,299,299,100.0,12001
12,2,267,267,100.0,12002
12,3,414,414,100.0,12003
12,4,343,343,100.0,12004
12,5,253,253,100.0,12005
12,6,311,311,100.0,12006
12,7,304,304,100.0,12007
12,8,327,327,100.0,12008
12,9,255,255,100.0,12009
12,10,394,394,100.0,12010
12,11,328,328,100.0,12011
12,12,312,312,100.0,12012
12,13,291,291,100.0,12013
12,14,311,311,100.0,12014
12,15,248,248,100.0,12015
12,16,285,285,100.0,12016
12,17,318,318,100.0,12017
12,18,283,283,100.0,12018
12,19,313,313,100.0,12019
12,20,391,391,100.0,12020
12,21,306,306,100.0,12021
12,22,276,276,100.0,12022
12,23,316,316,100.0,12023
13,1,210,210,100.0,13001
13,2,194,194,100.0,13002
13,3,245,245,100.0,13003
13,4,229,229,100.0,13004
13,5,337,337,100.0,13005
13,6,220,220,100.0,13006
13,7,214,214,100.0,13007
13,8,198,198,100.0,13008
13,9,287,287,100.0,13009
13,10,190,190,100.0,13010
13,11,256,256,100.0,13011
13,12,241,241,100.0,13012
13,13,270,270,100.0,13013
13,14,289,289,100.0,13014
13,15,398,398,100.0,13015
13,16,198,198,100.0,13016
13,17,204,204,100.0,13017
13,18,175,175,100.0,13018
13,19,328,328,100.0,13019
13,20,125,125,100.0,13020
13,21,239,239,100.0,13021
13,22,245,245,100.0,13022
13,23,200,200,100.0,13023
13,24,274,274,100.0,13024
13,25,268,268,100.0,13025
13,26,249,249,100.0,13026
13,27,248,248,100.0,13027
13,28,224,224,100.0,13028
13,29,200,200,100.0,13029
13,30,230,230,100.0,13030
13,31,244,244,100.0,13031
13,32,184,184,100.0,13032
13,33,248,248,100.0,13033
13,34,315,315,100.0,13034
13,35,247,247,100.0,13035
13,36,180,180,100.0,13036
13,37,309,309,100.0,13037
13,38,191,191,100.0,13038
13,39,287,287,100.0,13039
13,40,274,274,100.0,13040
13,41,320,320,100.0,13041
13,42,200,200,100.0,13042
13,43,266,266,100.0,13043
13,44,269,269,100.0,13044
13,45,269,269,100.0,13045
13,46,338,338,100.0,13046
13,47,305,305,100.0,13047
13,48,197,197,100.0,13048
14,1,241,241,100.0,14001
14,2,374,374,100.0,14002
14,3,314,314,100.0,14003
14,4,241,241,100.0,14004
