ward,precinct,total,Yes,Yes Percent,No,No Percent,precinct_id
1,1,421,158,37.53,263,62.47,01001
1,2,370,167,45.14,203,54.86,01002
1,3,443,199,44.92,244,55.08,01003
1,4,408,202,49.51,206,50.49,01004
1,5,442,197,44.57,245,55.43,01005
1,6,389,190,48.84,199,51.16,01006
1,7,298,133,44.63,165,55.37,01007
1,8,310,135,43.55,175,56.45,01008
1,9,272,98,36.03,174,63.97,01009
1,10,506,250,49.41,256,50.59,01010
1,11,480,220,45.83,260,54.17,01011
1,12,465,180,38.71,285,61.29,01012
1,13,193,76,39.38,117,60.62,01013
1,14,366,143,39.07,223,60.93,01014
1,15,361,154,42.66,207,57.34,01015
1,16,499,202,40.48,297,59.52,01016
1,17,342,139,40.64,203,59.36,01017
1,18,393,164,41.73,229,58.27,01018
1,19,402,162,40.3,240,59.7,01019
1,20,327,121,37.0,206,63.0,01020
1,21,501,215,42.91,286,57.09,01021
1,22,263,121,46.01,142,53.99,01022
1,23,593,189,31.87,404,68.13,01023
1,24,343,138,40.23,205,59.77,01024
1,25,393,165,41.98,228,58.02,01025
1,26,245,109,44.49,136,55.51,01026
1,27,408,183,44.85,225,55.15,01027
1,28,62,42,67.74,20,32.26,01028
1,29,491,221,45.01,270,54.99,01029
1,30,450,171,38.0,279,62.0,01030
1,31,366,165,45.08,201,54.92,01031
1,32,368,147,39.95,221,60.05,01032
1,33,454,190,41.85,264,58.15,01033
1,34,345,130,37.68,215,62.32,01034
1,35,476,205,43.07,271,56.93,01035
1,36,410,174,42.44,236,57.56,01036
1,37,392,197,50.26,195,49.74,01037
1,38,393,177,45.04,216,54.96,01038
1,39,361,145,40.17,216,59.83,01039
1,40,370,195,52.7,175,47.3,01040
1,41,241,95,39.42,146,60.58,01041
1,42,138,62,44.93,76,55.07,01042
1,43,251,107,42.63,144,57.37,01043
1,44,354,145,40.96,209,59.04,01044
2,1,435,178,40.92,257,59.08,02001
2,2,300,156,52.0,144,48.0,02002
2,3,427,190,44.5,237,55.5,02003
2,4,347,125,36.02,222,63.98,02004
2,5,491,191,38.9,300,61.1,02005
2,6,391,194,49.62,197,50.38,02006
2,7,368,187,50.82,181,49.18,02007
2,8,464,200,43.1,264,56.9,02008
2,9,330,179,54.24,151,45.76,02009
2,10,304,144,47.37,160,52.63,02010
2,11,402,213,52.99,189,47.01,02011
2,12,350,190,54.29,160,45.71,02012
2,13,316,149,47.15,167,52.85,02013
2,14,451,178,39.47,273,60.53,02014
2,15,383,181,47.26,202,52.74,02015
2,16,344,163,47.38,181,52.62,02016
2,17,495,173,34.95,322,65.05,02017
2,18,365,176,48.22,189,51.78,02018
2,19,253,106,41.9,147,58.1,02019
2,20,441,235,53.29,206,46.71,02020
2,21,414,155,37.44,259,62.56,02021
2,22,402,196,48.76,206,51.24,02022
2,23,262,119,45.42,143,54.58,02023
2,24,334,187,55.99,147,44.01,02024
2,25,427,209,48.95,218,51.05,02025
2,26,288,137,47.57,151,52.43,02026
2,27,312,152,48.72,160,51.28,02027
2,28,406,192,47.29,214,52.71,02028
2,29,399,220,55.14,179,44.86,02029
2,30,339,180,53.1,159,46.9,02030
2,31,453,225,49.67,228,50.33,02031
2,32,295,147,49.83,148,50.17,02032
2,33,557,266,47.76,291,52.24,02033
2,34,318,132,41.51,186,58.49,02034
2,35,462,265,57.36,197,42.64,02035
2,36,379,197,51.98,182,48.02,02036
2,37,369,184,49.86,185,50.14,02037
2,38,345,165,47.83,180,52.17,02038
2,39,239,114,47.7,125,52.3,02039
2,40,474,270,56.96,204,43.04,02040
2,41,402,244,60.7,158,39.3,02041
2,42,403,228,56.58,175,43.42,02042
2,43,498,264,53.01,234,46.99,02043
2,44,234,119,50.85,115,49.15,02044
2,45,427,249,58.31,178,41.69,02045
2,46,205,95,46.34,110,53.66,02046
3,1,484,257,53.1,227,46.9,03001
3,2,434,224,51.61,210,48.39,03002
3,3,273,156,57.14,117,42.86,03003
3,4,406,186,45.81,220,54.19,03004
3,5,225,129,57.33,96,42.67,03005
3,6,506,260,51.38,246,48.62,03006
3,7,223,127,56.95,96,43.05,03007
3,8,285,152,53.33,133,46.67,03008
3,9,370,191,51.62,179,48.38,03009
3,10,140,75,53.57,65,46.43,03010
3,11,392,186,47.45,206,52.55,03011
3,12,383,194,50.65,189,49.35,03012
3,13,448,197,43.97,251,56.03,03013
3,14,428,201,46.96,227,53.04,03014
3,15,261,130,49.81,131,50.19,03015
3,16,308,148,48.05,160,51.95,03016
3,17,530,254,47.92,276,52.08,03017
3,18,544,286,52.57,258,47.43,03018
3,19,435,230,52.87,205,47.13,03019
3,20,355,181,50.99,174,49.01,03020
3,21,412,235,57.04,177,42.96,03021
3,22,519,248,47.78,271,52.22,03022
3,23,300,179,59.67,121,40.33,03023
3,24,305,183,60.0,122,40.0,03024
3,25,630,321,50.95,309,49.05,03025
3,26,471,222,47.13,249,52.87,03026
3,27,508,258,50.79,250,49.21,03027
3,28,236,143,60.59,93,39.41,03028
3,29,339,189,55.75,150,44.25,03029
3,30,308,140,45.45,168,54.55,03030
3,31,402,195,48.51,207,51.49,03031
3,32,448,231,51.56,217,48.44,03032
3,33,492,232,47.15,260,52.85,03033
3,34,467,230,49.25,237,50.75,03034
3,35,185,84,45.41,101,54.59,03035
3,36,207,123,59.42,84,40.58,03036
3,37,364,202,55.49,162,44.51,03037
3,38,293,142,48.46,151,51.54,03038
3,39,632,303,47.94,329,52.06,03039
3,40,377,190,50.4,187,49.6,03040
3,41,270,123,45.56,147,54.44,03041
4,1,640,237,37.03,403,62.97,04001
4,2,533,245,45.97,288,54.03,04002
4,3,308,162,52.6,146,47.4,04003
4,4,537,248,46.18,289,53.82,04004
4,5,391,155,39.64,236,60.36,04005
4,6,416,204,49.04,212,50.96,04006
4,7,488,228,46.72,260,53.28,04007
4,8,436,180,41.28,256,58.72,04008
4,9,447,183,40.94,264,59.06,04009
4,10,518,250,48.26,268,51.74,04010
4,11,405,196,48.4,209,51.6,04011
4,12,488,229,46.93,259,53.07,04012
4,13,499,227,45.49,272,54.51,04013
4,14,409,201,49.14,208,50.86,04014
4,15,531,253,47.65,278,52.35,04015
4,16,674,293,43.47,381,56.53,04016
4,17,527,212,40.23,315,59.77,04017
4,18,414,221,53.38,193,46.62,04018
4,19,283,131,46.29,152,53.71,04019
4,20,354,145,40.96,209,59.04,04020
4,21,582,257,44.16,325,55.84,04021
4,22,417,149,35.73,268,64.27,04022
4,23,573,176,30.72,397,69.28,04023
4,24,372,136,36.56,236,63.44,04024
4,25,460,195,42.39,265,57.61,04025
4,26,388,218,56.19,170,43.81,04026
4,27,542,181,33.39,361,66.61,04027
4,28,348,163,46.84,185,53.16,04028
4,29,361,181,50.14,180,49.86,04029
4,30,542,268,49.45,274,50.55,04030
4,31,407,146,35.87,261,64.13,04031
4,32,487,219,44.97,268,55.03,04032
4,33,423,192,45.39,231,54.61,04033
4,34,349,155,44.41,194,55.59,04034
4,35,488,215,44.06,273,55.94,04035
4,36,464,231,49.78,233,50.22,04036
4,37,784,402,51.28,382,48.72,04037
4,38,444,195,43.92,249,56.08,04038
5,1,313,160,51.12,153,48.88,05001
5,2,246,121,49.19,125,50.81,05002
5,3,430,127,29.53,303,70.47,05003
5,4,530,195,36.79,335,63.21,05004
5,5,322,156,48.45,166,51.55,05005
5,6,298,136,45.64,162,54.36,05006
5,7,409,185,45.23,224,54.77,05007
5,8,439,97,22.1,342,77.9,05008
5,9,492,163,33.13,329,66.87,05009
5,10,309,135,43.69,174,56.31,05010
5,11,437,137,31.35,300,68.65,05011
5,12,249,126,50.6,123,49.4,05012
5,13,313,152,48.56,161,51.44,05013
5,14,319,146,45.77,173,54.23,05014
5,15,349,139,39.83,210,60.17,05015
5,16,333,167,50.15,166,49.85,05016
5,17,298,151,50.67,147,49.33,05017
5,18,384,135,35.16,249,64.84,05018
5,19,408,130,31.86,278,68.14,05019
5,20,458,171,37.34,287,62.66,05020
5,21,447,152,34.0,295,66.0,05021
5,22,455,166,36.48,289,63.52,05022
5,23,674,229,33.98,445,66.02,05023
5,24,426,142,33.33,284,66.67,05024
5,25,358,137,38.27,221,61.73,05025
5,26,368,191,51.9,177,48.1,05026
5,27,450,146,32.44,304,67.56,05027
5,28,416,192,46.15,224,53.85,05028
5,29,413,190,46.0,223,54.0,05029
5,30,225,116,51.56,109,48.44,05030
5,31,288,157,54.51,131,45.49,05031
5,32,451,210,46.56,241,53.44,05032
5,33,375,202,53.87,173,46.13,05033
5,34,453,119,26.27,334,73.73,05034
5,35,497,167,33.6,330,66.4,05035
5,36,200,112,56.0,88,44.0,05036
5,37,433,152,35.1,281,64.9,05037
5,38,307,169,55.05,138,44.95,05038
5,39,333,106,31.83,227,68.17,05039
5,40,270,107,39.63,163,60.37,05040
5,41,217,57,26.27,160,73.73,05041
6,1,342,179,52.34,163,47.66,06001
6,2,318,157,49.37,161,50.63,06002
6,3,336,173,51.49,163,48.51,06003
6,4,243,140,57.61,103,42.39,06004
6,5,215,104,48.37,111,51.63,06005
6,6,353,168,47.59,185,52.41,06006
6,7,308,148,48.05,160,51.95,06007
6,8,312,136,43.59,176,56.41,06008
6,9,265,142,53.58,123,46.42,06009
6,10,194,102,52.58,92,47.42,06010
6,11,248,132,53.23,116,46.77,06011
6,12,220,138,62.73,82,37.27,06012
6,13,241,111,46.06,130,53.94,06013
6,14,227,123,54.19,104,45.81,06014
6,15,228,132,57.89,96,42.11,06015
6,16,329,159,48.33,170,51.67,06016
6,17,198,113,57.07,85,42.93,06017
6,18,160,91,56.88,69,43.13,06018
6,19,272,133,48.9,139,51.1,06019
6,20,162,101,62.35,61,37.65,06020
6,21,159,97,61.01,62,38.99,06021
