ward,precinct,total,Bobby L. Rush,Bobby L. Rush Percent,precinct_id
3,2,45,45,100.0,03002
3,4,135,135,100.0,03004
3,7,151,151,100.0,03007
3,12,17,17,100.0,03012
3,18,60,60,100.0,03018
3,23,19,19,100.0,03023
3,30,112,112,100.0,03030
3,31,3,3,100.0,03031
3,35,58,58,100.0,03035
3,38,198,198,100.0,03038
3,41,111,111,100.0,03041
4,1,106,106,100.0,04001
4,3,125,125,100.0,04003
4,4,48,48,100.0,04004
4,8,179,179,100.0,04008
4,9,252,252,100.0,04009
4,11,40,40,100.0,04011
4,12,149,149,100.0,04012
4,14,123,123,100.0,04014
4,15,133,133,100.0,04015
4,18,148,148,100.0,04018
4,19,143,143,100.0,04019
4,22,99,99,100.0,04022
4,23,110,110,100.0,04023
4,24,119,119,100.0,04024
4,26,148,148,100.0,04026
4,27,93,93,100.0,04027
4,28,164,164,100.0,04028
4,29,71,71,100.0,04029
4,30,121,121,100.0,04030
4,31,227,227,100.0,04031
4,32,133,133,100.0,04032
4,33,158,158,100.0,04033
4,36,64,64,100.0,04036
4,38,196,196,100.0,04038
5,2,86,86,100.0,05002
5,3,75,75,100.0,05003
5,4,112,112,100.0,05004
5,5,145,145,100.0,05005
5,7,111,111,100.0,05007
5,8,75,75,100.0,05008
5,9,112,112,100.0,05009
5,10,37,37,100.0,05010
5,11,37,37,100.0,05011
5,12,59,59,100.0,05012
5,13,111,111,100.0,05013
5,15,127,127,100.0,05015
5,16,108,108,100.0,05016
5,17,109,109,100.0,05017
5,18,84,84,100.0,05018
5,19,78,78,100.0,05019
5,20,121,121,100.0,05020
5,21,92,92,100.0,05021
5,22,91,91,100.0,05022
5,24,89,89,100.0,05024
5,25,30,30,100.0,05025
5,27,42,42,100.0,05027
5,30,82,82,100.0,05030
5,33,131,131,100.0,05033
5,34,53,53,100.0,05034
5,35,55,55,100.0,05035
5,39,60,60,100.0,05039
6,1,158,158,100.0,06001
6,2,122,122,100.0,06002
6,3,138,138,100.0,06003
6,4,79,79,100.0,06004
6,5,88,88,100.0,06005
6,6,130,130,100.0,06006
6,7,95,95,100.0,06007
6,8,150,150,100.0,06008
6,9,90,90,100.0,06009
6,10,67,67,100.0,06010
6,11,93,93,100.0,06011
6,12,69,69,100.0,06012
6,13,103,103,100.0,06013
6,14,101,101,100.0,06014
6,15,77,77,100.0,06015
6,16,148,148,100.0,06016
6,17,82,82,100.0,06017
6,18,107,107,100.0,06018
6,19,104,104,100.0,06019
6,20,72,72,100.0,06020
6,21,4,4,100.0,06021
6,22,59,59,100.0,06022
6,23,61,61,100.0,06023
6,24,52,52,100.0,06024
6,25,59,59,100.0,06025
6,26,63,63,100.0,06026
6,27,59,59,100.0,06027
6,28,53,53,100.0,06028
6,29,149,149,100.0,06029
6,30,80,80,100.0,06030
6,31,131,131,100.0,06031
6,32,97,97,100.0,06032
6,33,117,117,100.0,06033
6,34,106,106,100.0,06034
6,35,103,103,100.0,06035
6,36,141,141,100.0,06036
6,37,160,160,100.0,06037
6,38,145,145,100.0,06038
6,39,89,89,100.0,06039
6,40,110,110,100.0,06040
6,41,127,127,100.0,06041
6,42,101,101,100.0,06042
6,43,102,102,100.0,06043
6,44,100,100,100.0,06044
6,45,136,136,100.0,06045
6,46,90,90,100.0,06046
6,47,93,93,100.0,06047
6,48,103,103,100.0,06048
7,1,77,77,100.0,07001
8,1,69,69,100.0,08001
8,2,86,86,100.0,08002
8,3,202,202,100.0,08003
8,4,53,53,100.0,08004
8,5,180,180,100.0,08005
8,6,126,126,100.0,08006
8,8,177,177,100.0,08008
8,10,203,203,100.0,08010
8,11,132,132,100.0,08011
8,12,115,115,100.0,08012
8,13,96,96,100.0,08013
8,14,55,55,100.0,08014
8,15,73,73,100.0,08015
8,16,27,27,100.0,08016
8,18,91,91,100.0,08018
8,19,169,169,100.0,08019
8,20,130,130,100.0,08020
8,21,135,135,100.0,08021
8,22,109,109,100.0,08022
8,23,93,93,100.0,08023
8,24,80,80,100.0,08024
8,25,101,101,100.0,08025
8,26,108,108,100.0,08026
8,27,118,118,100.0,08027
8,29,148,148,100.0,08029
8,30,110,110,100.0,08030
8,31,104,104,100.0,08031
