ward,precinct,total,Danny K. Davis,Danny K. Davis Percent,precinct_id
29,4,161,161,100.0,29004
29,5,117,117,100.0,29005
29,6,80,80,100.0,29006
29,7,106,106,100.0,29007
29,8,52,52,100.0,29008
29,10,112,112,100.0,29010
29,11,68,68,100.0,29011
29,12,137,137,100.0,29012
29,13,112,112,100.0,29013
29,14,154,154,100.0,29014
29,15,154,154,100.0,29015
29,16,146,146,100.0,29016
29,17,83,83,100.0,29017
29,18,104,104,100.0,29018
29,19,139,139,100.0,29019
29,20,153,153,100.0,29020
29,21,98,98,100.0,29021
29,22,76,76,100.0,29022
29,24,103,103,100.0,29024
29,25,160,160,100.0,29025
29,26,148,148,100.0,29026
29,27,100,100,100.0,29027
29,28,179,179,100.0,29028
29,33,130,130,100.0,29033
29,34,47,47,100.0,29034
29,35,72,72,100.0,29035
29,36,111,111,100.0,29036
29,37,117,117,100.0,29037
29,40,165,165,100.0,29040
29,41,95,95,100.0,29041
29,42,144,144,100.0,29042
29,43,68,68,100.0,29043
29,44,158,158,100.0,29044
36,5,66,66,100.0,36005
36,21,11,11,100.0,36021
37,1,60,60,100.0,37001
37,2,46,46,100.0,37002
37,3,53,53,100.0,37003
37,4,70,70,100.0,37004
37,5,114,114,100.0,37005
37,6,110,110,100.0,37006
37,7,57,57,100.0,37007
37,8,59,59,100.0,37008
37,9,92,92,100.0,37009
37,10,89,89,100.0,37010
37,11,49,49,100.0,37011
37,12,39,39,100.0,37012
37,13,74,74,100.0,37013
37,14,95,95,100.0,37014
37,15,114,114,100.0,37015
37,16,92,92,100.0,37016
37,17,80,80,100.0,37017
37,18,115,115,100.0,37018
37,19,61,61,100.0,37019
37,20,68,68,100.0,37020
37,21,71,71,100.0,37021
37,22,70,70,100.0,37022
37,23,108,108,100.0,37023
37,24,76,76,100.0,37024
37,25,91,91,100.0,37025
37,26,55,55,100.0,37026
37,27,118,118,100.0,37027
37,28,77,77,100.0,37028
37,29,87,87,100.0,37029
37,30,95,95,100.0,37030
37,31,102,102,100.0,37031
37,32,98,98,100.0,37032
37,33,151,151,100.0,37033
37,34,92,92,100.0,37034
37,35,116,116,100.0,37035
37,36,81,81,100.0,37036
37,37,98,98,100.0,37037
37,38,124,124,100.0,37038
37,39,88,88,100.0,37039
37,40,126,126,100.0,37040
37,41,91,91,100.0,37041
42,1,73,73,100.0,42001
42,2,38,38,100.0,42002
42,3,25,25,100.0,42003
42,4,54,54,100.0,42004
42,5,19,19,100.0,42005
42,6,120,120,100.0,42006
42,7,49,49,100.0,42007
42,8,69,69,100.0,42008
42,9,43,43,100.0,42009
42,10,32,32,100.0,42010
42,11,61,61,100.0,42011
42,12,32,32,100.0,42012
42,13,105,105,100.0,42013
42,14,23,23,100.0,42014
42,15,14,14,100.0,42015
42,16,41,41,100.0,42016
42,17,26,26,100.0,42017
42,18,38,38,100.0,42018
42,19,57,57,100.0,42019
42,20,20,20,100.0,42020
42,21,17,17,100.0,42021
42,22,18,18,100.0,42022
42,23,23,23,100.0,42023
42,24,49,49,100.0,42024
42,25,45,45,100.0,42025
42,26,49,49,100.0,42026
42,27,46,46,100.0,42027
42,28,97,97,100.0,42028
42,29,28,28,100.0,42029
42,30,63,63,100.0,42030
42,31,43,43,100.0,42031
42,32,17,17,100.0,42032
42,33,31,31,100.0,42033
42,34,52,52,100.0,42034
42,35,79,79,100.0,42035
42,36,29,29,100.0,42036
42,37,15,15,100.0,42037
42,38,18,18,100.0,42038
42,39,26,26,100.0,42039
42,40,24,24,100.0,42040
42,41,35,35,100.0,42041
42,42,30,30,100.0,42042
43,1,34,34,100.0,43001
43,5,0,0,0.0,43005
43,9,6,6,100.0,43009
43,33,66,66,100.0,43033
43,35,68,68,100.0,43035
43,45,39,39,100.0,43045
