ward,precinct,total,Raymond W. Mitchell,Raymond W. Mitchell Percent,precinct_id
11,19,115,115,100.0,11019
11,20,336,336,100.0,11020
11,21,516,516,100.0,11021
11,22,342,342,100.0,11022
11,23,378,378,100.0,11023
12,1,225,225,100.0,12001
12,2,167,167,100.0,12002
12,3,306,306,100.0,12003
12,4,266,266,100.0,12004
12,5,233,233,100.0,12005
12,6,221,221,100.0,12006
12,7,237,237,100.0,12007
12,8,203,203,100.0,12008
12,9,116,116,100.0,12009
12,10,252,252,100.0,12010
12,11,187,187,100.0,12011
12,12,157,157,100.0,12012
12,13,180,180,100.0,12013
12,14,219,219,100.0,12014
12,15,232,232,100.0,12015
12,16,258,258,100.0,12016
12,17,219,219,100.0,12017
12,18,266,266,100.0,12018
12,19,138,138,100.0,12019
12,20,197,197,100.0,12020
12,21,193,193,100.0,12021
12,22,190,190,100.0,12022
13,1,212,212,100.0,13001
13,2,229,229,100.0,13002
13,3,264,264,100.0,13003
13,4,283,283,100.0,13004
13,5,200,200,100.0,13005
13,6,224,224,100.0,13006
13,7,202,202,100.0,13007
13,8,295,295,100.0,13008
13,9,300,300,100.0,13009
13,10,296,296,100.0,13010
13,11,167,167,100.0,13011
13,12,180,180,100.0,13012
13,13,201,201,100.0,13013
13,14,201,201,100.0,13014
13,15,210,210,100.0,13015
13,16,277,277,100.0,13016
13,17,312,312,100.0,13017
13,18,206,206,100.0,13018
13,19,170,170,100.0,13019
13,20,238,238,100.0,13020
13,21,208,208,100.0,13021
13,22,314,314,100.0,13022
13,23,249,249,100.0,13023
13,24,218,218,100.0,13024
13,25,231,231,100.0,13025
13,26,197,197,100.0,13026
13,27,163,163,100.0,13027
13,28,203,203,100.0,13028
13,29,191,191,100.0,13029
13,30,233,233,100.0,13030
13,31,164,164,100.0,13031
13,32,185,185,100.0,13032
13,33,229,229,100.0,13033
13,34,278,278,100.0,13034
13,35,339,339,100.0,13035
13,36,148,148,100.0,13036
13,37,247,247,100.0,13037
13,38,157,157,100.0,13038
13,39,266,266,100.0,13039
13,40,217,217,100.0,13040
14,1,371,371,100.0,14001
14,2,231,231,100.0,14002
14,3,161,161,100.0,14003
14,4,80,80,100.0,14004
14,5,290,290,100.0,14005
14,6,363,363,100.0,14006
14,7,348,348,100.0,14007
14,8,326,326,100.0,14008
14,9,344,344,100.0,14009
14,10,332,332,100.0,14010
14,11,368,368,100.0,14011
14,12,237,237,100.0,14012
14,13,398,398,100.0,14013
14,14,197,197,100.0,14014
14,15,204,204,100.0,14015
15,1,171,171,100.0,15001
15,2,253,253,100.0,15002
15,3,104,104,100.0,15003
15,4,161,161,100.0,15004
15,5,198,198,100.0,15005
15,6,231,231,100.0,15006
15,7,157,157,100.0,15007
15,8,194,194,100.0,15008
15,9,219,219,100.0,15009
15,10,192,192,100.0,15010
15,11,182,182,100.0,15011
15,12,226,226,100.0,15012
15,13,168,168,100.0,15013
15,14,178,178,100.0,15014
15,15,180,180,100.0,15015
15,16,291,291,100.0,15016
15,17,357,357,100.0,15017
15,18,264,264,100.0,15018
15,19,160,160,100.0,15019
15,20,207,207,100.0,15020
16,1,296,296,100.0,16001
16,2,190,190,100.0,16002
16,3,270,270,100.0,16003
16,4,166,166,100.0,16004
16,5,360,360,100.0,16005
16,6,335,335,100.0,16006
16,7,188,188,100.0,16007
16,8,143,143,100.0,16008
16,9,295,295,100.0,16009
16,10,243,243,100.0,16010
16,11,202,202,100.0,16011
16,12,91,91,100.0,16012
16,13,138,138,100.0,16013
16,14,334,334,100.0,16014
16,15,267,267,100.0,16015
16,16,208,208,100.0,16016
16,17,389,389,100.0,16017
16,18,358,358,100.0,16018
16,19,259,259,100.0,16019
16,20,277,277,100.0,16020
16,21,200,200,100.0,16021
16,22,269,269,100.0,16022
16,23,183,183,100.0,16023
16,24,225,225,100.0,16024
16,25,106,106,100.0,16025
17,1,333,333,100.0,17001
17,2,214,214,100.0,17002
17,3,271,271,100.0,17003
17,4,270,270,100.0,17004
17,5,181,181,100.0,17005
17,6,262,262,100.0,17006
17,7,148,148,100.0,17007
17,8,211,211,100.0,17008
17,9,203,203,100.0,17009
17,10,409,409,100.0,17010
17,11,244,244,100.0,17011
17,12,154,154,100.0,17012
17,13,176,176,100.0,17013
17,14,171,171,100.0,17014
17,15,486,486,100.0,17015
17,16,223,223,100.0,17016
17,17,197,197,100.0,17017
17,18,582,582,100.0,17018
17,19,383,383,100.0,17019
17,20,379,379,100.0,17020
17,21,456,456,100.0,17021
17,22,452,452,100.0,17022
17,23,280,280,100.0,17023
17,24,461,461,100.0,17024
17,25,197,197,100.0,17025
17,26,390,390,100.0,17026
17,27,447,447,100.0,17027
17,28,543,543,100.0,17028
17,29,481,481,100.0,17029
18,1,541,541,100.0,18001
18,2,623,623,100.0,18002
18,3,252,252,100.0,18003
18,4,467,467,100.0,18004
18,5,369,369,100.0,18005
18,6,658,658,100.0,18006
18,7,520,520,100.0,18007
18,8,752,752,100.0,18008
18,9,608,608,100.0,18009
18,10,692,692,100.0,18010
18,11,422,422,100.0,18011
18,12,605,605,100.0,18012
18,13,485,485,100.0,18013
18,14,393,393,100.0,18014
18,15,270,270,100.0,18015
18,16,435,435,100.0,18016
18,17,302,302,100.0,18017
18,18,395,395,100.0,18018
18,19,353,353,100.0,18019
18,20,318,318,100.0,18020
18,21,439,439,100.0,18021
18,22,383,383,100.0,18022
18,23,425,425,100.0,18023
18,24,502,502,100.0,18024
18,25,262,262,100.0,18025
18,26,480,480,100.0,18026
19,1,524,524,100.0,19001
19,2,627,627,100.0,19002
19,3,274,274,100.0,19003
19,4,319,319,100.0,19004
19,5,500,500,100.0,19005
19,6,326,326,100.0,19006
19,7,513,513,100.0,19007
19,8,504,504,100.0,19008
19,9,444,444,100.0,19009
19,10,449,449,100.0,19010
19,11,281,281,100.0,19011
19,12,416,416,100.0,19012
19,13,430,430,100.0,19013
19,14,559,559,100.0,19014
19,15,240,240,100.0,19015
19,16,317,317,100.0,19016
19,17,318,318,100.0,19017
19,18,260,260,100.0,19018
19,19,496,496,100.0,19019
19,20,430,430,100.0,19020
19,21,438,438,100.0,19021
19,22,453,453,100.0,19022
19,23,339,339,100.0,19023
19,24,284,284,100.0,19024
19,25,432,432,100.0,19025
19,26,375,375,100.0,19026
19,27,649,649,100.0,19027
19,28,815,815,100.0,19028
19,29,408,408,100.0,19029
19,30,285,285,100.0,19030
19,31,646,646,100.0,19031
19,32,446,446,100.0,19032
19,33,195,195,100.0,19033
19,34,615,615,100.0,19034
19,35,483,483,100.0,19035
19,36,375,375,100.0,19036
20,1,200,200,100.0,20001
20,2,113,113,100.0,20002
20,3,141,141,100.0,20003
20,4,113,113,100.0,20004
20,5,213,213,100.0,20005
20,6,136,136,100.0,20006
20,7,185,185,100.0,20007
20,8,210,210,100.0,20008
20,9,418,418,100.0,20009
20,10,464,464,100.0,20010
20,11,356,356,100.0,20011
20,12,72,72,100.0,20012
20,13,637,637,100.0,20013
20,14,387,387,100.0,20014
20,15,355,355,100.0,20015
20,16,389,389,100.0,20016
20,17,482,482,100.0,20017
20,18,586,586,100.0,20018
20,19,321,321,100.0,20019
20,20,413,413,100.0,20020
20,21,550,550,100.0,20021
20,22,454,454,100.0,20022
20,23,177,177,100.0,20023
21,1,540,540,100.0,21001
21,2,170,170,100.0,21002
21,3,609,609,100.0,21003
21,4,500,500,100.0,21004
21,5,531,531,100.0,21005
21,6,429,429,100.0,21006
21,7,607,607,100.0,21007
21,8,511,511,100.0,21008
21,9,172,172,100.0,21009
21,10,578,578,100.0,21010
21,11,594,594,100.0,21011
21,12,259,259,100.0,21012
21,13,441,441,100.0,21013
21,14,644,644,100.0,21014
21,15,611,611,100.0,21015
21,16,524,524,100.0,21016
21,17,414,414,100.0,21017
21,18,599,599,100.0,21018
21,19,514,514,100.0,21019
21,20,417,417,100.0,21020
21,21,584,584,100.0,21021
21,22,622,622,100.0,21022
21,23,441,441,100.0,21023
21,24,445,445,100.0,21024
21,25,355,355,100.0,21025
21,26,405,405,100.0,21026
21,27,568,568,100.0,21027
21,28,523,523,100.0,21028
21,29,535,535,100.0,21029
22,1,171,171,100.0,22001
22,2,116,116,100.0,22002
22,3,217,217,100.0,22003
22,4,132,132,100.0,22004
22,5,344,344,100.0,22005
22,6,177,177,100.0,22006
22,7,198,198,100.0,22007
22,8,209,209,100.0,22008
22,9,215,215,100.0,22009
22,10,273,273,100.0,22010
22,11,318,318,100.0,22011
22,12,192,192,100.0,22012
22,13,252,252,100.0,22013
22,14,214,214,100.0,22014
22,15,126,126,100.0,22015
22,16,269,269,100.0,22016
22,17,124,124,100.0,22017
22,18,255,255,100.0,22018
22,19,378,378,100.0,22019
23,1,171,171,100.0,23001
23,2,304,304,100.0,23002
23,3,186,186,100.0,23003
23,4,149,149,100.0,23004
23,5,264,264,100.0,23005
23,6,140,140,100.0,23006
23,7,199,199,100.0,23007
23,8,190,190,100.0,23008
23,9,319,319,100.0,23009
23,10,359,359,100.0,23010
23,11,164,164,100.0,23011
23,12,221,221,100.0,23012
23,13,401,401,100.0,23013
23,14,294,294,100.0,23014
23,15,322,322,100.0,23015
23,16,174,174,100.0,23016
23,17,235,235,100.0,23017
23,18,208,208,100.0,23018
23,19,163,163,100.0,23019
23,20,161,161,100.0,23020
23,21,142,142,100.0,23021
23,22,168,168,100.0,23022
23,23,149,149,100.0,23023
23,24,160,160,100.0,23024
23,25,131,131,100.0,23025
23,26,102,102,100.0,23026
23,27,142,142,100.0,23027
23,28,191,191,100.0,23028
23,29,271,271,100.0,23029
23,30,164,164,100.0,23030
23,31,196,196,100.0,23031
23,32,160,160,100.0,23032
23,33,352,352,100.0,23033
24,1,190,190,100.0,24001
24,2,171,171,100.0,24002
24,3,358,358,100.0,24003
24,4,288,288,100.0,24004
24,5,493,493,100.0,24005
24,6,291,291,100.0,24006
24,7,153,153,100.0,24007
24,8,209,209,100.0,24008
24,9,377,377,100.0,24009
24,10,278,278,100.0,24010
24,11,360,360,100.0,24011
24,12,393,393,100.0,24012
24,13,375,375,100.0,24013
24,14,285,285,100.0,24014
24,15,342,342,100.0,24015
24,16,413,413,100.0,24016
24,17,240,240,100.0,24017
24,18,391,391,100.0,24018
24,19,894,894,100.0,24019
25,1,292,292,100.0,25001
25,2,197,197,100.0,25002
25,3,274,274,100.0,25003
25,4,335,335,100.0,25004
25,5,474,474,100.0,25005
25,6,456,456,100.0,25006
25,7,425,425,100.0,25007
25,8,453,453,100.0,25008
25,9,458,458,100.0,25009
25,10,500,500,100.0,25010
25,11,449,449,100.0,25011
25,12,406,406,100.0,25012
25,13,586,586,100.0,25013
25,14,605,605,100.0,25014
25,15,449,449,100.0,25015
25,16,589,589,100.0,25016
25,17,258,258,100.0,25017
26,1,191,191,100.0,26001
26,2,256,256,100.0,26002
26,3,415,415,100.0,26003
26,4,252,252,100.0,26004
26,5,329,329,100.0,26005
26,6,214,214,100.0,26006
26,7,315,315,100.0,26007
26,8,230,230,100.0,26008
26,9,216,216,100.0,26009
26,10,253,253,100.0,26010
26,11,250,250,100.0,26011
26,12,97,97,100.0,26012
26,13,205,205,100.0,26013
26,14,151,151,100.0,26014
26,15,163,163,100.0,26015
26,16,382,382,100.0,26016
26,17,350,350,100.0,26017
26,18,174,174,100.0,26018
26,19,411,411,100.0,26019
26,20,449,449,100.0,26020
26,21,177,177,100.0,26021
26,22,154,154,100.0,26022
26,23,338,338,100.0,26023
26,24,156,156,100.0,26024
26,25,371,371,100.0,26025
26,26,408,408,100.0,26026
26,27,424,424,100.0,26027
26,28,410,410,100.0,26028
26,29,375,375,100.0,26029
26,30,217,217,100.0,26030
26,31,235,235,100.0,26031
26,32,349,349,100.0,26032
27,1,408,408,100.0,27001
27,2,583,583,100.0,27002
27,3,298,298,100.0,27003
27,4,409,409,100.0,27004
27,5,267,267,100.0,27005
27,6,559,559,100.0,27006
27,7,698,698,100.0,27007
27,8,158,158,100.0,27008
27,9,512,512,100.0,27009
27,10,269,269,100.0,27010
27,11,509,509,100.0,27011
27,12,354,354,100.0,27012
27,13,408,408,100.0,27013
27,14,340,340,100.0,27014
27,15,404,404,100.0,27015
27,16,586,586,100.0,27016
27,17,207,207,100.0,27017
27,18,486,486,100.0,27018
27,19,147,147,100.0,27019
27,20,300,300,100.0,27020
27,21,205,205,100.0,27021
27,22,308,308,100.0,27022
27,23,261,261,100.0,27023
27,24,154,154,100.0,27024
27,25,367,367,100.0,27025
27,26,415,415,100.0,27026
27,27,290,290,100.0,27027
27,28,362,362,100.0,27028
27,29,673,673,100.0,27029
28,1,240,240,100.0,28001
28,2,253,253,100.0,28002
28,3,71,71,100.0,28003
28,4,193,193,100.0,28004
28,5,183,183,100.0,28005
28,6,341,341,100.0,28006
28,7,151,151,100.0,28007
28,8,322,322,100.0,28008
28,9,166,166,100.0,28009
28,10,112,112,100.0,28010
28,11,468,468,100.0,28011
28,12,576,576,100.0,28012
28,13,461,461,100.0,28013
28,14,392,392,100.0,28014
28,15,238,238,100.0,28015
28,16,480,480,100.0,28016
28,17,265,265,100.0,28017
28,18,293,293,100.0,28018
28,19,286,286,100.0,28019
28,20,246,246,100.0,28020
28,21,261,261,100.0,28021
28,22,204,204,100.0,28022
28,23,287,287,100.0,28023
28,24,235,235,100.0,28024
28,25,468,468,100.0,28025
28,26,144,144,100.0,28026
29,1,389,389,100.0,29001
29,2,339,339,100.0,29002
29,3,311,311,100.0,29003
29,4,325,325,100.0,29004
29,5,365,365,100.0,29005
29,6,318,318,100.0,29006
29,7,556,556,100.0,29007
29,8,782,782,100.0,29008
29,9,329,329,100.0,29009
29,10,482,482,100.0,29010
29,11,395,395,100.0,29011
29,12,515,515,100.0,29012
29,13,509,509,100.0,29013
29,14,439,439,100.0,29014
29,15,398,398,100.0,29015
29,16,466,466,100.0,29016
29,17,319,319,100.0,29017
29,18,426,426,100.0,29018
29,19,508,508,100.0,29019
29,20,274,274,100.0,29020
29,21,335,335,100.0,29021
29,22,487,487,100.0,29022
29,23,478,478,100.0,29023
29,24,368,368,100.0,29024
30,1,425,425,100.0,30001
30,2,288,288,100.0,30002
30,3,397,397,100.0,30003
30,4,296,296,100.0,30004
30,5,328,328,100.0,30005
30,6,376,376,100.0,30006
30,7,271,271,100.0,30007
30,8,490,490,100.0,30008
30,9,378,378,100.0,30009
30,10,326,326,100.0,30010
30,11,300,300,100.0,30011
30,12,361,361,100.0,30012
30,13,304,304,100.0,30013
30,14,333,333,100.0,30014
30,15,532,532,100.0,30015
30,16,251,251,100.0,30016
30,17,385,385,100.0,30017
30,18,349,349,100.0,30018
30,19,217,217,100.0,30019
30,20,276,276,100.0,30020
30,21,442,442,100.0,30021
30,22,426,426,100.0,30022
30,23,459,459,100.0,30023
30,24,375,375,100.0,30024
30,25,249,249,100.0,30025
30,26,484,484,100.0,30026
31,1,268,268,100.0,31001
31,2,422,422,100.0,31002
31,3,231,231,100.0,31003
31,4,301,301,100.0,31004
31,5,273,273,100.0,31005
31,6,217,217,100.0,31006
31,7,254,254,100.0,31007
31,8,353,353,100.0,31008
31,9,230,230,100.0,31009
31,10,385,385,100.0,31010
31,11,342,342,100.0,31011
31,12,438,438,100.0,31012
31,13,312,312,100.0,31013
31,14,298,298,100.0,31014
31,15,143,143,100.0,31015
31,16,194,194,100.0,31016
31,17,253,253,100.0,31017
31,18,222,222,100.0,31018
31,19,264,264,100.0,31019
31,20,241,241,100.0,31020
31,21,259,259,100.0,31021
31,22,123,123,100.0,31022
31,23,150,150,100.0,31023
32,1,946,946,100.0,32001
32,2,771,771,100.0,32002
32,3,539,539,100.0,32003
32,4,531,531,100.0,32004
32,5,428,428,100.0,32005
32,6,260,260,100.0,32006
32,7,556,556,100.0,32007
32,8,399,399,100.0,32008
32,9,373,373,100.0,32009
32,10,734,734,100.0,32010
32,11,455,455,100.0,32011
32,12,263,263,100.0,32012
32,13,179,179,100.0,32013
32,14,823,823,100.0,32014
32,15,788,788,100.0,32015
32,16,398,398,100.0,32016
32,17,746,746,100.0,32017
32,18,293,293,100.0,32018
32,19,345,345,100.0,32019
32,20,733,733,100.0,32020
32,21,761,761,100.0,32021
32,22,735,735,100.0,32022
32,23,485,485,100.0,32023
32,24,246,246,100.0,32024
32,25,532,532,100.0,32025
32,26,720,720,100.0,32026
32,27,750,750,100.0,32027
32,28,209,209,100.0,32028
32,29,561,561,100.0,32029
32,30,739,739,100.0,32030
33,1,755,755,100.0,33001
33,2,848,848,100.0,33002
33,3,559,559,100.0,33003
33,4,770,770,100.0,33004
33,5,638,638,100.0,33005
33,6,664,664,100.0,33006
33,7,660,660,100.0,33007
33,8,459,459,100.0,33008
33,9,466,466,100.0,33009
33,10,466,466,100.0,33010
33,11,378,378,100.0,33011
33,12,600,600,100.0,33012
33,13,503,503,100.0,33013
33,14,694,694,100.0,33014
33,15,513,513,100.0,33015
33,16,664,664,100.0,33016
33,17,616,616,100.0,33017
34,1,507,507,100.0,34001
34,2,294,294,100.0,34002
34,3,713,713,100.0,34003
34,4,369,369,100.0,34004
34,5,690,690,100.0,34005
34,6,487,487,100.0,34006
34,7,226,226,100.0,34007
34,8,387,387,100.0,34008
34,9,704,704,100.0,34009
34,10,286,286,100.0,34010
34,11,495,495,100.0,34011
34,12,493,493,100.0,34012
34,13,578,578,100.0,34013
34,14,551,551,100.0,34014
34,15,474,474,100.0,34015
34,16,769,769,100.0,34016
34,17,691,691,100.0,34017
34,18,644,644,100.0,34018
34,19,491,491,100.0,34019
34,20,630,630,100.0,34020
35,1,167,167,100.0,35001
35,2,408,408,100.0,35002
35,3,326,326,100.0,35003
35,4,489,489,100.0,35004
35,5,665,665,100.0,35005
35,6,961,961,100.0,35006
35,7,636,636,100.0,35007
35,8,420,420,100.0,35008
35,9,787,787,100.0,35009
35,10,473,473,100.0,35010
35,11,637,637,100.0,35011
35,12,806,806,100.0,35012
35,13,538,538,100.0,35013
35,14,444,444,100.0,35014
35,15,615,615,100.0,35015
35,16,812,812,100.0,35016
35,17,544,544,100.0,35017
35,18,351,351,100.0,35018
35,19,504,504,100.0,35019
35,20,293,293,100.0,35020
35,21,476,476,100.0,35021
35,22,633,633,100.0,35022
36,1,234,234,100.0,36001
36,2,287,287,100.0,36002
36,3,227,227,100.0,36003
36,4,289,289,100.0,36004
36,5,252,252,100.0,36005
36,6,199,199,100.0,36006
36,7,170,170,100.0,36007
36,8,125,125,100.0,36008
36,9,373,373,100.0,36009
36,10,265,265,100.0,36010
36,11,197,197,100.0,36011
36,12,148,148,100.0,36012
36,13,87,87,100.0,36013
36,14,268,268,100.0,36014
36,15,131,131,100.0,36015
36,16,106,106,100.0,36016
36,17,386,386,100.0,36017
36,18,438,438,100.0,36018
36,19,582,582,100.0,36019
36,20,645,645,100.0,36020
