ward,precinct,total,JANET ADAMS BROSNAHAN,JANET ADAMS BROSNAHAN Percent,precinct_id
13,1,153,153,100.0,13001
13,2,149,149,100.0,13002
13,3,186,186,100.0,13003
13,4,199,199,100.0,13004
13,5,152,152,100.0,13005
13,6,155,155,100.0,13006
13,7,166,166,100.0,13007
13,8,175,175,100.0,13008
13,9,213,213,100.0,13009
13,10,182,182,100.0,13010
13,11,146,146,100.0,13011
13,12,182,182,100.0,13012
13,13,205,205,100.0,13013
13,14,128,128,100.0,13014
13,15,203,203,100.0,13015
13,16,168,168,100.0,13016
13,17,115,115,100.0,13017
13,18,161,161,100.0,13018
13,19,146,146,100.0,13019
13,20,161,161,100.0,13020
13,21,151,151,100.0,13021
13,22,193,193,100.0,13022
13,23,154,154,100.0,13023
13,24,241,241,100.0,13024
13,25,143,143,100.0,13025
13,26,152,152,100.0,13026
13,27,179,179,100.0,13027
13,28,139,139,100.0,13028
13,29,186,186,100.0,13029
13,30,166,166,100.0,13030
13,31,161,161,100.0,13031
13,32,153,153,100.0,13032
13,33,159,159,100.0,13033
13,34,165,165,100.0,13034
13,35,182,182,100.0,13035
13,36,125,125,100.0,13036
13,37,127,127,100.0,13037
13,38,83,83,100.0,13038
13,39,163,163,100.0,13039
13,40,151,151,100.0,13040
13,41,141,141,100.0,13041
13,42,194,194,100.0,13042
13,43,180,180,100.0,13043
13,44,113,113,100.0,13044
13,45,178,178,100.0,13045
13,46,187,187,100.0,13046
13,47,156,156,100.0,13047
13,48,162,162,100.0,13048
13,49,111,111,100.0,13049
13,50,203,203,100.0,13050
13,51,171,171,100.0,13051
13,52,203,203,100.0,13052
13,53,215,215,100.0,13053
13,54,207,207,100.0,13054
13,55,189,189,100.0,13055
13,56,223,223,100.0,13056
13,57,186,186,100.0,13057
13,58,204,204,100.0,13058
13,59,147,147,100.0,13059
13,60,154,154,100.0,13060
13,61,257,257,100.0,13061
13,62,207,207,100.0,13062
13,63,212,212,100.0,13063
14,1,95,95,100.0,14001
14,2,114,114,100.0,14002
14,3,125,125,100.0,14003
14,4,94,94,100.0,14004
14,9,115,115,100.0,14009
14,13,135,135,100.0,14013
14,27,146,146,100.0,14027
14,28,100,100,100.0,14028
14,35,59,59,100.0,14035
14,43,132,132,100.0,14043
14,44,132,132,100.0,14044
14,45,113,113,100.0,14045
15,3,134,134,100.0,15003
15,8,94,94,100.0,15008
15,10,172,172,100.0,15010
15,12,93,93,100.0,15012
15,13,84,84,100.0,15013
15,14,64,64,100.0,15014
15,15,91,91,100.0,15015
15,16,176,176,100.0,15016
15,25,136,136,100.0,15025
15,27,141,141,100.0,15027
15,28,217,217,100.0,15028
15,32,122,122,100.0,15032
15,34,19,19,100.0,15034
15,41,115,115,100.0,15041
15,44,70,70,100.0,15044
15,45,140,140,100.0,15045
15,46,91,91,100.0,15046
17,11,131,131,100.0,17011
17,32,143,143,100.0,17032
17,40,118,118,100.0,17040
18,1,180,180,100.0,18001
18,2,186,186,100.0,18002
18,3,147,147,100.0,18003
18,4,270,270,100.0,18004
18,5,144,144,100.0,18005
18,7,86,86,100.0,18007
18,8,154,154,100.0,18008
18,9,186,186,100.0,18009
18,10,291,291,100.0,18010
18,11,128,128,100.0,18011
18,12,159,159,100.0,18012
18,13,154,154,100.0,18013
18,14,242,242,100.0,18014
18,15,122,122,100.0,18015
18,16,170,170,100.0,18016
18,17,207,207,100.0,18017
18,18,255,255,100.0,18018
18,19,92,92,100.0,18019
18,21,222,222,100.0,18021
18,22,176,176,100.0,18022
18,23,135,135,100.0,18023
18,28,154,154,100.0,18028
18,29,136,136,100.0,18029
18,31,133,133,100.0,18031
18,32,200,200,100.0,18032
18,33,141,141,100.0,18033
18,34,275,275,100.0,18034
18,35,217,217,100.0,18035
18,36,94,94,100.0,18036
18,37,105,105,100.0,18037
18,40,208,208,100.0,18040
18,49,93,93,100.0,18049
18,54,197,197,100.0,18054
