ward,precinct,total,IRIS Y. MARTINEZ,IRIS Y. MARTINEZ Percent,precinct_id
1,1,81,81,100.0,01001
1,2,143,143,100.0,01002
1,3,86,86,100.0,01003
1,4,109,109,100.0,01004
1,5,111,111,100.0,01005
1,7,95,95,100.0,01007
1,8,75,75,100.0,01008
1,9,111,111,100.0,01009
1,10,103,103,100.0,01010
1,11,80,80,100.0,01011
1,12,137,137,100.0,01012
1,13,101,101,100.0,01013
1,14,98,98,100.0,01014
1,15,123,123,100.0,01015
1,16,89,89,100.0,01016
1,17,87,87,100.0,01017
1,18,134,134,100.0,01018
1,19,138,138,100.0,01019
1,20,113,113,100.0,01020
1,21,110,110,100.0,01021
1,22,71,71,100.0,01022
1,23,182,182,100.0,01023
1,24,89,89,100.0,01024
1,25,99,99,100.0,01025
1,26,112,112,100.0,01026
1,27,99,99,100.0,01027
1,28,10,10,100.0,01028
1,29,181,181,100.0,01029
1,30,121,121,100.0,01030
1,32,115,115,100.0,01032
1,33,130,130,100.0,01033
1,34,29,29,100.0,01034
1,36,95,95,100.0,01036
1,37,144,144,100.0,01037
11,3,146,146,100.0,11003
11,10,93,93,100.0,11010
11,14,50,50,100.0,11014
11,17,0,0,0.0,11017
11,18,13,13,100.0,11018
11,22,88,88,100.0,11022
11,23,102,102,100.0,11023
11,26,2,2,100.0,11026
11,27,40,40,100.0,11027
11,30,0,0,0.0,11030
11,31,44,44,100.0,11031
11,36,85,85,100.0,11036
12,1,58,58,100.0,12001
12,2,75,75,100.0,12002
12,3,73,73,100.0,12003
12,4,79,79,100.0,12004
12,5,31,31,100.0,12005
12,6,76,76,100.0,12006
12,7,87,87,100.0,12007
12,8,86,86,100.0,12008
12,9,58,58,100.0,12009
12,10,58,58,100.0,12010
12,11,88,88,100.0,12011
12,12,56,56,100.0,12012
12,13,57,57,100.0,12013
12,14,107,107,100.0,12014
12,15,96,96,100.0,12015
12,16,87,87,100.0,12016
12,17,29,29,100.0,12017
12,18,2,2,100.0,12018
12,19,15,15,100.0,12019
12,20,96,96,100.0,12020
12,21,96,96,100.0,12021
12,22,82,82,100.0,12022
12,23,67,67,100.0,12023
12,24,31,31,100.0,12024
12,25,125,125,100.0,12025
12,26,52,52,100.0,12026
12,27,43,43,100.0,12027
12,28,72,72,100.0,12028
12,29,116,116,100.0,12029
12,30,83,83,100.0,12030
14,3,137,137,100.0,14003
14,4,86,86,100.0,14004
14,5,105,105,100.0,14005
14,6,105,105,100.0,14006
14,7,104,104,100.0,14007
14,8,113,113,100.0,14008
14,9,108,108,100.0,14009
14,11,101,101,100.0,14011
14,12,68,68,100.0,14012
14,13,130,130,100.0,14013
14,14,80,80,100.0,14014
14,16,105,105,100.0,14016
14,18,93,93,100.0,14018
14,19,138,138,100.0,14019
14,22,98,98,100.0,14022
14,23,79,79,100.0,14023
14,24,125,125,100.0,14024
14,26,101,101,100.0,14026
14,28,18,18,100.0,14028
14,29,133,133,100.0,14029
14,30,106,106,100.0,14030
14,31,74,74,100.0,14031
14,32,89,89,100.0,14032
14,33,82,82,100.0,14033
14,34,69,69,100.0,14034
14,35,51,51,100.0,14035
14,36,135,135,100.0,14036
14,37,100,100,100.0,14037
14,39,110,110,100.0,14039
14,40,65,65,100.0,14040
14,41,112,112,100.0,14041
14,42,78,78,100.0,14042
14,46,125,125,100.0,14046
14,47,156,156,100.0,14047
16,1,70,70,100.0,16001
16,13,2,2,100.0,16013
16,21,100,100,100.0,16021
16,41,2,2,100.0,16041
16,42,16,16,100.0,16042
22,2,69,69,100.0,22002
22,3,128,128,100.0,22003
22,4,117,117,100.0,22004
22,5,142,142,100.0,22005
22,6,101,101,100.0,22006
22,9,108,108,100.0,22009
22,10,134,134,100.0,22010
22,11,99,99,100.0,22011
22,13,113,113,100.0,22013
22,14,75,75,100.0,22014
22,16,117,117,100.0,22016
22,17,125,125,100.0,22017
22,18,94,94,100.0,22018
22,23,122,122,100.0,22023
22,24,103,103,100.0,22024
22,25,106,106,100.0,22025
22,26,78,78,100.0,22026
22,27,134,134,100.0,22027
22,29,65,65,100.0,22029
23,7,138,138,100.0,23007
23,9,129,129,100.0,23009
23,22,132,132,100.0,23022
23,24,119,119,100.0,23024
23,25,161,161,100.0,23025
23,29,132,132,100.0,23029
23,49,78,78,100.0,23049
24,53,1,1,100.0,24053
25,1,131,131,100.0,25001
25,2,125,125,100.0,25002
25,5,131,131,100.0,25005
25,6,158,158,100.0,25006
25,7,135,135,100.0,25007
25,8,119,119,100.0,25008
25,9,174,174,100.0,25009
25,11,163,163,100.0,25011
25,12,131,131,100.0,25012
25,13,137,137,100.0,25013
25,15,119,119,100.0,25015
25,17,174,174,100.0,25017
25,19,126,126,100.0,25019
25,20,170,170,100.0,25020
25,22,97,97,100.0,25022
25,23,133,133,100.0,25023
25,24,129,129,100.0,25024
26,1,88,88,100.0,26001
26,2,131,131,100.0,26002
26,3,93,93,100.0,26003
26,4,162,162,100.0,26004
26,5,140,140,100.0,26005
26,6,143,143,100.0,26006
26,8,87,87,100.0,26008
26,9,113,113,100.0,26009
26,10,111,111,100.0,26010
26,11,162,162,100.0,26011
26,12,123,123,100.0,26012
26,13,170,170,100.0,26013
26,14,194,194,100.0,26014
26,15,77,77,100.0,26015
26,16,130,130,100.0,26016
26,17,161,161,100.0,26017
26,18,150,150,100.0,26018
26,19,171,171,100.0,26019
26,20,81,81,100.0,26020
26,21,94,94,100.0,26021
26,22,72,72,100.0,26022
26,23,136,136,100.0,26023
26,24,189,189,100.0,26024
26,25,181,181,100.0,26025
26,26,68,68,100.0,26026
26,27,81,81,100.0,26027
26,28,173,173,100.0,26028
26,29,139,139,100.0,26029
26,30,66,66,100.0,26030
26,32,175,175,100.0,26032
26,33,135,135,100.0,26033
26,34,159,159,100.0,26034
26,35,120,120,100.0,26035
26,36,172,172,100.0,26036
26,37,136,136,100.0,26037
26,38,103,103,100.0,26038
27,15,0,0,0.0,27015
27,18,0,0,0.0,27018
27,30,2,2,100.0,27030
27,32,100,100,100.0,27032
27,35,71,71,100.0,27035
27,55,14,14,100.0,27055
29,2,75,75,100.0,29002
29,6,61,61,100.0,29006
29,7,114,114,100.0,29007
29,17,133,133,100.0,29017
29,30,23,23,100.0,29030
29,39,128,128,100.0,29039
29,48,62,62,100.0,29048
29,52,133,133,100.0,29052
29,54,9,9,100.0,29054
30,4,147,147,100.0,30004
30,16,0,0,0.0,30016
30,17,100,100,100.0,30017
30,19,0,0,0.0,30019
30,20,82,82,100.0,30020
30,21,36,36,100.0,30021
30,24,85,85,100.0,30024
30,25,127,127,100.0,30025
30,33,30,30,100.0,30033
30,36,101,101,100.0,30036
30,41,49,49,100.0,30041
30,45,115,115,100.0,30045
31,1,79,79,100.0,31001
31,2,116,116,100.0,31002
31,3,118,118,100.0,31003
31,4,166,166,100.0,31004
31,5,85,85,100.0,31005
31,6,35,35,100.0,31006
31,7,95,95,100.0,31007
31,8,53,53,100.0,31008
31,9,94,94,100.0,31009
31,10,109,109,100.0,31010
31,11,94,94,100.0,31011
31,12,126,126,100.0,31012
31,13,95,95,100.0,31013
31,14,144,144,100.0,31014
31,15,106,106,100.0,31015
31,16,93,93,100.0,31016
31,17,139,139,100.0,31017
31,18,13,13,100.0,31018
31,20,75,75,100.0,31020
31,21,88,88,100.0,31021
31,22,106,106,100.0,31022
31,23,121,121,100.0,31023
31,24,167,167,100.0,31024
31,25,119,119,100.0,31025
31,26,26,26,100.0,31026
31,27,89,89,100.0,31027
31,28,99,99,100.0,31028
31,29,67,67,100.0,31029
31,30,105,105,100.0,31030
31,31,169,169,100.0,31031
31,32,73,73,100.0,31032
31,33,162,162,100.0,31033
31,34,136,136,100.0,31034
31,35,91,91,100.0,31035
31,36,144,144,100.0,31036
31,37,120,120,100.0,31037
31,38,100,100,100.0,31038
31,39,88,88,100.0,31039
31,40,108,108,100.0,31040
31,41,86,86,100.0,31041
31,42,83,83,100.0,31042
31,43,82,82,100.0,31043
31,44,107,107,100.0,31044
31,45,83,83,100.0,31045
32,1,14,14,100.0,32001
32,2,90,90,100.0,32002
32,3,98,98,100.0,32003
32,4,185,185,100.0,32004
32,5,94,94,100.0,32005
32,11,133,133,100.0,32011
32,12,12,12,100.0,32012
32,14,84,84,100.0,32014
32,16,145,145,100.0,32016
32,17,71,71,100.0,32017
32,28,79,79,100.0,32028
32,29,137,137,100.0,32029
32,30,108,108,100.0,32030
32,31,152,152,100.0,32031
32,33,90,90,100.0,32033
32,34,150,150,100.0,32034
32,35,159,159,100.0,32035
32,36,175,175,100.0,32036
32,47,62,62,100.0,32047
