ward,precinct,total,"EMIL JONES, JR.","EMIL JONES, JR. Percent",precinct_id
9,1,281,281,100.0,09001
9,2,287,287,100.0,09002
9,5,245,245,100.0,09005
9,9,288,288,100.0,09009
9,10,204,204,100.0,09010
9,12,221,221,100.0,09012
9,13,310,310,100.0,09013
9,14,326,326,100.0,09014
9,17,179,179,100.0,09017
9,20,275,275,100.0,09020
9,21,178,178,100.0,09021
9,22,294,294,100.0,09022
9,23,162,162,100.0,09023
9,27,139,139,100.0,09027
9,29,195,195,100.0,09029
9,31,179,179,100.0,09031
9,32,239,239,100.0,09032
9,34,187,187,100.0,09034
9,35,229,229,100.0,09035
9,38,236,236,100.0,09038
9,40,266,266,100.0,09040
9,43,161,161,100.0,09043
9,46,184,184,100.0,09046
9,48,289,289,100.0,09048
9,51,168,168,100.0,09051
9,52,254,254,100.0,09052
18,26,88,88,100.0,18026
18,39,63,63,100.0,18039
18,41,11,11,100.0,18041
18,44,10,10,100.0,18044
19,13,219,219,100.0,19013
19,20,217,217,100.0,19020
19,27,148,148,100.0,19027
19,28,332,332,100.0,19028
19,31,217,217,100.0,19031
19,40,273,273,100.0,19040
19,42,89,89,100.0,19042
19,43,267,267,100.0,19043
19,48,301,301,100.0,19048
19,49,310,310,100.0,19049
19,50,248,248,100.0,19050
19,60,237,237,100.0,19060
19,63,166,166,100.0,19063
19,64,385,385,100.0,19064
19,65,48,48,100.0,19065
21,1,302,302,100.0,21001
21,3,325,325,100.0,21003
21,4,296,296,100.0,21004
21,5,220,220,100.0,21005
21,6,197,197,100.0,21006
21,7,249,249,100.0,21007
21,8,224,224,100.0,21008
21,9,203,203,100.0,21009
21,10,152,152,100.0,21010
21,11,214,214,100.0,21011
21,12,229,229,100.0,21012
21,13,90,90,100.0,21013
21,14,215,215,100.0,21014
21,15,162,162,100.0,21015
21,16,96,96,100.0,21016
21,18,243,243,100.0,21018
21,19,192,192,100.0,21019
21,20,60,60,100.0,21020
21,21,242,242,100.0,21021
21,22,242,242,100.0,21022
21,24,241,241,100.0,21024
21,27,255,255,100.0,21027
21,28,190,190,100.0,21028
21,29,190,190,100.0,21029
21,30,116,116,100.0,21030
21,31,315,315,100.0,21031
21,32,28,28,100.0,21032
21,33,225,225,100.0,21033
21,35,161,161,100.0,21035
21,36,265,265,100.0,21036
21,38,228,228,100.0,21038
21,39,165,165,100.0,21039
21,40,233,233,100.0,21040
21,42,241,241,100.0,21042
21,44,196,196,100.0,21044
21,45,180,180,100.0,21045
21,47,313,313,100.0,21047
21,49,263,263,100.0,21049
21,50,211,211,100.0,21050
21,51,230,230,100.0,21051
21,52,225,225,100.0,21052
21,53,180,180,100.0,21053
21,54,217,217,100.0,21054
21,56,137,137,100.0,21056
21,57,144,144,100.0,21057
21,58,148,148,100.0,21058
21,59,288,288,100.0,21059
21,60,95,95,100.0,21060
21,61,238,238,100.0,21061
21,63,213,213,100.0,21063
21,64,16,16,100.0,21064
21,66,188,188,100.0,21066
21,67,184,184,100.0,21067
21,68,122,122,100.0,21068
21,69,142,142,100.0,21069
34,1,344,344,100.0,34001
34,2,226,226,100.0,34002
34,3,170,170,100.0,34003
34,4,201,201,100.0,34004
34,5,128,128,100.0,34005
34,6,46,46,100.0,34006
34,7,309,309,100.0,34007
34,8,266,266,100.0,34008
34,9,160,160,100.0,34009
34,10,303,303,100.0,34010
34,11,145,145,100.0,34011
34,12,218,218,100.0,34012
34,13,119,119,100.0,34013
34,14,131,131,100.0,34014
34,15,130,130,100.0,34015
34,16,157,157,100.0,34016
34,17,229,229,100.0,34017
34,18,149,149,100.0,34018
34,19,175,175,100.0,34019
34,20,275,275,100.0,34020
34,21,302,302,100.0,34021
34,22,290,290,100.0,34022
34,23,218,218,100.0,34023
34,24,224,224,100.0,34024
34,25,139,139,100.0,34025
34,26,174,174,100.0,34026
34,27,151,151,100.0,34027
34,28,126,126,100.0,34028
34,29,291,291,100.0,34029
34,30,316,316,100.0,34030
34,31,197,197,100.0,34031
34,32,246,246,100.0,34032
34,33,169,169,100.0,34033
34,34,249,249,100.0,34034
34,36,303,303,100.0,34036
34,37,135,135,100.0,34037
34,38,152,152,100.0,34038
34,39,142,142,100.0,34039
34,40,255,255,100.0,34040
34,41,195,195,100.0,34041
34,42,268,268,100.0,34042
34,43,258,258,100.0,34043
34,44,280,280,100.0,34044
34,45,299,299,100.0,34045
34,46,150,150,100.0,34046
34,47,113,113,100.0,34047
34,48,235,235,100.0,34048
34,49,293,293,100.0,34049
34,50,181,181,100.0,34050
34,51,338,338,100.0,34051
34,52,191,191,100.0,34052
34,53,180,180,100.0,34053
34,54,213,213,100.0,34054
34,55,152,152,100.0,34055
34,56,160,160,100.0,34056
34,57,127,127,100.0,34057
34,58,192,192,100.0,34058
34,59,180,180,100.0,34059
34,60,209,209,100.0,34060
34,61,220,220,100.0,34061
