ward,precinct,total,precinct_id
1,1,0,01001
1,2,0,01002
1,3,0,01003
1,4,0,01004
1,5,0,01005
1,6,0,01006
1,7,0,01007
1,8,0,01008
1,9,0,01009
1,10,0,01010
1,11,0,01011
1,12,0,01012
1,13,0,01013
1,14,0,01014
1,15,0,01015
1,16,0,01016
1,17,0,01017
1,18,0,01018
1,19,0,01019
1,20,0,01020
1,21,0,01021
1,22,0,01022
1,23,0,01023
1,24,0,01024
1,25,0,01025
1,26,0,01026
1,27,0,01027
1,28,0,01028
1,29,0,01029
1,30,0,01030
1,31,0,01031
1,32,0,01032
1,33,0,01033
1,34,0,01034
1,35,0,01035
1,36,0,01036
1,37,0,01037
1,38,0,01038
1,39,0,01039
1,40,0,01040
1,41,0,01041
1,42,0,01042
1,43,0,01043
1,44,0,01044
