ward,precinct,total,John P. Daley,John P. Daley Percent,precinct_id
3,10,50,50,100.0,03010
3,51,4,4,100.0,03051
11,1,180,180,100.0,11001
11,4,164,164,100.0,11004
11,5,79,79,100.0,11005
11,7,163,163,100.0,11007
11,8,156,156,100.0,11008
11,9,115,115,100.0,11009
11,10,83,83,100.0,11010
11,11,175,175,100.0,11011
11,12,207,207,100.0,11012
11,13,153,153,100.0,11013
11,15,144,144,100.0,11015
11,16,174,174,100.0,11016
11,17,73,73,100.0,11017
11,18,115,115,100.0,11018
11,19,109,109,100.0,11019
11,20,163,163,100.0,11020
11,21,228,228,100.0,11021
11,22,143,143,100.0,11022
11,23,145,145,100.0,11023
11,24,380,380,100.0,11024
11,25,133,133,100.0,11025
11,26,209,209,100.0,11026
11,28,142,142,100.0,11028
11,29,197,197,100.0,11029
11,30,129,129,100.0,11030
11,31,144,144,100.0,11031
11,32,154,154,100.0,11032
11,33,140,140,100.0,11033
11,34,42,42,100.0,11034
11,35,263,263,100.0,11035
11,37,219,219,100.0,11037
11,38,269,269,100.0,11038
11,39,277,277,100.0,11039
11,40,100,100,100.0,11040
11,41,128,128,100.0,11041
11,42,107,107,100.0,11042
11,43,198,198,100.0,11043
11,44,144,144,100.0,11044
11,45,85,85,100.0,11045
11,47,150,150,100.0,11047
11,48,71,71,100.0,11048
11,49,171,171,100.0,11049
11,50,118,118,100.0,11050
12,8,92,92,100.0,12008
13,1,147,147,100.0,13001
13,2,124,124,100.0,13002
13,4,235,235,100.0,13004
13,5,143,143,100.0,13005
13,6,168,168,100.0,13006
13,7,154,154,100.0,13007
13,8,186,186,100.0,13008
13,9,171,171,100.0,13009
13,10,168,168,100.0,13010
13,11,188,188,100.0,13011
13,12,155,155,100.0,13012
13,13,148,148,100.0,13013
13,14,117,117,100.0,13014
13,16,83,83,100.0,13016
13,17,187,187,100.0,13017
13,19,130,130,100.0,13019
13,21,207,207,100.0,13021
13,22,171,171,100.0,13022
13,23,121,121,100.0,13023
13,24,154,154,100.0,13024
13,25,134,134,100.0,13025
13,26,14,14,100.0,13026
13,27,194,194,100.0,13027
13,29,143,143,100.0,13029
13,32,152,152,100.0,13032
13,34,104,104,100.0,13034
13,35,120,120,100.0,13035
13,36,93,93,100.0,13036
13,37,112,112,100.0,13037
13,38,181,181,100.0,13038
13,39,148,148,100.0,13039
13,40,162,162,100.0,13040
13,41,161,161,100.0,13041
13,42,164,164,100.0,13042
13,43,119,119,100.0,13043
13,44,114,114,100.0,13044
13,45,252,252,100.0,13045
13,46,126,126,100.0,13046
13,47,126,126,100.0,13047
13,48,188,188,100.0,13048
13,49,177,177,100.0,13049
14,2,115,115,100.0,14002
14,25,130,130,100.0,14025
14,28,131,131,100.0,14028
15,6,78,78,100.0,15006
15,13,52,52,100.0,15013
15,15,60,60,100.0,15015
15,22,91,91,100.0,15022
15,24,100,100,100.0,15024
15,29,43,43,100.0,15029
15,33,64,64,100.0,15033
15,44,11,11,100.0,15044
15,45,46,46,100.0,15045
15,50,71,71,100.0,15050
16,1,49,49,100.0,16001
16,2,69,69,100.0,16002
16,6,41,41,100.0,16006
16,7,72,72,100.0,16007
16,8,91,91,100.0,16008
16,10,76,76,100.0,16010
16,11,82,82,100.0,16011
16,12,64,64,100.0,16012
16,13,14,14,100.0,16013
16,18,86,86,100.0,16018
16,19,75,75,100.0,16019
16,23,30,30,100.0,16023
16,24,58,58,100.0,16024
16,29,64,64,100.0,16029
16,30,63,63,100.0,16030
16,38,108,108,100.0,16038
16,44,53,53,100.0,16044
18,1,85,85,100.0,18001
18,2,137,137,100.0,18002
18,3,127,127,100.0,18003
18,6,122,122,100.0,18006
18,7,19,19,100.0,18007
18,11,150,150,100.0,18011
18,15,83,83,100.0,18015
18,17,117,117,100.0,18017
18,23,129,129,100.0,18023
18,28,186,186,100.0,18028
18,29,169,169,100.0,18029
18,36,94,94,100.0,18036
18,41,159,159,100.0,18041
18,43,98,98,100.0,18043
18,48,86,86,100.0,18048
18,55,144,144,100.0,18055
18,56,116,116,100.0,18056
18,57,120,120,100.0,18057
18,62,100,100,100.0,18062
19,1,247,247,100.0,19001
19,2,197,197,100.0,19002
19,3,185,185,100.0,19003
19,4,188,188,100.0,19004
19,5,229,229,100.0,19005
19,6,168,168,100.0,19006
19,7,219,219,100.0,19007
19,8,167,167,100.0,19008
19,9,155,155,100.0,19009
19,10,262,262,100.0,19010
19,11,234,234,100.0,19011
19,12,204,204,100.0,19012
19,13,157,157,100.0,19013
19,14,139,139,100.0,19014
19,15,134,134,100.0,19015
19,16,279,279,100.0,19016
19,17,239,239,100.0,19017
19,18,265,265,100.0,19018
19,19,223,223,100.0,19019
19,20,174,174,100.0,19020
19,21,172,172,100.0,19021
19,22,235,235,100.0,19022
19,23,242,242,100.0,19023
19,24,186,186,100.0,19024
19,25,244,244,100.0,19025
19,26,247,247,100.0,19026
19,27,116,116,100.0,19027
19,28,232,232,100.0,19028
19,29,178,178,100.0,19029
19,30,185,185,100.0,19030
19,31,193,193,100.0,19031
19,32,283,283,100.0,19032
19,33,215,215,100.0,19033
19,34,238,238,100.0,19034
19,35,225,225,100.0,19035
19,36,126,126,100.0,19036
19,37,217,217,100.0,19037
19,38,83,83,100.0,19038
19,39,115,115,100.0,19039
19,40,199,199,100.0,19040
19,41,145,145,100.0,19041
19,42,159,159,100.0,19042
19,44,157,157,100.0,19044
19,45,246,246,100.0,19045
19,46,306,306,100.0,19046
19,47,147,147,100.0,19047
19,49,279,279,100.0,19049
19,51,194,194,100.0,19051
19,52,136,136,100.0,19052
19,53,220,220,100.0,19053
19,54,148,148,100.0,19054
19,55,194,194,100.0,19055
19,56,253,253,100.0,19056
19,57,251,251,100.0,19057
19,58,215,215,100.0,19058
19,59,234,234,100.0,19059
19,60,178,178,100.0,19060
19,61,308,308,100.0,19061
19,62,224,224,100.0,19062
19,63,157,157,100.0,19063
19,64,257,257,100.0,19064
19,65,169,169,100.0,19065
19,67,46,46,100.0,19067
20,41,33,33,100.0,20041
20,45,55,55,100.0,20045
23,1,180,180,100.0,23001
23,2,236,236,100.0,23002
23,3,160,160,100.0,23003
23,4,172,172,100.0,23004
23,5,152,152,100.0,23005
23,6,81,81,100.0,23006
23,7,25,25,100.0,23007
23,8,186,186,100.0,23008
23,10,180,180,100.0,23010
23,11,211,211,100.0,23011
23,12,177,177,100.0,23012
23,13,208,208,100.0,23013
23,14,4,4,100.0,23014
23,15,152,152,100.0,23015
23,16,186,186,100.0,23016
23,17,211,211,100.0,23017
23,18,131,131,100.0,23018
23,19,158,158,100.0,23019
23,20,174,174,100.0,23020
23,21,143,143,100.0,23021
23,22,162,162,100.0,23022
23,23,147,147,100.0,23023
23,25,120,120,100.0,23025
23,26,162,162,100.0,23026
23,27,122,122,100.0,23027
23,28,168,168,100.0,23028
23,30,177,177,100.0,23030
23,31,143,143,100.0,23031
23,32,203,203,100.0,23032
23,33,185,185,100.0,23033
23,34,117,117,100.0,23034
23,35,138,138,100.0,23035
23,36,249,249,100.0,23036
23,37,119,119,100.0,23037
23,38,137,137,100.0,23038
23,39,139,139,100.0,23039
23,40,157,157,100.0,23040
23,41,145,145,100.0,23041
