ward,precinct,total,Joseph Berrios,Joseph Berrios Percent,precinct_id
1,1,73,73,100.0,01001
1,2,48,48,100.0,01002
1,3,34,34,100.0,01003
1,4,75,75,100.0,01004
1,5,59,59,100.0,01005
1,6,62,62,100.0,01006
1,7,77,77,100.0,01007
1,8,64,64,100.0,01008
1,9,105,105,100.0,01009
1,10,66,66,100.0,01010
1,11,43,43,100.0,01011
1,12,69,69,100.0,01012
1,13,113,113,100.0,01013
1,14,85,85,100.0,01014
1,15,79,79,100.0,01015
1,16,34,34,100.0,01016
1,17,49,49,100.0,01017
1,18,60,60,100.0,01018
1,19,82,82,100.0,01019
1,20,100,100,100.0,01020
1,21,65,65,100.0,01021
1,22,79,79,100.0,01022
1,23,46,46,100.0,01023
1,24,133,133,100.0,01024
1,25,60,60,100.0,01025
1,26,42,42,100.0,01026
1,27,53,53,100.0,01027
1,28,95,95,100.0,01028
1,29,73,73,100.0,01029
1,30,162,162,100.0,01030
1,31,51,51,100.0,01031
1,32,80,80,100.0,01032
1,33,65,65,100.0,01033
1,34,44,44,100.0,01034
1,35,29,29,100.0,01035
1,36,52,52,100.0,01036
1,37,50,50,100.0,01037
1,38,42,42,100.0,01038
1,39,92,92,100.0,01039
1,40,51,51,100.0,01040
1,41,93,93,100.0,01041
1,42,47,47,100.0,01042
1,43,58,58,100.0,01043
1,44,43,43,100.0,01044
1,45,63,63,100.0,01045
1,46,58,58,100.0,01046
1,47,37,37,100.0,01047
1,48,52,52,100.0,01048
1,49,28,28,100.0,01049
1,50,47,47,100.0,01050
2,1,110,110,100.0,02001
2,2,3,3,100.0,02002
2,8,120,120,100.0,02008
2,11,63,63,100.0,02011
2,18,21,21,100.0,02018
2,22,190,190,100.0,02022
2,28,33,33,100.0,02028
2,32,49,49,100.0,02032
2,35,33,33,100.0,02035
2,37,115,115,100.0,02037
2,40,117,117,100.0,02040
2,43,169,169,100.0,02043
2,49,85,85,100.0,02049
2,50,71,71,100.0,02050
2,54,93,93,100.0,02054
2,55,29,29,100.0,02055
2,58,49,49,100.0,02058
2,59,132,132,100.0,02059
2,60,1,1,100.0,02060
3,3,82,82,100.0,03003
3,13,95,95,100.0,03013
3,29,92,92,100.0,03029
3,51,4,4,100.0,03051
3,54,131,131,100.0,03054
11,1,135,135,100.0,11001
11,2,111,111,100.0,11002
11,3,90,90,100.0,11003
11,4,121,121,100.0,11004
11,5,69,69,100.0,11005
11,6,159,159,100.0,11006
11,7,124,124,100.0,11007
11,8,130,130,100.0,11008
11,9,80,80,100.0,11009
11,10,74,74,100.0,11010
11,11,133,133,100.0,11011
11,12,132,132,100.0,11012
11,13,117,117,100.0,11013
11,14,62,62,100.0,11014
11,15,104,104,100.0,11015
11,16,118,118,100.0,11016
11,17,173,173,100.0,11017
11,18,94,94,100.0,11018
11,19,86,86,100.0,11019
11,20,101,101,100.0,11020
11,21,167,167,100.0,11021
11,22,106,106,100.0,11022
11,23,99,99,100.0,11023
11,24,253,253,100.0,11024
11,25,94,94,100.0,11025
11,26,179,179,100.0,11026
11,27,90,90,100.0,11027
11,28,113,113,100.0,11028
11,29,147,147,100.0,11029
11,30,119,119,100.0,11030
11,31,106,106,100.0,11031
11,32,110,110,100.0,11032
11,33,97,97,100.0,11033
11,34,69,69,100.0,11034
11,35,175,175,100.0,11035
11,36,35,35,100.0,11036
11,37,167,167,100.0,11037
11,38,180,180,100.0,11038
11,39,209,209,100.0,11039
11,40,68,68,100.0,11040
11,41,80,80,100.0,11041
11,42,73,73,100.0,11042
11,43,146,146,100.0,11043
11,44,114,114,100.0,11044
11,45,60,60,100.0,11045
11,46,74,74,100.0,11046
11,47,99,99,100.0,11047
11,48,53,53,100.0,11048
11,49,102,102,100.0,11049
11,50,114,114,100.0,11050
12,1,56,56,100.0,12001
12,2,69,69,100.0,12002
12,3,67,67,100.0,12003
12,4,66,66,100.0,12004
12,5,83,83,100.0,12005
12,6,70,70,100.0,12006
12,7,73,73,100.0,12007
12,8,140,140,100.0,12008
12,9,90,90,100.0,12009
12,10,85,85,100.0,12010
12,11,133,133,100.0,12011
12,12,66,66,100.0,12012
12,13,132,132,100.0,12013
12,14,60,60,100.0,12014
12,15,74,74,100.0,12015
12,16,72,72,100.0,12016
12,17,102,102,100.0,12017
12,18,76,76,100.0,12018
12,19,95,95,100.0,12019
12,20,78,78,100.0,12020
12,21,117,117,100.0,12021
12,22,70,70,100.0,12022
12,23,83,83,100.0,12023
12,24,120,120,100.0,12024
13,1,141,141,100.0,13001
13,3,169,169,100.0,13003
13,7,144,144,100.0,13007
13,8,172,172,100.0,13008
13,12,152,152,100.0,13012
13,14,104,104,100.0,13014
13,15,225,225,100.0,13015
13,16,127,127,100.0,13016
13,17,174,174,100.0,13017
13,18,118,118,100.0,13018
13,20,146,146,100.0,13020
13,23,111,111,100.0,13023
13,24,141,141,100.0,13024
13,25,131,131,100.0,13025
13,31,170,170,100.0,13031
13,33,125,125,100.0,13033
13,34,138,138,100.0,13034
13,36,2,2,100.0,13036
13,40,175,175,100.0,13040
13,49,88,88,100.0,13049
14,1,85,85,100.0,14001
14,3,146,146,100.0,14003
14,4,98,98,100.0,14004
14,5,135,135,100.0,14005
14,6,103,103,100.0,14006
14,7,83,83,100.0,14007
14,8,83,83,100.0,14008
14,9,122,122,100.0,14009
14,10,110,110,100.0,14010
14,11,87,87,100.0,14011
14,12,81,81,100.0,14012
14,13,156,156,100.0,14013
14,14,80,80,100.0,14014
14,15,118,118,100.0,14015
14,16,100,100,100.0,14016
14,17,69,69,100.0,14017
14,18,102,102,100.0,14018
14,19,138,138,100.0,14019
14,20,88,88,100.0,14020
14,21,70,70,100.0,14021
14,22,106,106,100.0,14022
14,23,103,103,100.0,14023
14,24,59,59,100.0,14024
14,26,141,141,100.0,14026
