ward,precinct,total,"Emil Jones, Jr.","Emil Jones, Jr. Percent",precinct_id
5,1,181,181,100.0,05001
5,4,126,126,100.0,05004
5,6,208,208,100.0,05006
5,7,180,180,100.0,05007
5,11,142,142,100.0,05011
5,14,206,206,100.0,05014
5,21,215,215,100.0,05021
5,24,183,183,100.0,05024
5,26,205,205,100.0,05026
5,28,187,187,100.0,05028
5,29,183,183,100.0,05029
5,31,147,147,100.0,05031
5,32,296,296,100.0,05032
5,34,175,175,100.0,05034
5,36,87,87,100.0,05036
5,37,139,139,100.0,05037
5,38,159,159,100.0,05038
5,40,151,151,100.0,05040
5,42,181,181,100.0,05042
5,43,202,202,100.0,05043
5,44,227,227,100.0,05044
5,46,157,157,100.0,05046
5,47,123,123,100.0,05047
5,49,36,36,100.0,05049
5,54,257,257,100.0,05054
6,21,200,200,100.0,06021
6,22,184,184,100.0,06022
6,64,241,241,100.0,06064
7,1,229,229,100.0,07001
7,2,221,221,100.0,07002
7,3,111,111,100.0,07003
7,4,129,129,100.0,07004
7,5,127,127,100.0,07005
7,6,133,133,100.0,07006
7,7,90,90,100.0,07007
7,8,56,56,100.0,07008
7,9,161,161,100.0,07009
7,10,109,109,100.0,07010
7,11,183,183,100.0,07011
7,12,124,124,100.0,07012
7,13,119,119,100.0,07013
7,14,177,177,100.0,07014
7,15,85,85,100.0,07015
7,16,133,133,100.0,07016
7,17,107,107,100.0,07017
7,18,100,100,100.0,07018
7,19,237,237,100.0,07019
7,20,77,77,100.0,07020
7,21,160,160,100.0,07021
7,22,126,126,100.0,07022
7,23,104,104,100.0,07023
7,24,158,158,100.0,07024
7,25,201,201,100.0,07025
7,26,195,195,100.0,07026
7,27,246,246,100.0,07027
7,28,156,156,100.0,07028
7,29,114,114,100.0,07029
7,30,203,203,100.0,07030
7,31,193,193,100.0,07031
7,32,132,132,100.0,07032
7,33,151,151,100.0,07033
7,34,142,142,100.0,07034
7,35,80,80,100.0,07035
7,36,221,221,100.0,07036
7,37,66,66,100.0,07037
7,38,124,124,100.0,07038
7,39,129,129,100.0,07039
7,40,178,178,100.0,07040
7,41,139,139,100.0,07041
7,42,239,239,100.0,07042
7,43,169,169,100.0,07043
7,44,197,197,100.0,07044
7,45,261,261,100.0,07045
7,46,92,92,100.0,07046
7,47,141,141,100.0,07047
7,48,68,68,100.0,07048
7,49,101,101,100.0,07049
7,50,112,112,100.0,07050
7,51,163,163,100.0,07051
7,52,123,123,100.0,07052
7,53,146,146,100.0,07053
7,54,65,65,100.0,07054
7,55,151,151,100.0,07055
7,56,111,111,100.0,07056
7,57,151,151,100.0,07057
7,58,235,235,100.0,07058
7,59,78,78,100.0,07059
7,60,109,109,100.0,07060
7,61,162,162,100.0,07061
7,62,160,160,100.0,07062
7,63,121,121,100.0,07063
7,64,135,135,100.0,07064
7,65,154,154,100.0,07065
8,3,162,162,100.0,08003
8,4,194,194,100.0,08004
8,5,263,263,100.0,08005
8,7,142,142,100.0,08007
8,8,256,256,100.0,08008
8,9,278,278,100.0,08009
8,15,153,153,100.0,08015
8,17,167,167,100.0,08017
8,19,252,252,100.0,08019
8,23,173,173,100.0,08023
8,24,217,217,100.0,08024
8,25,194,194,100.0,08025
8,26,121,121,100.0,08026
8,27,227,227,100.0,08027
8,28,184,184,100.0,08028
8,32,294,294,100.0,08032
8,34,246,246,100.0,08034
8,36,180,180,100.0,08036
8,39,221,221,100.0,08039
8,42,193,193,100.0,08042
8,44,153,153,100.0,08044
8,46,169,169,100.0,08046
8,47,185,185,100.0,08047
8,49,236,236,100.0,08049
8,50,209,209,100.0,08050
8,51,243,243,100.0,08051
8,57,117,117,100.0,08057
8,60,162,162,100.0,08060
8,62,192,192,100.0,08062
8,63,232,232,100.0,08063
8,65,126,126,100.0,08065
8,66,246,246,100.0,08066
8,70,226,226,100.0,08070
9,1,250,250,100.0,09001
9,2,217,217,100.0,09002
9,3,86,86,100.0,09003
9,4,229,229,100.0,09004
9,5,166,166,100.0,09005
9,6,191,191,100.0,09006
9,7,194,194,100.0,09007
9,8,200,200,100.0,09008
9,9,221,221,100.0,09009
9,10,185,185,100.0,09010
9,11,128,128,100.0,09011
9,12,183,183,100.0,09012
9,13,254,254,100.0,09013
9,14,235,235,100.0,09014
9,15,146,146,100.0,09015
9,16,124,124,100.0,09016
9,17,188,188,100.0,09017
9,18,211,211,100.0,09018
9,19,221,221,100.0,09019
9,20,234,234,100.0,09020
9,21,174,174,100.0,09021
9,22,251,251,100.0,09022
9,23,150,150,100.0,09023
9,24,84,84,100.0,09024
9,25,106,106,100.0,09025
9,26,104,104,100.0,09026
9,27,151,151,100.0,09027
9,28,98,98,100.0,09028
9,29,161,161,100.0,09029
9,30,156,156,100.0,09030
9,31,153,153,100.0,09031
9,32,182,182,100.0,09032
9,33,134,134,100.0,09033
9,34,165,165,100.0,09034
9,35,248,248,100.0,09035
9,37,193,193,100.0,09037
9,38,119,119,100.0,09038
9,39,208,208,100.0,09039
9,40,214,214,100.0,09040
9,41,207,207,100.0,09041
9,42,79,79,100.0,09042
9,43,118,118,100.0,09043
9,44,114,114,100.0,09044
9,45,190,190,100.0,09045
9,46,150,150,100.0,09046
9,48,228,228,100.0,09048
9,49,115,115,100.0,09049
9,50,174,174,100.0,09050
9,51,106,106,100.0,09051
9,52,214,214,100.0,09052
10,1,119,119,100.0,10001
10,2,81,81,100.0,10002
10,3,134,134,100.0,10003
10,4,85,85,100.0,10004
10,5,96,96,100.0,10005
10,6,148,148,100.0,10006
10,7,31,31,100.0,10007
10,8,99,99,100.0,10008
10,9,92,92,100.0,10009
10,10,83,83,100.0,10010
10,11,96,96,100.0,10011
10,12,78,78,100.0,10012
10,13,100,100,100.0,10013
10,14,102,102,100.0,10014
10,15,40,40,100.0,10015
10,16,115,115,100.0,10016
10,17,74,74,100.0,10017
10,18,81,81,100.0,10018
10,19,115,115,100.0,10019
10,20,66,66,100.0,10020
10,21,82,82,100.0,10021
10,22,23,23,100.0,10022
10,23,92,92,100.0,10023
10,24,84,84,100.0,10024
10,25,133,133,100.0,10025
10,26,82,82,100.0,10026
10,27,124,124,100.0,10027
10,28,101,101,100.0,10028
10,29,140,140,100.0,10029
10,30,114,114,100.0,10030
10,31,87,87,100.0,10031
10,32,81,81,100.0,10032
10,33,87,87,100.0,10033
10,34,94,94,100.0,10034
10,35,98,98,100.0,10035
10,36,131,131,100.0,10036
10,37,97,97,100.0,10037
10,38,101,101,100.0,10038
10,39,99,99,100.0,10039
10,40,83,83,100.0,10040
10,41,110,110,100.0,10041
10,42,79,79,100.0,10042
10,43,52,52,100.0,10043
10,44,84,84,100.0,10044
