ward,precinct,total,Iris Y. Martinez,Iris Y. Martinez Percent,precinct_id
1,1,4,4,100.0,01001
1,2,52,52,100.0,01002
1,3,42,42,100.0,01003
1,4,78,78,100.0,01004
1,5,61,61,100.0,01005
1,7,76,76,100.0,01007
1,8,60,60,100.0,01008
1,9,107,107,100.0,01009
1,10,66,66,100.0,01010
1,11,43,43,100.0,01011
1,12,71,71,100.0,01012
1,13,123,123,100.0,01013
1,14,92,92,100.0,01014
1,15,79,79,100.0,01015
1,16,41,41,100.0,01016
1,17,50,50,100.0,01017
1,18,55,55,100.0,01018
1,19,89,89,100.0,01019
1,20,109,109,100.0,01020
1,21,65,65,100.0,01021
1,22,81,81,100.0,01022
1,23,48,48,100.0,01023
1,24,147,147,100.0,01024
1,25,58,58,100.0,01025
1,26,40,40,100.0,01026
1,27,52,52,100.0,01027
1,28,94,94,100.0,01028
1,29,71,71,100.0,01029
1,30,171,171,100.0,01030
1,31,56,56,100.0,01031
1,32,100,100,100.0,01032
1,33,70,70,100.0,01033
1,34,46,46,100.0,01034
1,35,27,27,100.0,01035
1,36,59,59,100.0,01036
1,37,57,57,100.0,01037
1,38,46,46,100.0,01038
1,39,90,90,100.0,01039
1,40,51,51,100.0,01040
1,41,102,102,100.0,01041
1,42,48,48,100.0,01042
1,43,56,56,100.0,01043
1,44,34,34,100.0,01044
1,45,77,77,100.0,01045
1,46,64,64,100.0,01046
1,47,40,40,100.0,01047
1,48,62,62,100.0,01048
1,49,28,28,100.0,01049
1,50,46,46,100.0,01050
3,13,106,106,100.0,03013
11,3,91,91,100.0,11003
11,10,75,75,100.0,11010
11,18,15,15,100.0,11018
11,26,1,1,100.0,11026
12,1,47,47,100.0,12001
12,2,70,70,100.0,12002
12,3,69,69,100.0,12003
12,4,64,64,100.0,12004
12,5,90,90,100.0,12005
12,6,64,64,100.0,12006
12,7,74,74,100.0,12007
12,8,134,134,100.0,12008
12,9,97,97,100.0,12009
12,10,78,78,100.0,12010
12,11,142,142,100.0,12011
12,12,70,70,100.0,12012
12,13,134,134,100.0,12013
12,14,61,61,100.0,12014
12,15,78,78,100.0,12015
12,16,73,73,100.0,12016
12,17,112,112,100.0,12017
12,18,59,59,100.0,12018
12,19,104,104,100.0,12019
12,20,78,78,100.0,12020
12,21,111,111,100.0,12021
12,22,76,76,100.0,12022
12,23,84,84,100.0,12023
12,24,122,122,100.0,12024
13,3,170,170,100.0,13003
14,1,91,91,100.0,14001
14,3,143,143,100.0,14003
14,4,105,105,100.0,14004
14,5,141,141,100.0,14005
14,6,110,110,100.0,14006
14,7,80,80,100.0,14007
14,8,83,83,100.0,14008
14,9,129,129,100.0,14009
14,10,97,97,100.0,14010
14,11,84,84,100.0,14011
14,12,78,78,100.0,14012
14,13,156,156,100.0,14013
14,14,82,82,100.0,14014
14,15,123,123,100.0,14015
14,16,93,93,100.0,14016
14,17,73,73,100.0,14017
14,18,106,106,100.0,14018
14,19,142,142,100.0,14019
14,20,87,87,100.0,14020
14,21,68,68,100.0,14021
14,22,107,107,100.0,14022
14,23,108,108,100.0,14023
14,24,62,62,100.0,14024
14,26,140,140,100.0,14026
14,27,132,132,100.0,14027
14,29,117,117,100.0,14029
14,30,86,86,100.0,14030
14,31,95,95,100.0,14031
14,32,90,90,100.0,14032
14,33,78,78,100.0,14033
14,34,89,89,100.0,14034
14,35,80,80,100.0,14035
16,21,69,69,100.0,16021
16,32,80,80,100.0,16032
20,4,90,90,100.0,20004
20,8,48,48,100.0,20008
20,15,88,88,100.0,20015
20,21,50,50,100.0,20021
22,1,67,67,100.0,22001
22,2,55,55,100.0,22002
22,3,120,120,100.0,22003
22,4,98,98,100.0,22004
22,5,101,101,100.0,22005
22,6,88,88,100.0,22006
22,8,75,75,100.0,22008
22,9,96,96,100.0,22009
22,10,88,88,100.0,22010
22,11,78,78,100.0,22011
22,12,88,88,100.0,22012
22,13,116,116,100.0,22013
22,14,69,69,100.0,22014
22,15,80,80,100.0,22015
22,16,109,109,100.0,22016
22,17,87,87,100.0,22017
22,18,99,99,100.0,22018
22,20,115,115,100.0,22020
22,22,63,63,100.0,22022
22,23,89,89,100.0,22023
22,24,83,83,100.0,22024
22,25,76,76,100.0,22025
22,26,84,84,100.0,22026
22,27,100,100,100.0,22027
22,28,65,65,100.0,22028
22,29,57,57,100.0,22029
23,9,168,168,100.0,23009
23,24,104,104,100.0,23024
23,29,131,131,100.0,23029
24,53,119,119,100.0,24053
24,57,102,102,100.0,24057
25,1,126,126,100.0,25001
25,2,163,163,100.0,25002
25,5,121,121,100.0,25005
25,6,60,60,100.0,25006
25,7,109,109,100.0,25007
25,8,131,131,100.0,25008
25,9,178,178,100.0,25009
25,11,139,139,100.0,25011
25,12,103,103,100.0,25012
25,13,140,140,100.0,25013
25,15,129,129,100.0,25015
25,17,181,181,100.0,25017
25,19,133,133,100.0,25019
25,20,164,164,100.0,25020
25,22,62,62,100.0,25022
25,23,147,147,100.0,25023
25,24,127,127,100.0,25024
25,30,126,126,100.0,25030
25,31,48,48,100.0,25031
26,1,42,42,100.0,26001
26,2,78,78,100.0,26002
26,3,48,48,100.0,26003
26,4,56,56,100.0,26004
26,5,87,87,100.0,26005
