ward,precinct,total,Patrick W. ''Pat'' O'Brien,Patrick W. ''Pat'' O'Brien Percent,precinct_id
1,1,195,195,100.0,01001
1,2,162,162,100.0,01002
1,3,162,162,100.0,01003
1,4,198,198,100.0,01004
1,5,179,179,100.0,01005
1,6,172,172,100.0,01006
1,7,186,186,100.0,01007
1,8,187,187,100.0,01008
1,9,191,191,100.0,01009
1,10,205,205,100.0,01010
1,11,164,164,100.0,01011
1,12,190,190,100.0,01012
1,13,232,232,100.0,01013
1,14,217,217,100.0,01014
1,15,162,162,100.0,01015
1,16,85,85,100.0,01016
1,17,176,176,100.0,01017
1,18,147,147,100.0,01018
1,19,181,181,100.0,01019
1,20,197,197,100.0,01020
1,21,158,158,100.0,01021
1,22,177,177,100.0,01022
1,23,182,182,100.0,01023
1,24,266,266,100.0,01024
1,25,167,167,100.0,01025
1,26,167,167,100.0,01026
1,27,128,128,100.0,01027
1,28,132,132,100.0,01028
1,29,189,189,100.0,01029
1,30,284,284,100.0,01030
1,31,209,209,100.0,01031
1,32,182,182,100.0,01032
1,33,194,194,100.0,01033
1,34,126,126,100.0,01034
1,35,127,127,100.0,01035
1,36,163,163,100.0,01036
1,37,152,152,100.0,01037
1,38,112,112,100.0,01038
1,39,213,213,100.0,01039
1,40,80,80,100.0,01040
1,41,149,149,100.0,01041
1,42,132,132,100.0,01042
1,43,142,142,100.0,01043
1,44,152,152,100.0,01044
1,45,186,186,100.0,01045
1,46,190,190,100.0,01046
1,47,136,136,100.0,01047
1,48,98,98,100.0,01048
1,49,103,103,100.0,01049
1,50,118,118,100.0,01050
2,1,318,318,100.0,02001
2,2,7,7,100.0,02002
2,3,241,241,100.0,02003
2,4,186,186,100.0,02004
2,5,134,134,100.0,02005
2,6,242,242,100.0,02006
2,7,240,240,100.0,02007
2,8,280,280,100.0,02008
2,9,183,183,100.0,02009
2,10,33,33,100.0,02010
2,11,112,112,100.0,02011
2,12,290,290,100.0,02012
2,13,195,195,100.0,02013
2,14,298,298,100.0,02014
2,15,25,25,100.0,02015
2,16,233,233,100.0,02016
2,17,201,201,100.0,02017
2,18,237,237,100.0,02018
2,19,246,246,100.0,02019
2,20,234,234,100.0,02020
2,21,249,249,100.0,02021
2,22,355,355,100.0,02022
2,23,151,151,100.0,02023
2,24,137,137,100.0,02024
2,25,120,120,100.0,02025
2,26,359,359,100.0,02026
2,27,191,191,100.0,02027
2,28,129,129,100.0,02028
2,29,75,75,100.0,02029
2,30,88,88,100.0,02030
2,31,233,233,100.0,02031
2,32,110,110,100.0,02032
2,33,147,147,100.0,02033
2,34,200,200,100.0,02034
2,35,94,94,100.0,02035
2,36,106,106,100.0,02036
2,37,301,301,100.0,02037
2,38,209,209,100.0,02038
2,39,202,202,100.0,02039
2,40,294,294,100.0,02040
2,41,99,99,100.0,02041
2,42,75,75,100.0,02042
2,43,317,317,100.0,02043
2,44,164,164,100.0,02044
2,45,202,202,100.0,02045
2,46,303,303,100.0,02046
2,47,182,182,100.0,02047
2,48,160,160,100.0,02048
2,49,247,247,100.0,02049
2,50,161,161,100.0,02050
2,51,189,189,100.0,02051
2,52,255,255,100.0,02052
2,53,74,74,100.0,02053
2,54,291,291,100.0,02054
2,55,71,71,100.0,02055
2,56,209,209,100.0,02056
2,57,140,140,100.0,02057
2,58,132,132,100.0,02058
2,59,237,237,100.0,02059
2,60,444,444,100.0,02060
3,1,202,202,100.0,03001
3,2,258,258,100.0,03002
3,3,193,193,100.0,03003
3,4,137,137,100.0,03004
3,5,193,193,100.0,03005
3,6,125,125,100.0,03006
3,7,180,180,100.0,03007
3,8,44,44,100.0,03008
3,9,156,156,100.0,03009
3,10,92,92,100.0,03010
3,11,203,203,100.0,03011
3,12,201,201,100.0,03012
3,13,156,156,100.0,03013
3,14,116,116,100.0,03014
3,15,235,235,100.0,03015
3,16,167,167,100.0,03016
3,17,117,117,100.0,03017
3,18,104,104,100.0,03018
3,19,12,12,100.0,03019
3,20,150,150,100.0,03020
3,21,106,106,100.0,03021
3,22,131,131,100.0,03022
3,23,36,36,100.0,03023
3,24,135,135,100.0,03024
3,25,161,161,100.0,03025
3,26,171,171,100.0,03026
3,27,164,164,100.0,03027
3,28,103,103,100.0,03028
3,29,180,180,100.0,03029
3,30,154,154,100.0,03030
3,31,245,245,100.0,03031
3,32,158,158,100.0,03032
3,33,267,267,100.0,03033
3,34,150,150,100.0,03034
3,35,189,189,100.0,03035
3,36,90,90,100.0,03036
3,37,54,54,100.0,03037
3,38,239,239,100.0,03038
3,39,226,226,100.0,03039
3,40,152,152,100.0,03040
3,41,166,166,100.0,03041
3,42,162,162,100.0,03042
3,43,99,99,100.0,03043
3,44,85,85,100.0,03044
3,45,198,198,100.0,03045
3,46,95,95,100.0,03046
3,47,133,133,100.0,03047
3,48,137,137,100.0,03048
3,49,58,58,100.0,03049
3,50,160,160,100.0,03050
3,51,76,76,100.0,03051
3,52,76,76,100.0,03052
3,53,145,145,100.0,03053
3,54,375,375,100.0,03054
4,1,190,190,100.0,04001
4,2,286,286,100.0,04002
4,3,339,339,100.0,04003
4,4,306,306,100.0,04004
4,5,276,276,100.0,04005
4,6,107,107,100.0,04006
4,7,249,249,100.0,04007
4,8,268,268,100.0,04008
4,9,457,457,100.0,04009
4,10,254,254,100.0,04010
4,11,244,244,100.0,04011
4,12,149,149,100.0,04012
4,13,191,191,100.0,04013
4,14,220,220,100.0,04014
4,15,156,156,100.0,04015
4,16,309,309,100.0,04016
4,17,243,243,100.0,04017
4,18,277,277,100.0,04018
4,19,270,270,100.0,04019
4,20,80,80,100.0,04020
4,21,318,318,100.0,04021
4,22,313,313,100.0,04022
4,23,171,171,100.0,04023
4,24,251,251,100.0,04024
4,25,261,261,100.0,04025
4,26,277,277,100.0,04026
4,27,226,226,100.0,04027
4,28,181,181,100.0,04028
4,29,224,224,100.0,04029
4,30,66,66,100.0,04030
4,31,123,123,100.0,04031
4,32,263,263,100.0,04032
4,33,159,159,100.0,04033
4,34,196,196,100.0,04034
4,35,181,181,100.0,04035
4,36,157,157,100.0,04036
4,37,108,108,100.0,04037
4,38,343,343,100.0,04038
4,39,151,151,100.0,04039
4,40,230,230,100.0,04040
4,41,141,141,100.0,04041
4,42,277,277,100.0,04042
4,43,184,184,100.0,04043
4,44,182,182,100.0,04044
4,45,376,376,100.0,04045
4,46,213,213,100.0,04046
4,47,340,340,100.0,04047
4,48,321,321,100.0,04048
4,49,198,198,100.0,04049
4,50,220,220,100.0,04050
4,51,269,269,100.0,04051
4,52,308,308,100.0,04052
4,53,220,220,100.0,04053
4,54,131,131,100.0,04054
4,55,143,143,100.0,04055
5,1,249,249,100.0,05001
5,2,196,196,100.0,05002
5,3,133,133,100.0,05003
5,4,163,163,100.0,05004
5,5,220,220,100.0,05005
5,6,267,267,100.0,05006
5,7,230,230,100.0,05007
5,8,295,295,100.0,05008
5,9,228,228,100.0,05009
5,10,235,235,100.0,05010
5,11,219,219,100.0,05011
5,12,175,175,100.0,05012
5,13,217,217,100.0,05013
5,14,292,292,100.0,05014
5,15,213,213,100.0,05015
5,16,201,201,100.0,05016
5,17,277,277,100.0,05017
5,18,249,249,100.0,05018
5,19,127,127,100.0,05019
5,20,127,127,100.0,05020
5,21,256,256,100.0,05021
5,22,230,230,100.0,05022
5,23,195,195,100.0,05023
5,24,206,206,100.0,05024
5,25,221,221,100.0,05025
5,26,252,252,100.0,05026
5,27,292,292,100.0,05027
5,28,240,240,100.0,05028
5,29,253,253,100.0,05029
5,30,193,193,100.0,05030
5,31,199,199,100.0,05031
5,32,332,332,100.0,05032
5,33,175,175,100.0,05033
5,34,242,242,100.0,05034
5,35,197,197,100.0,05035
5,36,149,149,100.0,05036
5,37,186,186,100.0,05037
5,38,233,233,100.0,05038
5,39,271,271,100.0,05039
5,40,227,227,100.0,05040
5,41,190,190,100.0,05041
5,42,234,234,100.0,05042
5,43,241,241,100.0,05043
5,44,291,291,100.0,05044
5,45,142,142,100.0,05045
5,46,233,233,100.0,05046
5,47,197,197,100.0,05047
5,48,131,131,100.0,05048
5,49,53,53,100.0,05049
5,50,200,200,100.0,05050
5,51,169,169,100.0,05051
5,52,43,43,100.0,05052
5,53,239,239,100.0,05053
5,54,299,299,100.0,05054
5,55,215,215,100.0,05055
6,1,270,270,100.0,06001
6,2,297,297,100.0,06002
6,3,286,286,100.0,06003
6,4,163,163,100.0,06004
6,5,156,156,100.0,06005
6,6,214,214,100.0,06006
6,7,269,269,100.0,06007
6,8,282,282,100.0,06008
6,9,235,235,100.0,06009
6,10,348,348,100.0,06010
6,11,221,221,100.0,06011
6,12,217,217,100.0,06012
6,13,215,215,100.0,06013
6,14,266,266,100.0,06014
6,15,166,166,100.0,06015
6,16,285,285,100.0,06016
6,17,293,293,100.0,06017
6,18,149,149,100.0,06018
6,19,296,296,100.0,06019
6,20,224,224,100.0,06020
6,21,237,237,100.0,06021
6,22,240,240,100.0,06022
6,23,213,213,100.0,06023
6,24,253,253,100.0,06024
6,25,182,182,100.0,06025
6,26,261,261,100.0,06026
6,27,333,333,100.0,06027
6,28,387,387,100.0,06028
6,29,279,279,100.0,06029
