ward,precinct,total,Jessica A. O'Brien,Jessica A. O'Brien Percent,precinct_id
1,1,301,301,100.0,01001
1,2,279,279,100.0,01002
1,3,424,424,100.0,01003
1,4,350,350,100.0,01004
1,5,364,364,100.0,01005
1,6,310,310,100.0,01006
1,7,316,316,100.0,01007
1,8,286,286,100.0,01008
1,9,316,316,100.0,01009
1,10,365,365,100.0,01010
1,11,391,391,100.0,01011
1,12,341,341,100.0,01012
1,13,322,322,100.0,01013
1,14,361,361,100.0,01014
1,15,311,311,100.0,01015
1,16,416,416,100.0,01016
1,17,284,284,100.0,01017
1,18,314,314,100.0,01018
1,19,386,386,100.0,01019
1,20,283,283,100.0,01020
1,21,406,406,100.0,01021
1,22,187,187,100.0,01022
1,23,434,434,100.0,01023
1,24,267,267,100.0,01024
1,25,299,299,100.0,01025
1,26,200,200,100.0,01026
1,27,319,319,100.0,01027
1,28,303,303,100.0,01028
1,29,308,308,100.0,01029
1,30,298,298,100.0,01030
1,31,300,300,100.0,01031
1,32,313,313,100.0,01032
1,33,307,307,100.0,01033
1,34,359,359,100.0,01034
1,35,355,355,100.0,01035
1,36,383,383,100.0,01036
1,37,325,325,100.0,01037
1,38,307,307,100.0,01038
1,39,275,275,100.0,01039
1,40,297,297,100.0,01040
2,1,352,352,100.0,02001
2,2,264,264,100.0,02002
2,3,380,380,100.0,02003
2,4,343,343,100.0,02004
2,5,400,400,100.0,02005
2,6,342,342,100.0,02006
2,7,338,338,100.0,02007
2,8,388,388,100.0,02008
2,9,308,308,100.0,02009
2,10,280,280,100.0,02010
2,11,268,268,100.0,02011
2,12,330,330,100.0,02012
2,13,333,333,100.0,02013
2,14,355,355,100.0,02014
2,15,340,340,100.0,02015
2,16,320,320,100.0,02016
2,17,424,424,100.0,02017
2,18,287,287,100.0,02018
2,19,246,246,100.0,02019
2,20,341,341,100.0,02020
2,21,374,374,100.0,02021
2,22,317,317,100.0,02022
2,23,221,221,100.0,02023
2,24,300,300,100.0,02024
2,25,369,369,100.0,02025
2,26,297,297,100.0,02026
2,27,309,309,100.0,02027
2,28,395,395,100.0,02028
2,29,362,362,100.0,02029
2,30,305,305,100.0,02030
2,31,429,429,100.0,02031
2,32,296,296,100.0,02032
2,33,498,498,100.0,02033
2,34,252,252,100.0,02034
2,35,352,352,100.0,02035
2,36,250,250,100.0,02036
2,37,332,332,100.0,02037
2,38,296,296,100.0,02038
2,39,204,204,100.0,02039
2,40,434,434,100.0,02040
2,41,305,305,100.0,02041
2,42,407,407,100.0,02042
2,43,397,397,100.0,02043
2,44,215,215,100.0,02044
2,45,398,398,100.0,02045
2,46,214,214,100.0,02046
3,1,468,468,100.0,03001
3,2,445,445,100.0,03002
3,3,412,412,100.0,03003
3,4,475,475,100.0,03004
3,5,356,356,100.0,03005
3,6,420,420,100.0,03006
3,7,333,333,100.0,03007
3,8,346,346,100.0,03008
3,9,446,446,100.0,03009
3,10,281,281,100.0,03010
3,11,480,480,100.0,03011
3,12,445,445,100.0,03012
3,13,430,430,100.0,03013
3,14,388,388,100.0,03014
3,15,421,421,100.0,03015
3,16,436,436,100.0,03016
3,17,373,373,100.0,03017
3,18,577,577,100.0,03018
3,19,357,357,100.0,03019
3,20,377,377,100.0,03020
3,21,418,418,100.0,03021
3,22,432,432,100.0,03022
3,23,395,395,100.0,03023
3,24,467,467,100.0,03024
3,25,438,438,100.0,03025
3,26,412,412,100.0,03026
3,27,338,338,100.0,03027
3,28,307,307,100.0,03028
3,29,446,446,100.0,03029
3,30,432,432,100.0,03030
3,31,485,485,100.0,03031
3,32,401,401,100.0,03032
3,33,440,440,100.0,03033
3,34,441,441,100.0,03034
3,35,228,228,100.0,03035
3,36,299,299,100.0,03036
3,37,437,437,100.0,03037
3,38,381,381,100.0,03038
3,39,400,400,100.0,03039
3,40,420,420,100.0,03040
3,41,318,318,100.0,03041
4,1,557,557,100.0,04001
4,2,439,439,100.0,04002
4,3,394,394,100.0,04003
4,4,472,472,100.0,04004
4,5,422,422,100.0,04005
4,6,531,531,100.0,04006
4,7,459,459,100.0,04007
4,8,527,527,100.0,04008
4,9,498,498,100.0,04009
4,10,532,532,100.0,04010
4,11,467,467,100.0,04011
4,12,517,517,100.0,04012
4,13,336,336,100.0,04013
4,14,468,468,100.0,04014
4,15,477,477,100.0,04015
4,16,443,443,100.0,04016
4,17,445,445,100.0,04017
4,18,414,414,100.0,04018
4,19,494,494,100.0,04019
4,20,392,392,100.0,04020
4,21,500,500,100.0,04021
4,22,432,432,100.0,04022
4,23,559,559,100.0,04023
4,24,441,441,100.0,04024
4,25,387,387,100.0,04025
4,26,415,415,100.0,04026
4,27,467,467,100.0,04027
4,28,550,550,100.0,04028
4,29,427,427,100.0,04029
4,30,556,556,100.0,04030
4,31,435,435,100.0,04031
4,32,489,489,100.0,04032
4,33,481,481,100.0,04033
4,34,472,472,100.0,04034
4,35,629,629,100.0,04035
4,36,510,510,100.0,04036
4,37,403,403,100.0,04037
4,38,531,531,100.0,04038
5,1,399,399,100.0,05001
5,2,407,407,100.0,05002
5,3,379,379,100.0,05003
5,4,469,469,100.0,05004
5,5,457,457,100.0,05005
5,6,333,333,100.0,05006
5,7,412,412,100.0,05007
5,8,352,352,100.0,05008
5,9,449,449,100.0,05009
5,10,411,411,100.0,05010
5,11,403,403,100.0,05011
5,12,362,362,100.0,05012
5,13,417,417,100.0,05013
5,14,352,352,100.0,05014
5,15,404,404,100.0,05015
5,16,418,418,100.0,05016
5,17,386,386,100.0,05017
5,18,337,337,100.0,05018
5,19,340,340,100.0,05019
5,20,468,468,100.0,05020
5,21,368,368,100.0,05021
5,22,418,418,100.0,05022
5,23,508,508,100.0,05023
5,24,388,388,100.0,05024
5,25,376,376,100.0,05025
5,26,447,447,100.0,05026
5,27,340,340,100.0,05027
5,28,440,440,100.0,05028
5,29,520,520,100.0,05029
5,30,424,424,100.0,05030
5,31,403,403,100.0,05031
5,32,468,468,100.0,05032
5,33,448,448,100.0,05033
5,34,388,388,100.0,05034
5,35,400,400,100.0,05035
5,36,386,386,100.0,05036
5,37,567,567,100.0,05037
5,38,470,470,100.0,05038
5,39,322,322,100.0,05039
5,40,416,416,100.0,05040
6,1,407,407,100.0,06001
6,2,383,383,100.0,06002
6,3,413,413,100.0,06003
6,4,350,350,100.0,06004
6,5,350,350,100.0,06005
6,6,372,372,100.0,06006
6,7,392,392,100.0,06007
6,8,399,399,100.0,06008
6,9,408,408,100.0,06009
6,10,310,310,100.0,06010
6,11,413,413,100.0,06011
6,12,398,398,100.0,06012
6,13,297,297,100.0,06013
6,14,400,400,100.0,06014
6,15,426,426,100.0,06015
6,16,358,358,100.0,06016
6,17,317,317,100.0,06017
6,18,254,254,100.0,06018
6,19,374,374,100.0,06019
6,20,308,308,100.0,06020
6,21,304,304,100.0,06021
6,22,326,326,100.0,06022
6,23,309,309,100.0,06023
6,24,290,290,100.0,06024
6,25,279,279,100.0,06025
6,26,307,307,100.0,06026
6,27,268,268,100.0,06027
6,28,264,264,100.0,06028
6,29,406,406,100.0,06029
6,30,404,404,100.0,06030
6,31,386,386,100.0,06031
6,32,379,379,100.0,06032
6,33,380,380,100.0,06033
6,34,367,367,100.0,06034
6,35,361,361,100.0,06035
6,36,406,406,100.0,06036
6,37,379,379,100.0,06037
6,38,384,384,100.0,06038
6,39,394,394,100.0,06039
6,40,381,381,100.0,06040
6,41,403,403,100.0,06041
6,42,433,433,100.0,06042
6,43,373,373,100.0,06043
6,44,370,370,100.0,06044
6,45,409,409,100.0,06045
6,46,355,355,100.0,06046
6,47,326,326,100.0,06047
6,48,384,384,100.0,06048
7,1,337,337,100.0,07001
7,2,367,367,100.0,07002
7,3,378,378,100.0,07003
7,4,400,400,100.0,07004
7,5,357,357,100.0,07005
7,6,491,491,100.0,07006
7,7,379,379,100.0,07007
7,8,323,323,100.0,07008
7,9,601,601,100.0,07009
7,10,371,371,100.0,07010
7,11,442,442,100.0,07011
7,12,435,435,100.0,07012
7,13,265,265,100.0,07013
7,14,399,399,100.0,07014
7,15,399,399,100.0,07015
7,16,424,424,100.0,07016
7,17,386,386,100.0,07017
7,18,373,373,100.0,07018
7,19,356,356,100.0,07019
7,20,336,336,100.0,07020
7,21,389,389,100.0,07021
7,22,323,323,100.0,07022
7,23,389,389,100.0,07023
7,24,386,386,100.0,07024
7,25,301,301,100.0,07025
7,26,313,313,100.0,07026
7,27,337,337,100.0,07027
7,28,293,293,100.0,07028
7,29,339,339,100.0,07029
7,30,307,307,100.0,07030
7,31,383,383,100.0,07031
7,32,476,476,100.0,07032
7,33,460,460,100.0,07033
7,34,427,427,100.0,07034
7,35,373,373,100.0,07035
7,36,433,433,100.0,07036
7,37,416,416,100.0,07037
7,38,331,331,100.0,07038
7,39,367,367,100.0,07039
7,40,365,365,100.0,07040
7,41,366,366,100.0,07041
7,42,370,370,100.0,07042
7,43,377,377,100.0,07043
7,44,350,350,100.0,07044
7,45,403,403,100.0,07045
8,1,356,356,100.0,08001
8,2,464,464,100.0,08002
8,3,410,410,100.0,08003
8,4,387,387,100.0,08004
8,5,394,394,100.0,08005
8,6,444,444,100.0,08006
8,7,452,452,100.0,08007
8,8,362,362,100.0,08008
8,9,269,269,100.0,08009
8,10,467,467,100.0,08010
8,11,383,383,100.0,08011
8,12,362,362,100.0,08012
8,13,483,483,100.0,08013
8,14,322,322,100.0,08014
8,15,387,387,100.0,08015
8,16,165,165,100.0,08016
8,17,313,313,100.0,08017
8,18,405,405,100.0,08018
8,19,440,440,100.0,08019
8,20,425,425,100.0,08020
8,21,540,540,100.0,08021
8,22,377,377,100.0,08022
8,23,380,380,100.0,08023
8,24,222,222,100.0,08024
8,25,410,410,100.0,08025
8,26,348,348,100.0,08026
8,27,420,420,100.0,08027
8,28,429,429,100.0,08028
8,29,474,474,100.0,08029
8,30,412,412,100.0,08030
8,31,301,301,100.0,08031
8,32,329,329,100.0,08032
8,33,373,373,100.0,08033
8,34,368,368,100.0,08034
