ward,precinct,total,YES,YES Percent,NO,NO Percent,precinct_id
1,1,142,103,72.54,39,27.46,01001
1,2,278,205,73.74,73,26.26,01002
1,3,171,123,71.93,48,28.07,01003
1,4,147,122,82.99,25,17.01,01004
1,5,172,144,83.72,28,16.28,01005
1,6,121,100,82.64,21,17.36,01006
1,7,178,139,78.09,39,21.91,01007
1,8,90,75,83.33,15,16.67,01008
1,9,186,150,80.65,36,19.35,01009
1,10,220,181,82.27,39,17.73,01010
1,11,142,113,79.58,29,20.42,01011
1,12,211,168,79.62,43,20.38,01012
1,13,59,42,71.19,17,28.81,01013
1,14,103,78,75.73,25,24.27,01014
1,15,117,99,84.62,18,15.38,01015
1,16,115,89,77.39,26,22.61,01016
1,17,168,130,77.38,38,22.62,01017
1,18,93,77,82.8,16,17.2,01018
1,19,100,79,79.0,21,21.0,01019
1,20,87,71,81.61,16,18.39,01020
1,21,250,209,83.6,41,16.4,01021
1,22,112,90,80.36,22,19.64,01022
1,23,212,168,79.25,44,20.75,01023
1,24,127,98,77.17,29,22.83,01024
1,25,238,193,81.09,45,18.91,01025
1,26,282,219,77.66,63,22.34,01026
1,27,134,103,76.87,31,23.13,01027
1,28,19,14,73.68,5,26.32,01028
1,29,192,144,75.0,48,25.0,01029
1,30,108,84,77.78,24,22.22,01030
1,31,50,40,80.0,10,20.0,01031
1,32,84,65,77.38,19,22.62,01032
1,33,163,126,77.3,37,22.7,01033
1,34,38,28,73.68,10,26.32,01034
1,35,27,21,77.78,6,22.22,01035
1,36,133,113,84.96,20,15.04,01036
2,1,268,211,78.73,57,21.27,02001
2,2,234,200,85.47,34,14.53,02002
2,3,160,113,70.63,47,29.38,02003
2,4,41,30,73.17,11,26.83,02004
2,5,97,75,77.32,22,22.68,02005
2,6,88,70,79.55,18,20.45,02006
2,7,186,159,85.48,27,14.52,02007
2,8,201,167,83.08,34,16.92,02008
2,9,51,41,80.39,10,19.61,02009
2,10,95,75,78.95,20,21.05,02010
2,11,291,242,83.16,49,16.84,02011
2,12,116,92,79.31,24,20.69,02012
2,13,224,194,86.61,30,13.39,02013
2,14,191,163,85.34,28,14.66,02014
2,15,59,37,62.71,22,37.29,02015
2,16,110,95,86.36,15,13.64,02016
2,17,164,129,78.66,35,21.34,02017
2,18,209,178,85.17,31,14.83,02018
2,19,63,50,79.37,13,20.63,02019
2,20,154,133,86.36,21,13.64,02020
2,21,146,120,82.19,26,17.81,02021
2,22,342,267,78.07,75,21.93,02022
2,23,123,100,81.3,23,18.7,02023
2,24,117,108,92.31,9,7.69,02024
2,25,79,54,68.35,25,31.65,02025
2,26,98,79,80.61,19,19.39,02026
2,27,11,8,72.73,3,27.27,02027
2,28,165,130,78.79,35,21.21,02028
2,29,98,76,77.55,22,22.45,02029
2,30,75,62,82.67,13,17.33,02030
2,31,173,141,81.5,32,18.5,02031
