ward,precinct,total,BUSH / CHENEY,BUSH / CHENEY Percent,GORE / LIEBERMAN,GORE / LIEBERMAN Percent,BROWNE / OLIVIER,BROWNE / OLIVIER Percent,NADER / LADUKE,NADER / LADUKE Percent,HAGELIN / GOLDHABER,HAGELIN / GOLDHABER Percent,BUCHANAN / FOSTER,BUCHANAN / FOSTER Percent,precinct_id
1,1,368,83,22.55,249,67.66,2,0.54,33,8.97,0,0.0,1,0.27,01001
1,2,689,123,17.85,503,73.0,1,0.15,60,8.71,0,0.0,2,0.29,01002
1,3,413,66,15.98,287,69.49,3,0.73,56,13.56,1,0.24,0,0.0,01003
1,4,399,68,17.04,273,68.42,2,0.5,55,13.78,1,0.25,0,0.0,01004
1,5,492,86,17.48,358,72.76,1,0.2,47,9.55,0,0.0,0,0.0,01005
1,6,301,84,27.91,195,64.78,0,0.0,22,7.31,0,0.0,0,0.0,01006
1,7,522,122,23.37,378,72.41,2,0.38,19,3.64,1,0.19,0,0.0,01007
1,8,281,49,17.44,218,77.58,2,0.71,11,3.91,0,0.0,1,0.36,01008
1,9,485,98,20.21,364,75.05,3,0.62,18,3.71,1,0.21,1,0.21,01009
1,10,535,125,23.36,355,66.36,2,0.37,52,9.72,0,0.0,1,0.19,01010
1,11,384,65,16.93,280,72.92,3,0.78,36,9.38,0,0.0,0,0.0,01011
1,12,516,88,17.05,383,74.22,3,0.58,42,8.14,0,0.0,0,0.0,01012
1,13,297,29,9.76,262,88.22,0,0.0,6,2.02,0,0.0,0,0.0,01013
1,14,348,40,11.49,299,85.92,1,0.29,8,2.3,0,0.0,0,0.0,01014
1,15,360,24,6.67,310,86.11,2,0.56,24,6.67,0,0.0,0,0.0,01015
1,16,329,23,6.99,302,91.79,0,0.0,4,1.22,0,0.0,0,0.0,01016
1,17,465,72,15.48,338,72.69,7,1.51,47,10.11,1,0.22,0,0.0,01017
1,18,351,26,7.41,302,86.04,1,0.28,22,6.27,0,0.0,0,0.0,01018
1,19,376,28,7.45,336,89.36,1,0.27,9,2.39,1,0.27,1,0.27,01019
1,20,299,21,7.02,260,86.96,2,0.67,15,5.02,1,0.33,0,0.0,01020
1,21,625,142,22.72,419,67.04,2,0.32,61,9.76,0,0.0,1,0.16,01021
1,22,312,26,8.33,278,89.1,1,0.32,7,2.24,0,0.0,0,0.0,01022
1,23,559,101,18.07,420,75.13,4,0.72,33,5.9,0,0.0,1,0.18,01023
1,24,360,50,13.89,266,73.89,1,0.28,42,11.67,0,0.0,1,0.28,01024
1,25,638,105,16.46,468,73.35,7,1.1,57,8.93,1,0.16,0,0.0,01025
1,26,699,129,18.45,498,71.24,4,0.57,66,9.44,1,0.14,1,0.14,01026
1,27,407,46,11.3,350,86.0,0,0.0,10,2.46,0,0.0,1,0.25,01027
1,28,91,9,9.89,78,85.71,0,0.0,3,3.3,0,0.0,1,1.1,01028
1,29,580,100,17.24,438,75.52,0,0.0,41,7.07,0,0.0,1,0.17,01029
1,30,406,46,11.33,337,83.0,1,0.25,22,5.42,0,0.0,0,0.0,01030
1,31,145,7,4.83,131,90.34,2,1.38,5,3.45,0,0.0,0,0.0,01031
1,32,366,45,12.3,300,81.97,3,0.82,16,4.37,0,0.0,2,0.55,01032
1,33,436,57,13.07,368,84.4,1,0.23,10,2.29,0,0.0,0,0.0,01033
1,34,89,20,22.47,58,65.17,0,0.0,11,12.36,0,0.0,0,0.0,01034
1,35,104,27,25.96,71,68.27,0,0.0,5,4.81,0,0.0,1,0.96,01035
1,36,364,73,20.05,254,69.78,2,0.55,34,9.34,0,0.0,1,0.27,01036
2,1,619,170,27.46,416,67.21,5,0.81,28,4.52,0,0.0,0,0.0,02001
2,2,506,20,3.95,476,94.07,3,0.59,7,1.38,0,0.0,0,0.0,02002
2,3,322,6,1.86,310,96.27,0,0.0,4,1.24,1,0.31,1,0.31,02003
2,4,159,2,1.26,157,98.74,0,0.0,0,0.0,0,0.0,0,0.0,02004
2,5,279,3,1.08,276,98.92,0,0.0,0,0.0,0,0.0,0,0.0,02005
2,6,230,5,2.17,222,96.52,1,0.43,2,0.87,0,0.0,0,0.0,02006
2,7,427,4,0.94,421,98.59,0,0.0,1,0.23,0,0.0,1,0.23,02007
2,8,430,85,19.77,326,75.81,2,0.47,16,3.72,0,0.0,1,0.23,02008
2,9,224,4,1.79,219,97.77,0,0.0,0,0.0,0,0.0,1,0.45,02009
2,10,245,4,1.63,241,98.37,0,0.0,0,0.0,0,0.0,0,0.0,02010
2,11,669,128,19.13,516,77.13,3,0.45,21,3.14,1,0.15,0,0.0,02011
2,12,380,14,3.68,362,95.26,0,0.0,3,0.79,0,0.0,1,0.26,02012
2,13,483,11,2.28,467,96.69,1,0.21,3,0.62,0,0.0,1,0.21,02013
2,14,371,10,2.7,354,95.42,0,0.0,6,1.62,1,0.27,0,0.0,02014
2,15,158,1,0.63,157,99.37,0,0.0,0,0.0,0,0.0,0,0.0,02015
2,16,241,4,1.66,235,97.51,1,0.41,1,0.41,0,0.0,0,0.0,02016
2,17,343,11,3.21,331,96.5,0,0.0,1,0.29,0,0.0,0,0.0,02017
2,18,484,10,2.07,471,97.31,0,0.0,2,0.41,1,0.21,0,0.0,02018
2,19,205,2,0.98,203,99.02,0,0.0,0,0.0,0,0.0,0,0.0,02019
2,20,374,16,4.28,354,94.65,2,0.53,2,0.53,0,0.0,0,0.0,02020
2,21,342,5,1.46,337,98.54,0,0.0,0,0.0,0,0.0,0,0.0,02021
2,22,743,208,27.99,510,68.64,1,0.13,24,3.23,0,0.0,0,0.0,02022
2,23,304,4,1.32,297,97.7,1,0.33,2,0.66,0,0.0,0,0.0,02023
2,24,364,63,17.31,288,79.12,1,0.27,11,3.02,1,0.27,0,0.0,02024
2,25,210,29,13.81,173,82.38,0,0.0,8,3.81,0,0.0,0,0.0,02025
2,26,292,9,3.08,280,95.89,0,0.0,1,0.34,1,0.34,1,0.34,02026
2,27,69,3,4.35,66,95.65,0,0.0,0,0.0,0,0.0,0,0.0,02027
2,28,398,4,1.01,390,97.99,0,0.0,3,0.75,0,0.0,1,0.25,02028
2,29,290,6,2.07,281,96.9,0,0.0,2,0.69,0,0.0,1,0.34,02029
2,30,284,3,1.06,280,98.59,0,0.0,0,0.0,1,0.35,0,0.0,02030
2,31,354,8,2.26,343,96.89,0,0.0,2,0.56,1,0.28,0,0.0,02031
2,32,271,10,3.69,259,95.57,0,0.0,2,0.74,0,0.0,0,0.0,02032
2,33,465,16,3.44,443,95.27,1,0.22,5,1.08,0,0.0,0,0.0,02033
2,34,350,11,3.14,337,96.29,1,0.29,1,0.29,0,0.0,0,0.0,02034
2,35,172,45,26.16,110,63.95,1,0.58,15,8.72,0,0.0,1,0.58,02035
2,36,265,7,2.64,257,96.98,0,0.0,1,0.38,0,0.0,0,0.0,02036
2,37,546,125,22.89,400,73.26,2,0.37,17,3.11,1,0.18,1,0.18,02037
2,38,380,20,5.26,353,92.89,0,0.0,7,1.84,0,0.0,0,0.0,02038
2,39,512,32,6.25,473,92.38,2,0.39,5,0.98,0,0.0,0,0.0,02039
2,40,510,54,10.59,443,86.86,3,0.59,10,1.96,0,0.0,0,0.0,02040
2,41,136,1,0.74,135,99.26,0,0.0,0,0.0,0,0.0,0,0.0,02041
2,42,195,25,12.82,152,77.95,1,0.51,16,8.21,1,0.51,0,0.0,02042
2,43,524,120,22.9,385,73.47,3,0.57,16,3.05,0,0.0,0,0.0,02043
2,44,364,10,2.75,352,96.7,0,0.0,1,0.27,0,0.0,1,0.27,02044
2,45,142,2,1.41,135,95.07,0,0.0,2,1.41,0,0.0,3,2.11,02045
2,46,541,12,2.22,516,95.38,2,0.37,11,2.03,0,0.0,0,0.0,02046
2,47,218,15,6.88,202,92.66,0,0.0,1,0.46,0,0.0,0,0.0,02047
2,48,422,24,5.69,392,92.89,2,0.47,4,0.95,0,0.0,0,0.0,02048
2,49,281,66,23.49,197,70.11,2,0.71,14,4.98,2,0.71,0,0.0,02049
2,50,237,29,12.24,200,84.39,0,0.0,6,2.53,2,0.84,0,0.0,02050
2,51,306,6,1.96,298,97.39,0,0.0,2,0.65,0,0.0,0,0.0,02051
2,52,639,97,15.18,504,78.87,3,0.47,34,5.32,0,0.0,1,0.16,02052
2,53,235,5,2.13,229,97.45,0,0.0,0,0.0,1,0.43,0,0.0,02053
2,54,596,140,23.49,423,70.97,6,1.01,26,4.36,1,0.17,0,0.0,02054
3,1,505,2,0.4,502,99.41,0,0.0,1,0.2,0,0.0,0,0.0,03001
3,2,411,11,2.68,392,95.38,1,0.24,1,0.24,2,0.49,4,0.97,03002
3,3,212,2,0.94,210,99.06,0,0.0,0,0.0,0,0.0,0,0.0,03003
3,4,224,2,0.89,221,98.66,0,0.0,1,0.45,0,0.0,0,0.0,03004
3,5,297,7,2.36,289,97.31,0,0.0,0,0.0,0,0.0,1,0.34,03005
3,6,189,4,2.12,182,96.3,0,0.0,1,0.53,1,0.53,1,0.53,03006
3,7,73,0,0.0,73,100.0,0,0.0,0,0.0,0,0.0,0,0.0,03007
3,8,264,0,0.0,262,99.24,1,0.38,0,0.0,0,0.0,1,0.38,03008
3,9,306,10,3.27,293,95.75,2,0.65,1,0.33,0,0.0,0,0.0,03009
3,10,404,10,2.48,393,97.28,1,0.25,0,0.0,0,0.0,0,0.0,03010
3,11,214,2,0.93,210,98.13,0,0.0,0,0.0,0,0.0,2,0.93,03011
3,12,316,7,2.22,308,97.47,0,0.0,1,0.32,0,0.0,0,0.0,03012
3,13,113,4,3.54,109,96.46,0,0.0,0,0.0,0,0.0,0,0.0,03013
3,14,196,6,3.06,186,94.9,1,0.51,1,0.51,1,0.51,1,0.51,03014
3,15,250,11,4.4,236,94.4,0,0.0,3,1.2,0,0.0,0,0.0,03015
3,16,445,8,1.8,432,97.08,0,0.0,4,0.9,1,0.22,0,0.0,03016
3,17,290,2,0.69,288,99.31,0,0.0,0,0.0,0,0.0,0,0.0,03017
3,18,218,2,0.92,215,98.62,0,0.0,1,0.46,0,0.0,0,0.0,03018
3,19,234,0,0.0,234,100.0,0,0.0,0,0.0,0,0.0,0,0.0,03019
3,20,126,2,1.59,121,96.03,1,0.79,2,1.59,0,0.0,0,0.0,03020
3,21,210,1,0.48,208,99.05,0,0.0,1,0.48,0,0.0,0,0.0,03021
3,22,219,4,1.83,213,97.26,1,0.46,0,0.0,0,0.0,1,0.46,03022
3,23,211,5,2.37,205,97.16,0,0.0,0,0.0,1,0.47,0,0.0,03023
3,24,320,7,2.19,312,97.5,1,0.31,0,0.0,0,0.0,0,0.0,03024
3,25,116,0,0.0,116,100.0,0,0.0,0,0.0,0,0.0,0,0.0,03025
3,26,207,1,0.48,205,99.03,0,0.0,1,0.48,0,0.0,0,0.0,03026
3,27,125,5,4.0,118,94.4,1,0.8,1,0.8,0,0.0,0,0.0,03027
3,28,301,3,1.0,295,98.01,1,0.33,2,0.66,0,0.0,0,0.0,03028
3,29,107,0,0.0,106,99.07,0,0.0,0,0.0,0,0.0,1,0.93,03029
3,30,356,1,0.28,354,99.44,0,0.0,1,0.28,0,0.0,0,0.0,03030
3,31,319,6,1.88,311,97.49,0,0.0,1,0.31,1,0.31,0,0.0,03031
3,32,392,1,0.26,390,99.49,1,0.26,0,0.0,0,0.0,0,0.0,03032
3,33,316,2,0.63,308,97.47,1,0.32,5,1.58,0,0.0,0,0.0,03033
3,34,116,1,0.86,113,97.41,0,0.0,2,1.72,0,0.0,0,0.0,03034
3,35,291,4,1.37,286,98.28,0,0.0,1,0.34,0,0.0,0,0.0,03035
3,36,155,8,5.16,143,92.26,4,2.58,0,0.0,0,0.0,0,0.0,03036
3,37,297,6,2.02,288,96.97,1,0.34,1,0.34,0,0.0,1,0.34,03037
3,38,329,10,3.04,314,95.44,2,0.61,2,0.61,0,0.0,1,0.3,03038
3,39,350,9,2.57,338,96.57,1,0.29,2,0.57,0,0.0,0,0.0,03039
3,40,301,8,2.66,286,95.02,3,1.0,4,1.33,0,0.0,0,0.0,03040
3,41,212,3,1.42,202,95.28,2,0.94,3,1.42,1,0.47,1,0.47,03041
3,42,208,4,1.92,201,96.63,1,0.48,1,0.48,1,0.48,0,0.0,03042
3,43,23,0,0.0,23,100.0,0,0.0,0,0.0,0,0.0,0,0.0,03043
3,44,270,4,1.48,264,97.78,1,0.37,1,0.37,0,0.0,0,0.0,03044
3,45,165,4,2.42,159,96.36,0,0.0,1,0.61,0,0.0,1,0.61,03045
3,46,52,1,1.92,51,98.08,0,0.0,0,0.0,0,0.0,0,0.0,03046
3,47,229,6,2.62,221,96.51,1,0.44,0,0.0,0,0.0,1,0.44,03047
3,48,284,2,0.7,280,98.59,1,0.35,1,0.35,0,0.0,0,0.0,03048
3,49,266,3,1.13,261,98.12,1,0.38,1,0.38,0,0.0,0,0.0,03049
3,50,293,6,2.05,287,97.95,0,0.0,0,0.0,0,0.0,0,0.0,03050
3,51,237,43,18.14,189,79.75,0,0.0,5,2.11,0,0.0,0,0.0,03051
3,52,379,8,2.11,369,97.36,0,0.0,1,0.26,1,0.26,0,0.0,03052
4,1,409,32,7.82,345,84.35,3,0.73,28,6.85,1,0.24,0,0.0,04001
4,2,165,1,0.61,164,99.39,0,0.0,0,0.0,0,0.0,0,0.0,04002
4,3,532,17,3.2,511,96.05,1,0.19,2,0.38,0,0.0,1,0.19,04003
4,4,442,2,0.45,434,98.19,1,0.23,4,0.9,0,0.0,1,0.23,04004
4,5,389,3,0.77,384,98.71,0,0.0,1,0.26,1,0.26,0,0.0,04005
4,6,34,0,0.0,33,97.06,0,0.0,1,2.94,0,0.0,0,0.0,04006
4,7,275,3,1.09,270,98.18,0,0.0,2,0.73,0,0.0,0,0.0,04007
4,8,505,9,1.78,494,97.82,0,0.0,1,0.2,0,0.0,1,0.2,04008
4,9,585,15,2.56,563,96.24,0,0.0,7,1.2,0,0.0,0,0.0,04009
4,10,712,15,2.11,689,96.77,1,0.14,6,0.84,0,0.0,1,0.14,04010
4,11,426,7,1.64,415,97.42,0,0.0,4,0.94,0,0.0,0,0.0,04011
4,12,357,2,0.56,354,99.16,0,0.0,1,0.28,0,0.0,0,0.0,04012
4,13,621,32,5.15,559,90.02,2,0.32,24,3.86,4,0.64,0,0.0,04013
4,14,367,4,1.09,363,98.91,0,0.0,0,0.0,0,0.0,0,0.0,04014
4,15,166,6,3.61,159,95.78,1,0.6,0,0.0,0,0.0,0,0.0,04015
4,16,478,14,2.93,459,96.03,0,0.0,4,0.84,0,0.0,1,0.21,04016
4,17,617,106,17.18,490,79.42,1,0.16,19,3.08,0,0.0,1,0.16,04017
4,18,364,6,1.65,357,98.08,0,0.0,1,0.27,0,0.0,0,0.0,04018
4,19,152,0,0.0,152,100.0,0,0.0,0,0.0,0,0.0,0,0.0,04019
4,20,225,1,0.44,224,99.56,0,0.0,0,0.0,0,0.0,0,0.0,04020
4,21,421,17,4.04,389,92.4,2,0.48,12,2.85,1,0.24,0,0.0,04021
4,22,501,19,3.79,470,93.81,1,0.2,10,2.0,0,0.0,1,0.2,04022
4,23,353,34,9.63,304,86.12,0,0.0,15,4.25,0,0.0,0,0.0,04023
4,24,463,21,4.54,438,94.6,0,0.0,4,0.86,0,0.0,0,0.0,04024
4,25,399,21,5.26,376,94.24,1,0.25,1,0.25,0,0.0,0,0.0,04025
4,26,336,5,1.49,330,98.21,1,0.3,0,0.0,0,0.0,0,0.0,04026
4,27,427,7,1.64,416,97.42,0,0.0,4,0.94,0,0.0,0,0.0,04027
4,28,454,55,12.11,378,83.26,1,0.22,19,4.19,1,0.22,0,0.0,04028
4,29,372,30,8.06,336,90.32,0,0.0,6,1.61,0,0.0,0,0.0,04029
4,30,182,4,2.2,178,97.8,0,0.0,0,0.0,0,0.0,0,0.0,04030
4,31,155,2,1.29,152,98.06,0,0.0,1,0.65,0,0.0,0,0.0,04031
4,32,528,56,10.61,447,84.66,0,0.0,25,4.73,0,0.0,0,0.0,04032
4,33,164,5,3.05,158,96.34,0,0.0,1,0.61,0,0.0,0,0.0,04033
4,34,373,31,8.31,318,85.25,1,0.27,23,6.17,0,0.0,0,0.0,04034
4,35,296,3,1.01,291,98.31,0,0.0,2,0.68,0,0.0,0,0.0,04035
4,36,403,7,1.74,392,97.27,1,0.25,3,0.74,0,0.0,0,0.0,04036
4,37,282,6,2.13,273,96.81,1,0.35,2,0.71,0,0.0,0,0.0,04037
4,38,604,44,7.28,542,89.74,0,0.0,18,2.98,0,0.0,0,0.0,04038
4,39,237,2,0.84,234,98.73,0,0.0,1,0.42,0,0.0,0,0.0,04039
4,40,445,18,4.04,420,94.38,1,0.22,6,1.35,0,0.0,0,0.0,04040
4,41,410,31,7.56,338,82.44,6,1.46,33,8.05,1,0.24,1,0.24,04041
4,42,371,10,2.7,358,96.5,1,0.27,2,0.54,0,0.0,0,0.0,04042
4,43,351,22,6.27,299,85.19,0,0.0,28,7.98,2,0.57,0,0.0,04043
4,44,353,21,5.95,312,88.39,2,0.57,17,4.82,1,0.28,0,0.0,04044
4,45,577,27,4.68,535,92.72,0,0.0,12,2.08,1,0.17,2,0.35,04045
4,46,376,10,2.66,358,95.21,0,0.0,8,2.13,0,0.0,0,0.0,04046
4,47,693,44,6.35,618,89.18,2,0.29,29,4.18,0,0.0,0,0.0,04047
4,48,588,46,7.82,534,90.82,1,0.17,7,1.19,0,0.0,0,0.0,04048
4,49,139,0,0.0,138,99.28,0,0.0,1,0.72,0,0.0,0,0.0,04049
4,50,344,11,3.2,332,96.51,1,0.29,0,0.0,0,0.0,0,0.0,04050
4,51,461,42,9.11,402,87.2,1,0.22,15,3.25,1,0.22,0,0.0,04051
4,52,152,0,0.0,149,98.03,2,1.32,0,0.0,0,0.0,1,0.66,04052
4,53,184,6,3.26,178,96.74,0,0.0,0,0.0,0,0.0,0,0.0,04053
4,54,317,28,8.83,269,84.86,1,0.32,19,5.99,0,0.0,0,0.0,04054
4,55,332,26,7.83,270,81.33,1,0.3,35,10.54,0,0.0,0,0.0,04055
5,1,364,8,2.2,353,96.98,0,0.0,3,0.82,0,0.0,0,0.0,05001
5,2,466,9,1.93,450,96.57,1,0.21,4,0.86,0,0.0,2,0.43,05002
5,3,436,5,1.15,430,98.62,1,0.23,0,0.0,0,0.0,0,0.0,05003
5,4,453,4,0.88,444,98.01,1,0.22,4,0.88,0,0.0,0,0.0,05004
5,5,356,1,0.28,354,99.44,0,0.0,1,0.28,0,0.0,0,0.0,05005
5,6,347,9,2.59,336,96.83,0,0.0,1,0.29,0,0.0,1,0.29,05006
5,7,365,6,1.64,353,96.71,0,0.0,6,1.64,0,0.0,0,0.0,05007
5,8,559,65,11.63,466,83.36,1,0.18,27,4.83,0,0.0,0,0.0,05008
5,9,390,2,0.51,383,98.21,1,0.26,3,0.77,0,0.0,1,0.26,05009
5,10,268,0,0.0,266,99.25,0,0.0,1,0.37,0,0.0,1,0.37,05010
5,11,148,16,10.81,125,84.46,0,0.0,7,4.73,0,0.0,0,0.0,05011
5,12,417,13,3.12,399,95.68,1,0.24,4,0.96,0,0.0,0,0.0,05012
5,13,397,10,2.52,387,97.48,0,0.0,0,0.0,0,0.0,0,0.0,05013
5,14,381,29,7.61,333,87.4,2,0.52,17,4.46,0,0.0,0,0.0,05014
5,15,311,11,3.54,300,96.46,0,0.0,0,0.0,0,0.0,0,0.0,05015
5,16,367,8,2.18,358,97.55,0,0.0,1,0.27,0,0.0,0,0.0,05016
5,17,276,5,1.81,270,97.83,1,0.36,0,0.0,0,0.0,0,0.0,05017
5,18,307,4,1.3,301,98.05,0,0.0,2,0.65,0,0.0,0,0.0,05018
5,19,367,8,2.18,353,96.19,1,0.27,4,1.09,1,0.27,0,0.0,05019
5,20,302,6,1.99,293,97.02,0,0.0,0,0.0,1,0.33,2,0.66,05020
5,21,467,6,1.28,461,98.72,0,0.0,0,0.0,0,0.0,0,0.0,05021
5,22,417,7,1.68,405,97.12,1,0.24,3,0.72,0,0.0,1,0.24,05022
5,23,337,4,1.19,331,98.22,0,0.0,2,0.59,0,0.0,0,0.0,05023
5,24,293,24,8.19,268,91.47,0,0.0,1,0.34,0,0.0,0,0.0,05024
5,25,380,7,1.84,372,97.89,0,0.0,1,0.26,0,0.0,0,0.0,05025
5,26,253,3,1.19,247,97.63,1,0.4,2,0.79,0,0.0,0,0.0,05026
5,27,326,39,11.96,246,75.46,4,1.23,37,11.35,0,0.0,0,0.0,05027
5,28,463,13,2.81,446,96.33,0,0.0,2,0.43,1,0.22,1,0.22,05028
5,29,254,1,0.39,253,99.61,0,0.0,0,0.0,0,0.0,0,0.0,05029
5,30,418,71,16.99,326,77.99,0,0.0,21,5.02,0,0.0,0,0.0,05030
5,31,381,4,1.05,373,97.9,1,0.26,3,0.79,0,0.0,0,0.0,05031
5,32,575,19,3.3,552,96.0,0,0.0,4,0.7,0,0.0,0,0.0,05032
5,33,378,4,1.06,370,97.88,0,0.0,4,1.06,0,0.0,0,0.0,05033
5,34,300,5,1.67,294,98.0,0,0.0,1,0.33,0,0.0,0,0.0,05034
5,35,405,55,13.58,321,79.26,2,0.49,26,6.42,0,0.0,1,0.25,05035
5,36,471,2,0.42,465,98.73,1,0.21,3,0.64,0,0.0,0,0.0,05036
5,37,343,34,9.91,294,85.71,2,0.58,12,3.5,0,0.0,1,0.29,05037
5,38,429,39,9.09,367,85.55,2,0.47,19,4.43,1,0.23,1,0.23,05038
5,39,453,52,11.48,378,83.44,1,0.22,22,4.86,0,0.0,0,0.0,05039
5,40,370,8,2.16,359,97.03,1,0.27,2,0.54,0,0.0,0,0.0,05040
5,41,486,76,15.64,378,77.78,1,0.21,31,6.38,0,0.0,0,0.0,05041
5,42,381,9,2.36,369,96.85,1,0.26,2,0.52,0,0.0,0,0.0,05042
5,43,402,13,3.23,385,95.77,1,0.25,3,0.75,0,0.0,0,0.0,05043
5,44,356,8,2.25,344,96.63,0,0.0,4,1.12,0,0.0,0,0.0,05044
5,45,247,5,2.02,240,97.17,0,0.0,1,0.4,0,0.0,1,0.4,05045
5,46,541,57,10.54,453,83.73,1,0.18,30,5.55,0,0.0,0,0.0,05046
5,47,340,5,1.47,333,97.94,0,0.0,2,0.59,0,0.0,0,0.0,05047
5,48,333,20,6.01,298,89.49,0,0.0,14,4.2,1,0.3,0,0.0,05048
5,49,498,72,14.46,381,76.51,3,0.6,42,8.43,0,0.0,0,0.0,05049
5,50,274,5,1.82,266,97.08,1,0.36,1,0.36,0,0.0,1,0.36,05050
5,51,313,4,1.28,304,97.12,1,0.32,3,0.96,0,0.0,1,0.32,05051
5,52,241,2,0.83,238,98.76,1,0.41,0,0.0,0,0.0,0,0.0,05052
5,53,379,6,1.58,373,98.42,0,0.0,0,0.0,0,0.0,0,0.0,05053
