ward,precinct,total,YES,YES Percent,NO,NO Percent,precinct_id
1,1,286,205,71.68,81,28.32,01001
1,2,372,289,77.69,83,22.31,01002
1,3,294,213,72.45,81,27.55,01003
1,4,250,197,78.8,53,21.2,01004
1,5,295,231,78.31,64,21.69,01005
1,6,213,158,74.18,55,25.82,01006
1,7,387,309,79.84,78,20.16,01007
1,8,228,172,75.44,56,24.56,01008
1,9,210,145,69.05,65,30.95,01009
1,10,260,206,79.23,54,20.77,01010
1,11,293,220,75.09,73,24.91,01011
1,12,277,221,79.78,56,20.22,01012
1,13,253,185,73.12,68,26.88,01013
1,14,344,267,77.62,77,22.38,01014
1,15,155,109,70.32,46,29.68,01015
1,16,91,60,65.93,31,34.07,01016
1,17,269,202,75.09,67,24.91,01017
1,18,178,127,71.35,51,28.65,01018
1,19,301,225,74.75,76,25.25,01019
1,20,141,95,67.38,46,32.62,01020
1,21,385,301,78.18,84,21.82,01021
1,22,186,129,69.35,57,30.65,01022
1,23,274,189,68.98,85,31.02,01023
1,24,323,219,67.8,104,32.2,01024
1,25,241,177,73.44,64,26.56,01025
1,26,289,227,78.55,62,21.45,01026
1,27,249,184,73.9,65,26.1,01027
1,28,233,175,75.11,58,24.89,01028
1,29,204,150,73.53,54,26.47,01029
1,30,269,193,71.75,76,28.25,01030
1,31,305,253,82.95,52,17.05,01031
1,32,143,104,72.73,39,27.27,01032
1,33,264,196,74.24,68,25.76,01033
1,34,169,121,71.6,48,28.4,01034
1,35,194,157,80.93,37,19.07,01035
1,36,356,295,82.87,61,17.13,01036
1,37,322,250,77.64,72,22.36,01037
1,38,119,91,76.47,28,23.53,01038
1,39,306,222,72.55,84,27.45,01039
1,40,109,81,74.31,28,25.69,01040
2,1,416,317,76.2,99,23.8,02001
2,2,9,5,55.56,4,44.44,02002
2,3,277,208,75.09,69,24.91,02003
2,4,134,87,64.93,47,35.07,02004
2,5,147,105,71.43,42,28.57,02005
2,6,358,298,83.24,60,16.76,02006
2,7,257,196,76.26,61,23.74,02007
2,8,326,250,76.69,76,23.31,02008
2,9,168,113,67.26,55,32.74,02009
2,10,87,61,70.11,26,29.89,02010
2,11,104,74,71.15,30,28.85,02011
