ward,precinct,total,YES,YES Percent,NO,NO Percent,precinct_id
1,1,299,192,64.21,107,35.79,01001
1,2,386,250,64.77,136,35.23,01002
1,3,311,192,61.74,119,38.26,01003
1,4,276,183,66.3,93,33.7,01004
1,5,321,211,65.73,110,34.27,01005
1,6,219,143,65.3,76,34.7,01006
1,7,409,312,76.28,97,23.72,01007
1,8,248,177,71.37,71,28.63,01008
1,9,218,132,60.55,86,39.45,01009
1,10,277,187,67.51,90,32.49,01010
1,11,313,210,67.09,103,32.91,01011
1,12,298,196,65.77,102,34.23,01012
1,13,273,191,69.96,82,30.04,01013
1,14,369,250,67.75,119,32.25,01014
1,15,169,120,71.01,49,28.99,01015
1,16,111,82,73.87,29,26.13,01016
1,17,286,182,63.64,104,36.36,01017
1,18,196,137,69.9,59,30.1,01018
1,19,310,220,70.97,90,29.03,01019
1,20,148,93,62.84,55,37.16,01020
1,21,418,285,68.18,133,31.82,01021
1,22,195,145,74.36,50,25.64,01022
1,23,293,191,65.19,102,34.81,01023
1,24,344,215,62.5,129,37.5,01024
1,25,248,161,64.92,87,35.08,01025
1,26,309,222,71.84,87,28.16,01026
1,27,264,181,68.56,83,31.44,01027
1,28,256,181,70.7,75,29.3,01028
1,29,215,145,67.44,70,32.56,01029
1,30,284,200,70.42,84,29.58,01030
1,31,330,217,65.76,113,34.24,01031
1,32,162,111,68.52,51,31.48,01032
1,33,289,189,65.4,100,34.6,01033
1,34,180,119,66.11,61,33.89,01034
1,35,212,146,68.87,66,31.13,01035
1,36,384,266,69.27,118,30.73,01036
1,37,341,220,64.52,121,35.48,01037
1,38,123,82,66.67,41,33.33,01038
1,39,322,217,67.39,105,32.61,01039
1,40,114,81,71.05,33,28.95,01040
2,1,443,304,68.62,139,31.38,02001
2,2,9,7,77.78,2,22.22,02002
2,3,286,220,76.92,66,23.08,02003
2,4,150,113,75.33,37,24.67,02004
2,5,163,131,80.37,32,19.63,02005
2,6,380,270,71.05,110,28.95,02006
2,7,295,252,85.42,43,14.58,02007
2,8,357,227,63.59,130,36.41,02008
2,9,182,149,81.87,33,18.13,02009
2,10,89,69,77.53,20,22.47,02010
2,11,121,51,42.15,70,57.85,02011
2,12,365,223,61.1,142,38.9,02012
2,13,192,131,68.23,61,31.77,02013
2,14,357,310,86.83,47,13.17,02014
2,15,50,42,84.0,8,16.0,02015
2,16,350,258,73.71,92,26.29,02016
2,17,243,190,78.19,53,21.81,02017
2,18,829,505,60.92,324,39.08,02018
2,19,97,76,78.35,21,21.65,02019
2,20,236,176,74.58,60,25.42,02020
2,21,247,196,79.35,51,20.65,02021
2,22,436,252,57.8,184,42.2,02022
2,23,169,130,76.92,39,23.08,02023
2,24,139,118,84.89,21,15.11,02024
2,25,169,128,75.74,41,24.26,02025
2,26,434,292,67.28,142,32.72,02026
2,27,158,125,79.11,33,20.89,02027
2,28,194,139,71.65,55,28.35,02028
2,29,104,78,75.0,26,25.0,02029
2,30,152,126,82.89,26,17.11,02030
2,31,263,205,77.95,58,22.05,02031
2,32,122,91,74.59,31,25.41,02032
2,33,190,153,80.53,37,19.47,02033
2,34,164,136,82.93,28,17.07,02034
2,35,159,108,67.92,51,32.08,02035
2,36,95,75,78.95,20,21.05,02036
2,37,361,230,63.71,131,36.29,02037
2,38,250,189,75.6,61,24.4,02038
2,39,247,179,72.47,68,27.53,02039
2,40,310,229,73.87,81,26.13,02040
2,41,150,115,76.67,35,23.33,02041
2,42,102,83,81.37,19,18.63,02042
2,43,354,207,58.47,147,41.53,02043
2,44,134,105,78.36,29,21.64,02044
2,45,235,183,77.87,52,22.13,02045
2,46,321,267,83.18,54,16.82,02046
2,47,202,158,78.22,44,21.78,02047
2,48,191,155,81.15,36,18.85,02048
2,49,431,272,63.11,159,36.89,02049
2,50,186,148,79.57,38,20.43,02050
2,51,205,165,80.49,40,19.51,02051
2,52,273,214,78.39,59,21.61,02052
2,53,101,80,79.21,21,20.79,02053
2,54,276,153,55.43,123,44.57,02054
2,55,76,54,71.05,22,28.95,02055
2,56,201,174,86.57,27,13.43,02056
2,57,66,55,83.33,11,16.67,02057
2,58,179,134,74.86,45,25.14,02058
2,59,269,154,57.25,115,42.75,02059
3,1,172,143,83.14,29,16.86,03001
3,2,285,240,84.21,45,15.79,03002
3,3,209,148,70.81,61,29.19,03003
3,4,91,73,80.22,18,19.78,03004
3,5,119,92,77.31,27,22.69,03005
3,6,207,137,66.18,70,33.82,03006
3,7,158,127,80.38,31,19.62,03007
3,8,51,32,62.75,19,37.25,03008
3,9,141,112,79.43,29,20.57,03009
3,10,113,94,83.19,19,16.81,03010
3,11,153,125,81.7,28,18.3,03011
3,12,232,179,77.16,53,22.84,03012
3,13,138,94,68.12,44,31.88,03013
3,14,55,41,74.55,14,25.45,03014
3,15,232,192,82.76,40,17.24,03015
3,16,428,349,81.54,79,18.46,03016
3,17,178,154,86.52,24,13.48,03017
3,18,139,116,83.45,23,16.55,03018
3,19,60,41,68.33,19,31.67,03019
3,20,5,5,100.0,0,0.0,03020
3,21,126,100,79.37,26,20.63,03021
3,22,174,150,86.21,24,13.79,03022
3,23,27,19,70.37,8,29.63,03023
3,24,167,144,86.23,23,13.77,03024
3,25,8,6,75.0,2,25.0,03025
3,26,147,125,85.03,22,14.97,03026
3,27,4,4,100.0,0,0.0,03027
3,28,162,130,80.25,32,19.75,03028
3,29,135,107,79.26,28,20.74,03029
3,30,180,155,86.11,25,13.89,03030
3,31,286,235,82.17,51,17.83,03031
3,32,198,173,87.37,25,12.63,03032
3,33,297,250,84.18,47,15.82,03033
3,34,157,135,85.99,22,14.01,03034
3,35,210,165,78.57,45,21.43,03035
3,36,120,95,79.17,25,20.83,03036
3,37,109,92,84.4,17,15.6,03037
3,38,45,42,93.33,3,6.67,03038
3,39,231,205,88.74,26,11.26,03039
3,40,176,146,82.95,30,17.05,03040
3,41,242,209,86.36,33,13.64,03041
3,42,190,154,81.05,36,18.95,03042
3,43,67,62,92.54,5,7.46,03043
3,44,117,89,76.07,28,23.93,03044
3,45,75,53,70.67,22,29.33,03045
3,46,160,130,81.25,30,18.75,03046
3,47,158,135,85.44,23,14.56,03047
3,48,186,154,82.8,32,17.2,03048
3,49,84,69,82.14,15,17.86,03049
3,50,201,167,83.08,34,16.92,03050
3,51,82,60,73.17,22,26.83,03051
3,52,116,96,82.76,20,17.24,03052
3,53,186,153,82.26,33,17.74,03053
3,54,89,58,65.17,31,34.83,03054
3,55,179,145,81.01,34,18.99,03055
3,56,172,144,83.72,28,16.28,03056
3,57,225,185,82.22,40,17.78,03057
3,58,86,76,88.37,10,11.63,03058
3,59,97,73,75.26,24,24.74,03059
3,60,275,225,81.82,50,18.18,03060
3,61,187,143,76.47,44,23.53,03061
3,62,109,85,77.98,24,22.02,03062
3,63,416,292,70.19,124,29.81,03063
4,1,264,182,68.94,82,31.06,04001
4,2,348,278,79.89,70,20.11,04002
4,3,378,307,81.22,71,18.78,04003
4,4,334,273,81.74,61,18.26,04004
4,5,306,250,81.7,56,18.3,04005
4,6,101,80,79.21,21,20.79,04006
4,7,214,178,83.18,36,16.82,04007
4,8,274,235,85.77,39,14.23,04008
4,9,475,396,83.37,79,16.63,04009
4,10,360,292,81.11,68,18.89,04010
4,11,314,263,83.76,51,16.24,04011
4,12,187,152,81.28,35,18.72,04012
4,13,245,185,75.51,60,24.49,04013
4,14,238,198,83.19,40,16.81,04014
4,15,177,147,83.05,30,16.95,04015
4,16,341,281,82.4,60,17.6,04016
4,17,299,226,75.59,73,24.41,04017
4,18,339,280,82.6,59,17.4,04018
4,19,328,282,85.98,46,14.02,04019
4,20,102,79,77.45,23,22.55,04020
4,21,358,273,76.26,85,23.74,04021
4,22,351,259,73.79,92,26.21,04022
4,23,220,153,69.55,67,30.45,04023
4,24,329,231,70.21,98,29.79,04024
4,25,291,244,83.85,47,16.15,04025
4,26,307,254,82.74,53,17.26,04026
4,27,293,228,77.82,65,22.18,04027
4,28,238,146,61.34,92,38.66,04028
4,29,221,141,63.8,80,36.2,04029
4,30,90,73,81.11,17,18.89,04030
4,31,44,31,70.45,13,29.55,04031
4,32,356,228,64.04,128,35.96,04032
4,33,129,109,84.5,20,15.5,04033
4,34,211,110,52.13,101,47.87,04034
4,35,196,153,78.06,43,21.94,04035
4,36,154,136,88.31,18,11.69,04036
4,37,147,107,72.79,40,27.21,04037
4,38,432,335,77.55,97,22.45,04038
4,39,191,164,85.86,27,14.14,04039
4,40,277,224,80.87,53,19.13,04040
4,41,164,100,60.98,64,39.02,04041
4,42,325,260,80.0,65,20.0,04042
4,43,205,143,69.76,62,30.24,04043
4,44,239,188,78.66,51,21.34,04044
4,45,432,346,80.09,86,19.91,04045
4,46,293,233,79.52,60,20.48,04046
4,47,531,401,75.52,130,24.48,04047
4,48,419,290,69.21,129,30.79,04048
4,49,103,83,80.58,20,19.42,04049
4,50,259,211,81.47,48,18.53,04050
4,51,309,261,84.47,48,15.53,04051
4,52,70,57,81.43,13,18.57,04052
4,53,288,229,79.51,59,20.49,04053
4,54,156,123,78.85,33,21.15,04054
4,55,181,102,56.35,79,43.65,04055
4,56,316,264,83.54,52,16.46,04056
4,57,126,107,84.92,19,15.08,04057
5,1,309,248,80.26,61,19.74,05001
5,2,259,219,84.56,40,15.44,05002
5,3,165,113,68.48,52,31.52,05003
5,4,207,169,81.64,38,18.36,05004
5,5,235,183,77.87,52,22.13,05005
5,6,342,277,80.99,65,19.01,05006
5,7,308,244,79.22,64,20.78,05007
5,8,288,123,42.71,165,57.29,05008
5,9,286,232,81.12,54,18.88,05009
5,10,313,249,79.55,64,20.45,05010
5,11,258,152,58.91,106,41.09,05011
5,12,220,178,80.91,42,19.09,05012
5,13,241,187,77.59,54,22.41,05013
5,14,302,172,56.95,130,43.05,05014
5,15,274,211,77.01,63,22.99,05015
5,16,251,195,77.69,56,22.31,05016
5,17,288,229,79.51,59,20.49,05017
5,18,296,230,77.7,66,22.3,05018
5,19,160,130,81.25,30,18.75,05019
5,20,141,113,80.14,28,19.86,05020
5,21,318,257,80.82,61,19.18,05021
5,22,241,191,79.25,50,20.75,05022
5,23,224,176,78.57,48,21.43,05023
5,24,204,122,59.8,82,40.2,05024
5,25,334,273,81.74,61,18.26,05025
5,26,293,245,83.62,48,16.38,05026
5,27,400,195,48.75,205,51.25,05027
5,28,288,228,79.17,60,20.83,05028
5,29,325,266,81.85,59,18.15,05029
5,30,216,87,40.28,129,59.72,05030
5,31,267,206,77.15,61,22.85,05031
5,32,362,297,82.04,65,17.96,05032
5,33,138,115,83.33,23,16.67,05033
5,34,319,253,79.31,66,20.69,05034
5,35,241,166,68.88,75,31.12,05035
5,36,219,179,81.74,40,18.26,05036
5,37,246,146,59.35,100,40.65,05037
5,38,254,116,45.67,138,54.33,05038
5,39,296,120,40.54,176,59.46,05039
5,40,385,304,78.96,81,21.04,05040
5,41,199,86,43.22,113,56.78,05041
5,42,310,257,82.9,53,17.1,05042
5,43,306,240,78.43,66,21.57,05043
5,44,339,291,85.84,48,14.16,05044
5,45,183,150,81.97,33,18.03,05045
5,46,341,213,62.46,128,37.54,05046
5,47,238,189,79.41,49,20.59,05047
5,48,190,139,73.16,51,26.84,05048
5,49,61,50,81.97,11,18.03,05049
5,50,230,182,79.13,48,20.87,05050
5,51,219,178,81.28,41,18.72,05051
5,52,85,55,64.71,30,35.29,05052
5,53,283,206,72.79,77,27.21,05053
5,54,354,285,80.51,69,19.49,05054
5,55,224,181,80.8,43,19.2,05055
6,1,331,282,85.2,49,14.8,06001
6,2,346,289,83.53,57,16.47,06002
6,3,308,260,84.42,48,15.58,06003
6,4,176,141,80.11,35,19.89,06004
6,5,152,128,84.21,24,15.79,06005
6,6,253,212,83.79,41,16.21,06006
6,7,371,294,79.25,77,20.75,06007
6,8,267,219,82.02,48,17.98,06008
6,9,199,156,78.39,43,21.61,06009
6,10,343,280,81.63,63,18.37,06010
6,11,290,242,83.45,48,16.55,06011
6,12,314,243,77.39,71,22.61,06012
6,13,296,245,82.77,51,17.23,06013
6,14,236,207,87.71,29,12.29,06014
6,15,304,253,83.22,51,16.78,06015
6,16,299,246,82.27,53,17.73,06016
6,17,369,309,83.74,60,16.26,06017
6,18,110,86,78.18,24,21.82,06018
6,19,338,272,80.47,66,19.53,06019
6,20,265,226,85.28,39,14.72,06020
6,21,265,212,80.0,53,20.0,06021
6,22,322,267,82.92,55,17.08,06022
6,23,237,186,78.48,51,21.52,06023
6,24,291,242,83.16,49,16.84,06024
6,25,228,188,82.46,40,17.54,06025
6,26,315,271,86.03,44,13.97,06026
6,27,347,299,86.17,48,13.83,06027
6,28,459,383,83.44,76,16.56,06028
6,29,341,286,83.87,55,16.13,06029
